 ,Area,Mean,Min,Max,Perim.,Major,Minor,Angle,Circ.,AR,Round,Solidity,XStart,YStart
1,0.519,255.000,255,255,2.886,0.975,0.678,105.082,0.784,1.437,0.696,0.893,485,49
2,1.992,255.000,255,255,12.007,2.431,1.043,79.291,0.174,2.329,0.429,0.427,498,97
3,2.410,255.000,255,255,14.026,2.080,1.475,0.046,0.154,1.410,0.709,0.498,379,106
4,0.324,255.000,255,255,2.520,1.070,0.385,45.985,0.641,2.778,0.360,0.863,285,119
5,0.479,255.000,255,255,2.996,1.031,0.592,0.141,0.671,1.741,0.574,0.880,526,127
6,0.414,255.000,255,255,2.670,0.831,0.635,41.751,0.730,1.310,0.763,0.874,581,129
7,1.408,255.000,255,255,9.628,1.561,1.148,116.782,0.191,1.360,0.735,0.457,599,130
8,0.266,255.000,255,255,1.933,0.699,0.484,78.744,0.894,1.444,0.693,0.922,301,131
9,0.443,255.000,255,255,2.670,0.837,0.674,54.813,0.781,1.243,0.805,0.911,653,131
10,3.684,255.000,255,255,17.893,2.624,1.787,165.063,0.145,1.468,0.681,0.503,254,142
11,2.294,255.000,255,255,13.175,2.850,1.025,3.883,0.166,2.780,0.360,0.469,418,158
12,0.503,255.000,255,255,5.184,1.175,0.545,37.225,0.235,2.156,0.464,0.497,349,165
13,2.334,255.000,255,255,8.918,2.006,1.482,141.147,0.369,1.354,0.739,0.725,191,169
14,0.394,255.000,255,255,2.500,0.877,0.573,57.300,0.793,1.531,0.653,0.888,151,172
15,1.858,255.000,255,255,9.203,2.589,0.914,19.765,0.276,2.833,0.353,0.602,644,177
16,5.196,245.056,0,255,22.592,5.262,1.257,141.787,0.128,4.185,0.239,0.490,522,182
17,0.311,255.000,255,255,2.139,0.838,0.473,165.353,0.855,1.773,0.564,0.925,576,183
18,2.450,255.000,255,255,11.746,3.581,0.871,150.448,0.223,4.111,0.243,0.523,455,194
19,0.881,255.000,255,255,4.168,1.349,0.831,50.331,0.637,1.623,0.616,0.889,354,201
20,0.253,255.000,255,255,2.960,0.850,0.379,7.432,0.363,2.242,0.446,0.743,172,202
21,0.897,255.000,255,255,6.161,1.928,0.593,74.111,0.297,3.254,0.307,0.744,379,208
22,0.201,255.000,255,255,2.104,0.735,0.348,116.704,0.570,2.113,0.473,0.813,286,214
23,1.125,255.000,255,255,7.659,1.289,1.111,166.431,0.241,1.160,0.862,0.512,190,219
24,0.385,255.000,255,255,2.695,0.929,0.528,71.314,0.667,1.760,0.568,0.839,661,227
25,0.212,255.000,255,255,1.763,0.592,0.455,168.956,0.856,1.300,0.770,0.907,494,241
26,0.602,255.000,255,255,3.406,0.935,0.821,53.320,0.652,1.139,0.878,0.848,764,241
27,0.671,255.000,255,255,4.199,1.053,0.811,107.222,0.478,1.298,0.770,0.773,316,246
28,2.877,255.000,255,255,10.364,2.551,1.436,24.905,0.337,1.777,0.563,0.765,128,247
29,1.760,255.000,255,255,8.055,1.777,1.261,148.932,0.341,1.409,0.710,0.643,658,255
30,3.955,255.000,255,255,15.870,3.064,1.644,150.813,0.197,1.864,0.536,0.634,386,260
31,0.233,255.000,255,255,2.019,0.701,0.424,106.306,0.720,1.652,0.605,0.860,526,261
32,0.384,255.000,255,255,2.670,0.877,0.557,169.751,0.676,1.576,0.635,0.858,200,263
33,1.655,255.000,255,255,8.871,2.205,0.956,110.395,0.264,2.307,0.433,0.585,306,263
34,0.326,255.000,255,255,2.850,0.989,0.419,44.555,0.504,2.357,0.424,0.727,643,267
35,0.778,255.000,255,255,4.734,1.297,0.764,54.215,0.436,1.699,0.589,0.791,260,270
36,0.465,255.000,255,255,2.730,0.939,0.630,110.553,0.784,1.490,0.671,0.895,568,277
37,1.958,255.000,255,255,9.543,2.622,0.951,32.879,0.270,2.757,0.363,0.659,505,295
38,1.665,255.000,255,255,9.267,2.011,1.054,107.237,0.244,1.909,0.524,0.551,125,298
39,0.595,255.000,255,255,3.948,1.537,0.493,53.831,0.480,3.117,0.321,0.834,194,300
40,0.635,255.000,255,255,4.303,0.986,0.820,91.156,0.431,1.203,0.831,0.721,637,301
41,2.540,255.000,255,255,12.924,2.695,1.200,116.399,0.191,2.245,0.445,0.587,657,302
42,0.682,255.000,255,255,3.116,0.974,0.892,55.050,0.883,1.092,0.916,0.934,757,305
43,1.366,255.000,255,255,7.144,1.731,1.005,159.772,0.336,1.722,0.581,0.674,217,306
44,0.282,255.000,255,255,2.029,0.782,0.459,112.419,0.862,1.704,0.587,0.926,543,309
45,0.691,255.000,255,255,4.047,1.599,0.550,156.061,0.530,2.905,0.344,0.790,578,321
46,0.232,255.000,255,255,2.199,0.848,0.348,72.295,0.602,2.442,0.410,0.805,519,326
47,0.338,255.000,255,255,2.514,0.993,0.434,74.380,0.672,2.291,0.436,0.874,95,329
48,1.084,243.080,0,255,6.101,1.904,0.725,48.244,0.366,2.627,0.381,0.724,736,334
49,0.644,255.000,255,255,4.093,1.036,0.791,55.774,0.483,1.309,0.764,0.826,382,336
50,0.355,255.000,255,255,2.500,0.931,0.485,22.832,0.713,1.918,0.521,0.873,426,347
51,3.901,255.000,255,255,20.021,4.753,1.045,62.456,0.122,4.548,0.220,0.475,257,351
52,0.765,255.000,255,255,3.606,1.320,0.738,19.309,0.740,1.788,0.559,0.913,493,354
53,0.418,255.000,255,255,2.489,0.905,0.588,77.474,0.847,1.541,0.649,0.915,512,355
54,0.830,255.000,255,255,4.564,1.393,0.759,34.375,0.501,1.836,0.545,0.838,182,361
55,0.449,255.000,255,255,4.008,0.991,0.577,47.435,0.351,1.718,0.582,0.785,434,361
56,8.390,255.000,255,255,22.807,6.633,1.610,114.417,0.203,4.118,0.243,0.659,741,372
57,1.402,233.942,0,255,5.049,1.515,1.178,112.017,0.691,1.286,0.777,0.883,194,375
58,0.532,255.000,255,255,4.755,1.365,0.496,78.814,0.296,2.749,0.364,0.587,308,378
59,6.130,255.000,255,255,24.817,4.462,1.749,116.046,0.125,2.551,0.392,0.473,116,380
60,0.356,255.000,255,255,3.176,1.145,0.396,8.599,0.444,2.888,0.346,0.726,409,389
61,0.232,255.000,255,255,1.944,0.705,0.419,60.357,0.770,1.683,0.594,0.886,332,391
62,0.364,255.000,255,255,3.031,0.917,0.505,80.579,0.497,1.815,0.551,0.810,278,398
63,0.854,255.000,255,255,4.964,1.985,0.548,162.380,0.435,3.622,0.276,0.807,157,401
64,0.961,255.000,255,255,6.298,2.266,0.540,52.650,0.304,4.199,0.238,0.634,358,423
65,0.867,255.000,255,255,4.504,1.193,0.925,133.726,0.537,1.290,0.775,0.773,451,425
66,0.204,255.000,255,255,2.149,0.641,0.406,81.965,0.556,1.578,0.634,0.799,505,435
67,2.023,255.000,255,255,9.188,2.459,1.047,131.962,0.301,2.348,0.426,0.745,390,441
