 ,Area,Mean,Min,Max,Perim.,Major,Minor,Angle,Circ.,AR,Round,Solidity,XStart,YStart
1,1.245,255.000,255,255,7.364,2.439,0.650,91.422,0.288,3.753,0.266,0.679,447,65
2,1.357,255.000,255,255,8.665,1.822,0.948,167.826,0.227,1.921,0.521,0.603,261,84
3,2.638,247.654,0,255,11.885,1.956,1.717,104.168,0.235,1.139,0.878,0.536,375,85
4,0.253,255.000,255,255,2.535,0.992,0.325,62.757,0.495,3.054,0.327,0.747,431,110
5,0.812,255.000,255,255,5.676,1.744,0.593,85.621,0.317,2.942,0.340,0.701,256,111
6,0.915,255.000,255,255,5.696,1.283,0.908,158.842,0.355,1.413,0.708,0.725,496,123
7,0.852,255.000,255,255,5.446,1.607,0.675,7.457,0.361,2.380,0.420,0.753,196,127
8,0.376,255.000,255,255,2.575,1.014,0.473,68.784,0.713,2.145,0.466,0.902,418,151
9,1.471,255.000,255,255,8.736,2.180,0.859,91.416,0.242,2.537,0.394,0.512,245,163
10,1.561,255.000,255,255,7.584,1.620,1.227,115.320,0.341,1.320,0.757,0.748,132,164
11,2.634,255.000,255,255,11.866,3.049,1.100,7.565,0.235,2.772,0.361,0.621,567,173
12,0.726,255.000,255,255,4.433,1.309,0.706,148.020,0.464,1.855,0.539,0.741,355,181
13,0.384,255.000,255,255,2.585,0.862,0.567,86.174,0.721,1.521,0.657,0.860,662,185
14,0.689,255.000,255,255,3.898,1.318,0.666,27.887,0.570,1.978,0.505,0.818,445,196
15,0.253,255.000,255,255,1.979,0.724,0.445,168.515,0.813,1.627,0.614,0.900,479,199
16,0.210,255.000,255,255,1.859,0.693,0.385,52.315,0.763,1.799,0.556,0.838,344,208
17,0.295,255.000,255,255,3.161,1.322,0.284,153.317,0.371,4.651,0.215,0.736,93,215
18,2.102,255.000,255,255,12.323,1.885,1.420,178.598,0.174,1.327,0.754,0.530,606,218
19,1.071,255.000,255,255,7.819,1.710,0.798,117.055,0.220,2.144,0.466,0.523,534,224
20,0.232,255.000,255,255,2.149,0.628,0.470,21.288,0.630,1.337,0.748,0.823,390,225
21,0.306,255.000,255,255,2.500,0.896,0.434,89.466,0.615,2.063,0.485,0.826,679,228
22,0.291,255.000,255,255,2.054,0.713,0.520,21.231,0.868,1.371,0.729,0.897,210,233
23,0.564,255.000,255,255,3.657,1.135,0.633,125.589,0.530,1.791,0.558,0.786,126,238
24,0.525,255.000,255,255,3.286,1.136,0.588,153.263,0.611,1.930,0.518,0.802,79,242
25,0.753,255.000,255,255,5.300,1.501,0.639,128.566,0.337,2.351,0.425,0.683,394,242
26,0.375,255.000,255,255,4.043,1.147,0.416,0.116,0.288,2.759,0.362,0.625,750,246
27,0.769,255.000,255,255,6.041,1.559,0.628,20.188,0.265,2.481,0.403,0.661,320,247
28,0.224,255.000,255,255,2.174,0.826,0.346,30.044,0.596,2.386,0.419,0.827,115,250
29,0.548,255.000,255,255,4.008,0.904,0.772,23.481,0.429,1.172,0.853,0.738,181,257
30,0.228,255.000,255,255,1.788,0.596,0.487,149.043,0.896,1.225,0.816,0.920,455,267
31,0.660,255.000,255,255,3.381,1.107,0.760,80.983,0.726,1.457,0.686,0.865,443,269
32,0.311,255.000,255,255,3.672,1.431,0.277,160.541,0.290,5.168,0.194,0.653,572,270
33,0.210,255.000,255,255,1.763,0.607,0.440,164.030,0.848,1.379,0.725,0.903,410,287
34,0.791,255.000,255,255,4.253,1.213,0.830,179.486,0.549,1.462,0.684,0.784,724,290
35,0.441,255.000,255,255,2.896,0.910,0.617,10.616,0.661,1.474,0.678,0.873,464,293
36,0.429,255.000,255,255,3.502,1.299,0.420,41.767,0.439,3.091,0.324,0.716,90,296
37,0.982,255.000,255,255,6.332,1.921,0.651,143.616,0.308,2.951,0.339,0.605,546,297
38,0.203,255.000,255,255,1.834,0.566,0.456,20.452,0.757,1.243,0.804,0.842,517,299
39,1.417,255.000,255,255,7.680,1.674,1.078,109.466,0.302,1.553,0.644,0.620,601,299
40,0.407,255.000,255,255,2.645,0.869,0.596,117.417,0.731,1.459,0.686,0.849,492,300
41,0.867,255.000,255,255,5.726,1.480,0.745,18.228,0.332,1.986,0.504,0.665,179,301
42,0.277,255.000,255,255,2.649,1.015,0.347,179.504,0.496,2.920,0.342,0.769,377,301
43,0.277,255.000,255,255,2.184,0.780,0.452,36.947,0.729,1.726,0.579,0.841,55,303
44,0.959,255.000,255,255,5.931,1.784,0.684,72.544,0.343,2.607,0.384,0.637,278,322
45,0.375,255.000,255,255,3.151,1.126,0.423,5.874,0.474,2.660,0.376,0.716,100,328
46,0.224,255.000,255,255,1.969,0.626,0.456,90.832,0.727,1.373,0.728,0.846,379,341
47,0.403,255.000,255,255,2.896,0.849,0.605,63.138,0.605,1.402,0.713,0.824,81,357
48,0.807,255.000,255,255,5.666,1.707,0.602,29.764,0.316,2.835,0.353,0.669,423,362
49,0.322,255.000,255,255,2.475,0.908,0.452,20.202,0.661,2.009,0.498,0.846,53,364
50,0.805,255.000,255,255,5.786,1.133,0.905,174.437,0.302,1.252,0.799,0.643,196,370
51,0.595,255.000,255,255,2.861,0.989,0.767,123.634,0.914,1.290,0.775,0.939,302,373
52,0.331,255.000,255,255,2.815,1.004,0.420,140.126,0.525,2.393,0.418,0.723,61,375
53,0.313,255.000,255,255,2.840,1.206,0.331,104.330,0.488,3.648,0.274,0.772,195,413
54,0.241,255.000,255,255,2.099,0.650,0.471,3.644,0.686,1.379,0.725,0.826,173,419
55,0.212,255.000,255,255,1.714,0.571,0.472,23.268,0.906,1.208,0.828,0.900,390,421
56,1.304,255.000,255,255,5.580,1.724,0.963,114.647,0.526,1.790,0.559,0.828,454,429
57,1.299,255.000,255,255,6.792,1.992,0.830,42.054,0.354,2.400,0.417,0.672,122,430
58,1.536,255.000,255,255,7.184,1.688,1.159,10.239,0.374,1.457,0.686,0.684,355,439
59,0.253,255.000,255,255,2.545,0.849,0.380,60.439,0.491,2.234,0.448,0.784,81,451
60,0.210,255.000,255,255,2.280,0.947,0.282,26.626,0.507,3.355,0.298,0.814,296,454
61,0.890,255.000,255,255,6.703,2.113,0.536,114.576,0.249,3.940,0.254,0.653,382,465
62,0.248,255.000,255,255,2.334,0.777,0.406,113.760,0.572,1.914,0.522,0.781,131,470
63,0.232,255.000,255,255,2.274,0.851,0.346,73.171,0.563,2.459,0.407,0.805,125,486
64,0.309,255.000,255,255,2.595,0.983,0.401,30.113,0.577,2.455,0.407,0.807,278,497
65,1.167,255.000,255,255,6.663,2.075,0.716,48.337,0.330,2.898,0.345,0.692,249,499
66,1.348,255.000,255,255,5.651,1.882,0.912,41.601,0.530,2.063,0.485,0.820,148,504
67,0.467,255.000,255,255,2.971,0.854,0.696,70.770,0.665,1.226,0.815,0.890,207,508
68,0.237,255.000,255,255,2.330,0.837,0.360,94.823,0.549,2.322,0.431,0.773,101,513
69,0.490,255.000,255,255,3.431,1.207,0.517,98.892,0.523,2.335,0.428,0.824,365,513
70,1.768,255.000,255,255,8.726,2.318,0.971,141.729,0.292,2.388,0.419,0.659,73,523
71,0.250,255.000,255,255,2.715,1.120,0.284,61.223,0.425,3.943,0.254,0.736,698,539
72,1.639,255.000,255,255,7.700,2.342,0.891,59.673,0.347,2.628,0.380,0.721,185,565
73,0.213,255.000,255,255,2.500,0.857,0.317,36.991,0.429,2.700,0.370,0.704,690,569
74,0.324,255.000,255,255,2.355,0.768,0.537,84.378,0.734,1.430,0.699,0.877,471,584
75,0.505,255.000,255,255,4.309,1.576,0.408,46.690,0.342,3.862,0.259,0.663,664,590
76,0.436,255.000,255,255,3.116,1.036,0.536,96.791,0.564,1.933,0.517,0.810,207,597
77,0.680,255.000,255,255,3.852,1.147,0.755,40.990,0.576,1.518,0.659,0.813,130,604
78,0.322,255.000,255,255,3.442,0.804,0.510,122.407,0.342,1.578,0.634,0.740,544,617
79,7.968,255.000,255,255,33.240,5.551,1.828,41.779,0.091,3.037,0.329,0.365,561,636
80,1.717,255.000,255,255,7.338,2.950,0.741,101.491,0.401,3.981,0.251,0.769,215,638
81,1.844,255.000,255,255,10.760,2.231,1.052,60.415,0.200,2.120,0.472,0.545,128,653
82,0.548,255.000,255,255,3.126,1.018,0.686,65.521,0.705,1.484,0.674,0.827,181,700
83,0.682,255.000,255,255,4.298,1.764,0.492,71.183,0.464,3.583,0.279,0.799,155,715
84,0.478,255.000,255,255,2.570,0.901,0.675,152.268,0.909,1.334,0.750,0.931,249,716
85,0.233,255.000,255,255,1.944,0.695,0.428,67.711,0.776,1.624,0.616,0.869,128,724
86,0.948,255.000,255,255,4.363,1.110,1.087,177.119,0.626,1.021,0.979,0.877,284,729
87,0.204,255.000,255,255,1.859,0.629,0.414,103.834,0.744,1.518,0.659,0.850,221,732
88,0.394,255.000,255,255,2.865,1.150,0.437,108.116,0.604,2.633,0.380,0.845,129,750
89,1.565,255.000,255,255,7.429,2.269,0.878,38.239,0.356,2.585,0.387,0.698,187,753
90,4.080,255.000,255,255,12.518,4.546,1.143,178.320,0.327,3.978,0.251,0.775,355,756
91,1.158,255.000,255,255,6.597,1.852,0.796,43.778,0.334,2.328,0.430,0.622,353,785
