 ,Label,Area,Perim.,Major,Minor,Angle,Circ.,AR,Round,Solidity,XStart,YStart
1,0X_04_largestArea.tif,0.248,2.645,1.130,0.279,40.726,0.445,4.047,0.247,0.731,191,77
2,0X_04_largestArea.tif,0.729,6.844,2.951,0.315,57.326,0.196,9.379,0.107,0.587,170,99
3,0X_04_largestArea.tif,0.130,1.317,0.433,0.383,90.000,0.943,1.128,0.886,0.911,118,175
4,0X_04_largestArea.tif,1.413,10.263,2.614,0.688,103.474,0.169,3.798,0.263,0.427,140,175
5,0X_04_largestArea.tif,0.262,1.863,0.632,0.529,165.808,0.950,1.196,0.836,0.948,81,187
6,0X_04_largestArea.tif,8.551,20.291,4.943,2.203,130.306,0.261,2.244,0.446,0.754,99,209
7,0X_04_largestArea.tif,0.109,1.232,0.462,0.299,26.530,0.898,1.547,0.647,0.902,164,228
8,0X_04_largestArea.tif,0.726,5.220,2.013,0.459,151.050,0.335,4.385,0.228,0.697,113,234
9,0X_04_largestArea.tif,2.817,15.924,2.148,1.670,49.277,0.140,1.286,0.777,0.392,179,261
10,0X_04_largestArea.tif,0.054,0.832,0.286,0.241,168.460,0.986,1.186,0.843,0.857,204,277
11,0X_04_largestArea.tif,0.040,0.712,0.256,0.198,105.417,0.988,1.289,0.776,0.863,78,286
12,0X_04_largestArea.tif,0.834,5.962,2.528,0.420,126.620,0.295,6.018,0.166,0.699,225,292
13,0X_04_largestArea.tif,0.103,1.232,0.465,0.283,89.103,0.853,1.644,0.608,0.884,97,309
14,0X_04_largestArea.tif,0.659,5.987,1.580,0.531,68.699,0.231,2.977,0.336,0.509,146,309
15,0X_04_largestArea.tif,0.087,1.133,0.452,0.244,122.399,0.851,1.850,0.541,0.850,77,313
16,0X_04_largestArea.tif,0.110,1.243,0.481,0.292,28.544,0.898,1.649,0.606,0.897,195,318
17,0X_04_largestArea.tif,0.072,0.977,0.328,0.281,64.547,0.953,1.170,0.855,0.870,107,321
18,0X_04_largestArea.tif,0.085,1.037,0.364,0.298,140.051,0.993,1.223,0.818,0.887,269,343
19,0X_04_largestArea.tif,0.067,0.942,0.330,0.258,128.056,0.948,1.280,0.781,0.881,235,351
20,0X_04_largestArea.tif,0.552,4.193,1.417,0.496,7.208,0.394,2.857,0.350,0.637,250,359
21,0X_04_largestArea.tif,0.056,0.867,0.277,0.258,134.998,0.937,1.071,0.934,0.816,237,381
22,0X_04_largestArea.tif,9.774,62.845,4.850,2.566,177.367,0.031,1.890,0.529,0.362,267,381
23,0X_04_largestArea.tif,0.098,1.122,0.417,0.298,151.229,0.975,1.398,0.715,0.900,347,398
24,0X_04_largestArea.tif,0.324,2.977,1.394,0.296,38.209,0.459,4.711,0.212,0.775,213,410
25,0X_04_largestArea.tif,0.405,3.211,1.261,0.409,44.971,0.494,3.080,0.325,0.728,346,427
26,0X_04_largestArea.tif,10.718,64.026,6.815,2.003,171.952,0.033,3.403,0.294,0.286,365,427
27,0X_04_largestArea.tif,0.168,1.774,0.766,0.280,50.929,0.672,2.735,0.366,0.873,603,428
28,0X_04_largestArea.tif,0.203,1.643,0.559,0.462,177.489,0.943,1.211,0.826,0.922,321,434
29,0X_04_largestArea.tif,0.134,1.518,0.613,0.278,46.221,0.730,2.207,0.453,0.822,586,436
30,0X_04_largestArea.tif,0.183,1.643,0.586,0.397,36.824,0.851,1.474,0.679,0.902,305,449
31,0X_04_largestArea.tif,0.069,0.977,0.387,0.226,121.431,0.905,1.715,0.583,0.874,396,450
32,0X_04_largestArea.tif,0.304,2.114,0.761,0.509,175.414,0.855,1.497,0.668,0.916,538,482
33,0X_04_largestArea.tif,0.047,0.797,0.283,0.212,6.028,0.932,1.333,0.750,0.881,414,502
34,0X_04_largestArea.tif,0.255,2.074,0.844,0.385,128.712,0.745,2.193,0.456,0.876,337,506
35,0X_04_largestArea.tif,0.125,1.494,0.636,0.250,44.442,0.703,2.546,0.393,0.852,538,506
36,0X_04_largestArea.tif,0.201,1.703,0.655,0.390,69.669,0.870,1.679,0.596,0.917,444,515
37,0X_04_largestArea.tif,0.069,1.041,0.462,0.189,7.995E-15,0.796,2.443,0.409,0.974,422,528
