 ,Label,Area,Perim.,Major,Minor,Angle,Circ.,AR,Round,Solidity,XStart,YStart
1,0X_31_largestArea.tif,2.131,16.694,3.273,0.829,77.629,0.096,3.947,0.253,0.418,154,38
2,0X_31_largestArea.tif,5.229,23.769,5.669,1.174,90.410,0.116,4.828,0.207,0.526,176,75
3,0X_31_largestArea.tif,0.740,5.488,2.629,0.358,97.751,0.309,7.333,0.136,0.839,145,153
4,0X_31_largestArea.tif,0.478,3.135,1.381,0.440,96.753,0.611,3.137,0.319,0.887,207,181
5,0X_31_largestArea.tif,0.040,0.712,0.256,0.198,105.417,0.988,1.289,0.776,0.863,155,215
6,0X_31_largestArea.tif,0.038,0.712,0.239,0.202,78.690,0.943,1.183,0.846,0.857,150,230
7,0X_31_largestArea.tif,0.067,0.952,0.355,0.240,125.073,0.928,1.478,0.677,0.860,183,233
8,0X_31_largestArea.tif,0.085,1.172,0.475,0.228,92.826,0.778,2.080,0.481,0.855,189,245
9,0X_31_largestArea.tif,8.017,31.548,4.644,2.198,94.788,0.101,2.113,0.473,0.570,167,259
10,0X_31_largestArea.tif,0.107,1.207,0.429,0.317,71.031,0.920,1.353,0.739,0.894,206,301
11,0X_31_largestArea.tif,0.223,2.774,1.328,0.213,93.681,0.363,6.225,0.161,0.776,93,305
12,0X_31_largestArea.tif,0.152,1.473,0.498,0.388,124.164,0.880,1.283,0.780,0.884,219,311
13,0X_31_largestArea.tif,0.362,2.921,1.289,0.357,61.192,0.533,3.605,0.277,0.802,219,330
14,0X_31_largestArea.tif,4.418,29.639,4.069,1.382,96.724,0.063,2.943,0.340,0.300,100,353
15,0X_31_largestArea.tif,0.156,1.413,0.471,0.421,178.857,0.980,1.119,0.894,0.915,198,356
16,0X_31_largestArea.tif,0.203,2.243,1.098,0.235,90.917,0.506,4.673,0.214,0.970,165,368
17,0X_31_largestArea.tif,0.213,1.933,0.716,0.380,101.985,0.718,1.886,0.530,0.871,99,398
18,0X_31_largestArea.tif,0.157,1.473,0.525,0.381,90.000,0.912,1.377,0.726,0.916,262,419
19,0X_31_largestArea.tif,0.270,2.064,0.825,0.416,58.719,0.795,1.985,0.504,0.914,117,422
20,0X_31_largestArea.tif,8.435,31.918,6.508,1.650,82.709,0.104,3.944,0.254,0.490,229,428
21,0X_31_largestArea.tif,0.226,1.823,0.665,0.433,73.917,0.855,1.538,0.650,0.906,100,477
22,0X_31_largestArea.tif,1.277,10.290,3.750,0.434,92.124,0.152,8.648,0.116,0.472,128,548
23,0X_31_largestArea.tif,0.185,1.884,0.769,0.306,111.477,0.654,2.517,0.397,0.864,162,550
24,0X_31_largestArea.tif,0.259,2.359,0.986,0.334,85.993,0.584,2.949,0.339,0.856,170,574
25,0X_31_largestArea.tif,0.566,5.114,1.859,0.388,108.154,0.272,4.792,0.209,0.562,169,603
26,0X_31_largestArea.tif,0.906,8.147,3.077,0.375,94.955,0.172,8.204,0.122,0.530,119,612
27,0X_31_largestArea.tif,7.413,32.278,3.879,2.433,69.277,0.089,1.594,0.627,0.479,184,621
