 ,Label,Area,Perim.,Major,Minor,Angle,Circ.,AR,Round,Solidity,XStart,YStart
1,0X_13_largestArea.tif,15.771,72.145,8.647,2.322,85.427,0.038,3.724,0.269,0.267,197,68
2,0X_13_largestArea.tif,0.052,0.832,0.295,0.227,62.443,0.953,1.299,0.770,0.853,160,75
3,0X_13_largestArea.tif,0.148,1.423,0.482,0.392,49.451,0.921,1.229,0.814,0.882,274,155
4,0X_13_largestArea.tif,0.557,4.006,1.800,0.394,95.719,0.436,4.567,0.219,0.839,239,157
5,0X_13_largestArea.tif,0.751,5.041,2.376,0.402,145.554,0.371,5.907,0.169,0.848,58,159
6,0X_13_largestArea.tif,1.561,11.055,3.402,0.584,57.849,0.161,5.822,0.172,0.442,264,178
7,0X_13_largestArea.tif,0.299,2.429,1.018,0.373,166.249,0.636,2.727,0.367,0.866,111,193
8,0X_13_largestArea.tif,0.270,2.263,0.968,0.355,95.742,0.661,2.731,0.366,0.946,259,231
9,0X_13_largestArea.tif,0.365,3.425,1.511,0.308,84.067,0.391,4.904,0.204,0.792,296,252
10,0X_13_largestArea.tif,0.872,4.715,2.092,0.531,49.647,0.493,3.942,0.254,0.890,265,258
11,0X_13_largestArea.tif,7.159,23.727,4.773,1.910,60.003,0.160,2.499,0.400,0.678,318,261
12,0X_13_largestArea.tif,0.100,1.207,0.453,0.280,10.693,0.858,1.618,0.618,0.880,216,294
13,0X_13_largestArea.tif,1.292,7.701,2.364,0.696,8.485,0.274,3.396,0.294,0.616,107,299
14,0X_13_largestArea.tif,0.221,1.958,0.802,0.350,75.328,0.723,2.290,0.437,0.891,200,302
15,0X_13_largestArea.tif,0.668,3.566,1.377,0.617,69.652,0.660,2.230,0.448,0.875,221,308
16,0X_13_largestArea.tif,0.722,5.220,1.521,0.604,163.325,0.333,2.519,0.397,0.625,136,315
17,0X_13_largestArea.tif,0.601,3.307,1.350,0.567,130.784,0.690,2.382,0.420,0.875,165,364
18,0X_13_largestArea.tif,0.043,0.747,0.246,0.224,154.598,0.978,1.098,0.911,0.828,218,367
19,0X_13_largestArea.tif,0.914,5.566,1.238,0.940,163.760,0.371,1.317,0.759,0.690,202,380
20,0X_13_largestArea.tif,0.074,1.037,0.375,0.252,35.876,0.866,1.492,0.670,0.854,245,387
21,0X_13_largestArea.tif,0.613,4.377,1.789,0.437,78.421,0.402,4.097,0.244,0.705,227,389
22,0X_13_largestArea.tif,0.420,3.116,1.105,0.484,24.965,0.543,2.285,0.438,0.740,267,391
23,0X_13_largestArea.tif,0.147,1.508,0.550,0.339,43.018,0.810,1.624,0.616,0.871,241,419
