 ,Label,Area,Perim.,Major,Minor,Angle,Circ.,AR,Round,Solidity,XStart,YStart
1,0X_01_largestArea.tif,4.018,25.784,3.252,1.573,57.615,0.076,2.067,0.484,0.380,365,66
2,0X_01_largestArea.tif,0.436,4.137,1.514,0.367,75.030,0.320,4.131,0.242,0.606,356,102
3,0X_01_largestArea.tif,0.063,0.987,0.419,0.192,41.296,0.816,2.178,0.459,0.843,307,115
4,0X_01_largestArea.tif,0.847,5.877,2.382,0.453,35.192,0.308,5.261,0.190,0.741,292,126
5,0X_01_largestArea.tif,0.134,1.328,0.414,0.412,0.000,0.954,1.006,0.994,0.892,291,143
6,0X_01_largestArea.tif,3.740,24.621,3.501,1.360,81.466,0.078,2.573,0.389,0.363,362,153
7,0X_01_largestArea.tif,0.094,1.147,0.416,0.288,170.961,0.898,1.448,0.691,0.881,239,171
8,0X_01_largestArea.tif,0.085,1.268,0.525,0.206,113.326,0.665,2.547,0.393,0.832,368,182
9,0X_01_largestArea.tif,0.351,2.971,1.222,0.366,64.192,0.500,3.339,0.299,0.761,292,183
10,0X_01_largestArea.tif,0.103,1.207,0.479,0.274,43.487,0.889,1.747,0.573,0.905,251,190
11,0X_01_largestArea.tif,0.438,3.491,1.433,0.389,61.791,0.451,3.683,0.272,0.745,386,197
12,0X_01_largestArea.tif,0.407,4.313,0.977,0.531,56.827,0.275,1.840,0.543,0.529,231,205
13,0X_01_largestArea.tif,0.152,1.604,0.625,0.309,48.175,0.743,2.020,0.495,0.857,292,233
14,0X_01_largestArea.tif,2.980,18.465,3.952,0.960,57.937,0.110,4.117,0.243,0.365,237,243
15,0X_01_largestArea.tif,0.138,1.438,0.464,0.377,123.884,0.836,1.229,0.814,0.879,258,249
16,0X_01_largestArea.tif,0.253,2.214,0.957,0.337,99.013,0.650,2.840,0.352,0.881,366,270
17,0X_01_largestArea.tif,0.083,1.207,0.487,0.218,69.074,0.717,2.236,0.447,0.844,342,275
18,0X_01_largestArea.tif,1.151,9.346,2.169,0.675,76.754,0.166,3.212,0.311,0.389,337,294
19,0X_01_largestArea.tif,0.076,1.012,0.357,0.271,45.001,0.932,1.319,0.758,0.857,315,298
20,0X_01_largestArea.tif,0.194,1.809,0.735,0.336,51.813,0.743,2.189,0.457,0.870,226,302
21,0X_01_largestArea.tif,0.159,1.608,0.581,0.349,95.273,0.774,1.665,0.601,0.893,293,306
22,0X_01_largestArea.tif,0.217,2.479,1.000,0.276,83.860,0.444,3.619,0.276,0.738,283,318
23,0X_01_largestArea.tif,0.047,0.782,0.266,0.226,150.350,0.967,1.178,0.849,0.812,306,325
24,0X_01_largestArea.tif,0.040,0.747,0.259,0.195,45.000,0.897,1.328,0.753,0.800,272,330
25,0X_01_largestArea.tif,0.087,1.257,0.547,0.202,72.306,0.690,2.704,0.370,0.873,170,331
26,0X_01_largestArea.tif,0.105,1.147,0.390,0.343,118.103,1.000,1.138,0.878,0.913,139,338
27,0X_01_largestArea.tif,0.116,1.278,0.457,0.323,159.956,0.891,1.414,0.707,0.865,245,344
28,0X_01_largestArea.tif,6.416,46.816,5.108,1.599,61.796,0.037,3.194,0.313,0.423,170,364
29,0X_01_largestArea.tif,0.025,0.566,0.191,0.169,41.437,0.993,1.127,0.887,0.824,154,368
30,0X_01_largestArea.tif,0.156,1.533,0.595,0.333,62.058,0.832,1.786,0.560,0.891,185,418
31,0X_01_largestArea.tif,0.248,2.299,0.880,0.359,97.050,0.589,2.454,0.408,0.806,205,419
32,0X_01_largestArea.tif,0.271,1.898,0.617,0.560,71.042,0.946,1.103,0.907,0.938,229,430
33,0X_01_largestArea.tif,0.208,1.714,0.619,0.428,48.498,0.891,1.446,0.692,0.906,187,436
34,0X_01_largestArea.tif,0.058,0.952,0.393,0.188,31.084,0.803,2.092,0.478,0.831,104,479
