 ,Label,Area,Perim.,Major,Minor,Angle,Circ.,AR,Round,Solidity,XStart,YStart
1,0X_55_largestArea.tif,0.114,1.458,0.594,0.244,131.681,0.674,2.433,0.411,0.768,246,69
2,0X_55_largestArea.tif,0.212,1.678,0.570,0.473,58.557,0.944,1.205,0.830,0.914,222,76
3,0X_55_largestArea.tif,0.764,5.145,2.247,0.433,27.607,0.362,5.194,0.193,0.725,189,81
4,0X_55_largestArea.tif,0.156,1.473,0.532,0.372,124.984,0.901,1.429,0.700,0.901,258,82
5,0X_55_largestArea.tif,0.521,3.155,1.282,0.517,109.401,0.658,2.478,0.403,0.910,246,92
6,0X_55_largestArea.tif,0.271,2.309,0.986,0.351,5.062,0.640,2.811,0.356,0.870,269,99
7,0X_55_largestArea.tif,0.226,1.919,0.734,0.392,142.113,0.772,1.871,0.534,0.865,182,105
8,0X_55_largestArea.tif,0.964,4.649,1.793,0.685,113.216,0.561,2.619,0.382,0.849,292,110
9,0X_55_largestArea.tif,0.148,1.463,0.596,0.317,93.151,0.872,1.878,0.533,0.932,161,113
10,0X_55_largestArea.tif,0.121,1.278,0.420,0.367,0.000,0.933,1.144,0.874,0.870,353,119
11,0X_55_largestArea.tif,0.071,1.037,0.402,0.223,156.867,0.824,1.801,0.555,0.812,380,128
12,0X_55_largestArea.tif,2.936,16.225,2.944,1.270,152.631,0.140,2.317,0.432,0.435,319,129
13,0X_55_largestArea.tif,4.183,27.325,3.874,1.375,41.270,0.070,2.818,0.355,0.402,180,131
14,0X_55_largestArea.tif,0.693,5.323,1.566,0.563,90.520,0.307,2.779,0.360,0.655,261,150
15,0X_55_largestArea.tif,0.597,3.697,1.600,0.475,114.166,0.549,3.369,0.297,0.831,274,152
16,0X_55_largestArea.tif,0.197,1.668,0.594,0.423,66.090,0.891,1.406,0.711,0.912,239,167
17,0X_55_largestArea.tif,0.056,0.867,0.277,0.258,134.998,0.937,1.071,0.934,0.816,308,174
18,0X_55_largestArea.tif,0.141,1.377,0.466,0.386,100.250,0.935,1.207,0.829,0.912,301,181
19,0X_55_largestArea.tif,0.271,2.239,0.967,0.357,88.853,0.681,2.705,0.370,0.923,315,184
20,0X_55_largestArea.tif,0.076,1.012,0.350,0.276,91.416,0.932,1.269,0.788,0.866,339,191
21,0X_55_largestArea.tif,2.493,14.391,2.274,1.396,2.422,0.151,1.629,0.614,0.432,370,199
22,0X_55_largestArea.tif,0.678,3.973,1.220,0.708,16.031,0.540,1.723,0.580,0.758,341,206
23,0X_55_largestArea.tif,0.156,1.728,0.675,0.294,174.282,0.655,2.298,0.435,0.847,437,219
24,0X_55_largestArea.tif,0.631,4.452,2.040,0.394,108.482,0.400,5.174,0.193,0.787,419,220
25,0X_55_largestArea.tif,0.157,1.438,0.458,0.438,14.331,0.957,1.045,0.957,0.921,461,223
26,0X_55_largestArea.tif,0.089,1.097,0.354,0.318,69.033,0.925,1.113,0.898,0.852,439,232
27,0X_55_largestArea.tif,0.194,1.593,0.574,0.429,135.292,0.958,1.339,0.747,0.918,492,237
28,0X_55_largestArea.tif,1.867,9.142,3.014,0.789,138.999,0.281,3.820,0.262,0.673,509,244
29,0X_55_largestArea.tif,0.420,3.056,1.124,0.476,14.110,0.565,2.363,0.423,0.776,469,249
30,0X_55_largestArea.tif,1.228,7.898,2.039,0.767,156.295,0.247,2.659,0.376,0.527,483,262
31,0X_55_largestArea.tif,0.577,4.328,1.808,0.406,7.121,0.387,4.448,0.225,0.758,452,265
32,0X_55_largestArea.tif,0.760,4.639,1.355,0.714,18.462,0.444,1.897,0.527,0.717,401,272
33,0X_55_largestArea.tif,0.132,1.328,0.452,0.372,161.837,0.942,1.215,0.823,0.890,519,289
34,0X_55_largestArea.tif,0.762,4.188,1.744,0.556,130.794,0.546,3.135,0.319,0.785,163,290
35,0X_55_largestArea.tif,0.071,1.012,0.428,0.210,141.257,0.865,2.038,0.491,0.867,603,299
36,0X_55_largestArea.tif,0.812,5.979,2.409,0.429,10.135,0.286,5.612,0.178,0.653,410,308
37,0X_55_largestArea.tif,0.347,2.444,0.995,0.444,10.863,0.731,2.240,0.446,0.934,325,317
38,0X_55_largestArea.tif,1.019,6.575,2.922,0.444,175.946,0.296,6.583,0.152,0.702,187,332
