 ,# Branches,# Junctions,# End-point voxels,# Junction voxels,# Slab voxels,Average Branch Length,# Triple points,# Quadruple points,Maximum Branch Length
1,3,1,3,1,21,0.387,1,0,0.581
2,3,1,3,3,9,0.228,1,0,0.351
3,10,4,7,11,191,1.035,3,1,2.635
4,3,1,3,1,13,0.274,1,0,0.453
5,3,1,3,1,82,1.434,1,0,2.359
6,1,0,2,0,47,2.288,0,0,2.288
7,1,0,2,0,5,0.326,0,0,0.326
8,1,0,2,0,35,1.707,0,0,1.707
9,1,0,2,0,8,0.436,0,0,0.436
10,1,0,2,0,19,0.939,0,0,0.939
11,3,1,3,1,78,1.389,1,0,2.079
12,11,5,7,7,245,1.193,5,0,2.567
13,3,1,3,1,26,0.470,1,0,0.538
14,1,0,2,0,4,0.266,0,0,0.266
15,0,0,1,0,0,0.000,0,0,0.000
16,0,0,1,0,0,0.000,0,0,0.000
17,3,1,3,3,36,0.669,1,0,1.130
18,9,4,6,8,137,0.830,4,0,3.045
19,1,0,2,0,40,1.973,0,0,1.973
20,1,0,2,0,11,0.651,0,0,0.651
21,1,0,2,0,6,0.333,0,0,0.333
22,1,0,2,0,9,0.584,0,0,0.584
23,3,1,3,1,74,1.274,1,0,3.248
24,3,1,3,3,74,1.314,1,0,3.208
25,1,0,2,0,4,0.230,0,0,0.230
26,3,1,3,3,19,0.393,1,0,0.701
27,1,0,2,0,0,0.043,0,0,0.043
28,3,1,3,3,41,0.793,1,0,1.225
29,1,0,2,0,31,1.590,0,0,1.590
30,1,0,2,0,0,0.060,0,0,0.060
31,1,0,2,0,8,0.400,0,0,0.400
32,1,0,2,0,13,0.789,0,0,0.789
33,12,6,6,10,241,1.053,6,0,2.629
34,3,1,3,1,40,0.774,1,0,1.080
35,1,0,2,0,3,0.241,0,0,0.241
36,4,2,2,6,121,1.614,2,0,3.123
37,1,0,2,0,23,1.285,0,0,1.285
38,5,2,4,6,110,1.160,2,0,1.665
39,1,0,2,0,38,2.029,0,0,2.029
40,1,0,2,0,3,0.241,0,0,0.241
41,3,1,3,1,37,0.690,1,0,0.892
42,1,0,2,0,46,2.228,0,0,2.228
43,0,0,1,0,0,0.000,0,0,0.000
44,1,0,2,0,3,0.188,0,0,0.188
45,1,0,2,0,18,0.914,0,0,0.914
46,1,0,2,0,57,2.908,0,0,2.908
47,1,0,2,0,9,0.549,0,0,0.549
48,1,0,2,0,0,0.043,0,0,0.043
49,1,0,2,0,5,0.343,0,0,0.343
50,1,0,2,0,0,0.043,0,0,0.043
51,1,0,2,0,4,0.301,0,0,0.301
52,1,0,2,0,47,2.535,0,0,2.535
53,1,0,2,0,15,0.769,0,0,0.769
