 ,# Branches,# Junctions,# End-point voxels,# Junction voxels,# Slab voxels,Average Branch Length,# Triple points,# Quadruple points,Maximum Branch Length
1,1,0,2,0,11,0.563,0,0,0.563
2,3,1,3,1,59,1.055,1,0,1.966
3,1,0,2,0,0,0.060,0,0,0.060
4,1,0,2,0,6,0.368,0,0,0.368
5,1,0,2,0,0,0.060,0,0,0.060
6,1,0,2,0,4,0.283,0,0,0.283
7,1,0,2,0,41,2.051,0,0,2.051
8,1,0,2,0,36,1.768,0,0,1.768
9,1,0,2,0,7,0.411,0,0,0.411
10,1,0,2,0,22,1.102,0,0,1.102
11,1,0,2,0,61,3.113,0,0,3.113
12,3,1,3,1,36,0.659,1,0,1.080
13,1,0,2,0,26,1.395,0,0,1.395
14,1,0,2,0,4,0.230,0,0,0.230
15,1,0,2,0,14,0.726,0,0,0.726
16,0,0,1,0,0,0.000,0,0,0.000
17,3,1,3,3,23,0.432,1,0,0.691
18,1,0,2,0,1,0.120,0,0,0.120
19,1,0,2,0,0,0.043,0,0,0.043
20,1,0,2,0,15,0.857,0,0,0.857
21,1,0,2,0,26,1.289,0,0,1.289
22,1,0,2,0,34,1.700,0,0,1.700
23,1,0,2,0,13,0.648,0,0,0.648
24,2,1,1,1,17,0.480,1,0,0.779
25,1,0,2,0,31,1.555,0,0,1.555
26,1,0,2,0,19,1.009,0,0,1.009
27,3,1,3,3,37,0.695,1,0,0.814
28,1,0,2,0,4,0.230,0,0,0.230
29,1,0,2,0,1,0.103,0,0,0.103
30,1,0,2,0,0,0.043,0,0,0.043
31,1,0,2,0,16,0.776,0,0,0.776
32,1,0,2,0,2,0.180,0,0,0.180
33,5,2,4,4,138,1.389,2,0,1.988
34,1,0,2,0,16,0.899,0,0,0.899
35,1,0,2,0,38,1.888,0,0,1.888
36,1,0,2,0,1,0.103,0,0,0.103
37,1,0,2,0,26,1.307,0,0,1.307
38,1,0,2,0,1,0.120,0,0,0.120
39,1,0,2,0,48,2.331,0,0,2.331
40,1,0,2,0,19,0.939,0,0,0.939
41,1,0,2,0,28,1.374,0,0,1.374
42,3,1,2,4,111,1.848,0,1,2.951
43,0,0,1,0,0,0.000,0,0,0.000
44,1,0,2,0,24,1.187,0,0,1.187
45,1,0,2,0,25,1.317,0,0,1.317
46,1,0,2,0,5,0.326,0,0,0.326
47,1,0,2,0,1,0.103,0,0,0.103
