 ,Label,Area,Perim.,Major,Minor,Angle,Circ.,AR,Round,Solidity,XStart,YStart
1,6X_23_largestArea.tif,0.062,1.027,0.420,0.186,170.285,0.733,2.252,0.444,0.850,556,89
2,6X_23_largestArea.tif,0.087,1.062,0.403,0.274,155.348,0.967,1.469,0.681,0.906,572,90
3,6X_23_largestArea.tif,2.936,12.622,3.385,1.104,177.511,0.232,3.065,0.326,0.714,546,91
4,6X_23_largestArea.tif,0.262,1.969,0.728,0.459,160.197,0.851,1.585,0.631,0.906,461,111
5,6X_23_largestArea.tif,0.617,3.917,1.322,0.594,12.675,0.505,2.226,0.449,0.806,421,116
6,6X_23_largestArea.tif,0.915,4.670,1.979,0.589,43.670,0.528,3.360,0.298,0.815,518,124
7,6X_23_largestArea.tif,1.496,7.970,2.579,0.739,41.495,0.296,3.492,0.286,0.624,595,125
8,6X_23_largestArea.tif,0.483,3.280,1.472,0.418,11.826,0.564,3.521,0.284,0.864,430,133
9,6X_23_largestArea.tif,5.542,27.249,5.523,1.278,43.928,0.094,4.323,0.231,0.383,363,139
10,6X_23_largestArea.tif,0.215,1.859,0.722,0.380,41.410,0.783,1.903,0.525,0.875,577,149
11,6X_23_largestArea.tif,0.483,2.660,0.979,0.628,85.495,0.858,1.558,0.642,0.945,511,166
12,6X_23_largestArea.tif,0.622,5.290,1.138,0.697,24.657,0.279,1.633,0.612,0.550,278,174
13,6X_23_largestArea.tif,1.219,5.018,2.060,0.754,15.408,0.608,2.732,0.366,0.894,554,183
14,6X_23_largestArea.tif,0.168,1.508,0.515,0.416,57.771,0.930,1.236,0.809,0.894,316,197
15,6X_23_largestArea.tif,1.323,7.103,1.850,0.910,69.941,0.329,2.033,0.492,0.641,507,202
16,6X_23_largestArea.tif,1.451,12.495,3.962,0.466,34.253,0.117,8.498,0.118,0.488,263,208
17,6X_23_largestArea.tif,0.335,2.114,0.710,0.600,16.108,0.941,1.184,0.844,0.927,452,209
18,6X_23_largestArea.tif,0.327,2.114,0.682,0.612,94.486,0.921,1.115,0.897,0.921,245,241
19,6X_23_largestArea.tif,2.205,12.733,3.168,0.887,49.357,0.171,3.573,0.280,0.576,514,245
20,6X_23_largestArea.tif,0.072,1.087,0.437,0.211,8.420,0.770,2.074,0.482,0.879,421,252
21,6X_23_largestArea.tif,0.165,1.473,0.495,0.423,80.505,0.954,1.169,0.856,0.905,209,264
22,6X_23_largestArea.tif,0.293,2.620,0.943,0.396,1.174,0.537,2.382,0.420,0.762,196,282
23,6X_23_largestArea.tif,0.107,1.207,0.444,0.306,93.598,0.920,1.452,0.689,0.894,246,285
24,6X_23_largestArea.tif,0.094,1.087,0.381,0.314,39.468,1.000,1.215,0.823,0.912,161,287
25,6X_23_largestArea.tif,0.246,2.450,0.870,0.360,101.231,0.515,2.418,0.414,0.741,210,289
26,6X_23_largestArea.tif,2.687,11.341,2.082,1.643,5.691,0.262,1.267,0.789,0.518,292,291
27,6X_23_largestArea.tif,0.536,3.607,1.140,0.598,96.902,0.517,1.905,0.525,0.755,235,296
28,6X_23_largestArea.tif,16.267,78.969,5.800,3.571,65.165,0.033,1.624,0.616,0.261,272,296
29,6X_23_largestArea.tif,0.478,2.680,1.024,0.594,138.761,0.836,1.726,0.580,0.930,445,315
30,6X_23_largestArea.tif,0.215,1.799,0.665,0.412,53.390,0.836,1.614,0.620,0.895,193,321
31,6X_23_largestArea.tif,0.360,2.249,0.749,0.612,21.127,0.895,1.224,0.817,0.928,443,341
32,6X_23_largestArea.tif,0.215,2.054,0.821,0.334,105.358,0.641,2.459,0.407,0.859,164,351
33,6X_23_largestArea.tif,1.098,7.238,1.713,0.816,59.427,0.263,2.099,0.476,0.539,150,353
34,6X_23_largestArea.tif,0.257,1.909,0.644,0.508,127.010,0.886,1.267,0.789,0.907,220,374
35,6X_23_largestArea.tif,0.266,2.425,0.921,0.368,144.277,0.568,2.506,0.399,0.819,173,380
36,6X_23_largestArea.tif,0.116,1.498,0.586,0.252,104.632,0.649,2.329,0.429,0.790,108,386
37,6X_23_largestArea.tif,3.271,15.708,2.777,1.500,13.942,0.167,1.851,0.540,0.522,82,398
38,6X_23_largestArea.tif,0.029,0.566,0.218,0.169,4.837,1.000,1.292,0.774,0.889,389,410
39,6X_23_largestArea.tif,0.188,1.628,0.651,0.368,33.930,0.892,1.769,0.565,0.916,381,422
40,6X_23_largestArea.tif,0.270,1.994,0.679,0.505,122.300,0.852,1.344,0.744,0.900,228,425
41,6X_23_largestArea.tif,0.141,1.753,0.758,0.237,67.362,0.577,3.194,0.313,0.852,275,476
42,6X_23_largestArea.tif,0.257,2.359,0.965,0.339,76.447,0.580,2.848,0.351,0.896,185,488
43,6X_23_largestArea.tif,0.259,2.479,1.055,0.312,78.470,0.529,3.381,0.296,0.822,281,492
44,6X_23_largestArea.tif,0.100,1.158,0.417,0.304,45.001,0.933,1.375,0.727,0.880,297,504
45,6X_23_largestArea.tif,0.040,0.761,0.292,0.174,87.873,0.863,1.682,0.595,0.898,218,511
46,6X_23_largestArea.tif,1.722,6.491,1.863,1.177,79.254,0.514,1.583,0.632,0.875,267,518
47,6X_23_largestArea.tif,0.101,1.328,0.542,0.238,64.655,0.722,2.278,0.439,0.842,243,546
48,6X_23_largestArea.tif,0.385,3.066,1.029,0.477,144.265,0.515,2.156,0.464,0.717,227,552
