 ,Label,Area,Perim.,Major,Minor,Angle,Circ.,AR,Round,Solidity,XStart,YStart
1,6X_10_largestArea.tif,1.442,9.022,1.614,1.138,103.741,0.223,1.418,0.705,0.569,163,117
2,6X_10_largestArea.tif,0.101,1.147,0.373,0.346,158.032,0.967,1.078,0.928,0.903,120,137
3,6X_10_largestArea.tif,0.197,1.653,0.592,0.424,138.253,0.907,1.398,0.716,0.905,239,146
4,6X_10_largestArea.tif,0.398,2.836,1.127,0.450,119.887,0.622,2.507,0.399,0.868,154,147
5,6X_10_largestArea.tif,0.154,1.523,0.612,0.320,12.024,0.833,1.911,0.523,0.909,102,150
6,6X_10_largestArea.tif,0.266,2.079,0.773,0.438,175.049,0.773,1.766,0.566,0.894,196,155
7,6X_10_largestArea.tif,0.407,2.465,0.909,0.570,140.436,0.842,1.593,0.628,0.924,226,158
8,6X_10_largestArea.tif,0.130,1.388,0.511,0.325,9.226,0.850,1.573,0.636,0.878,184,170
9,6X_10_largestArea.tif,0.072,0.977,0.328,0.281,25.453,0.953,1.170,0.855,0.870,249,175
10,6X_10_largestArea.tif,0.244,1.933,0.757,0.411,156.636,0.821,1.842,0.543,0.912,201,178
11,6X_10_largestArea.tif,0.805,5.746,2.390,0.429,133.891,0.306,5.570,0.180,0.624,186,181
12,6X_10_largestArea.tif,0.286,2.599,1.110,0.328,111.595,0.532,3.387,0.295,0.808,152,183
13,6X_10_largestArea.tif,0.027,0.566,0.212,0.163,9.462,1.000,1.295,0.772,0.857,236,184
14,6X_10_largestArea.tif,0.255,2.259,0.850,0.382,85.193,0.628,2.226,0.449,0.829,183,195
15,6X_10_largestArea.tif,0.219,1.728,0.574,0.486,64.416,0.921,1.182,0.846,0.920,253,203
16,6X_10_largestArea.tif,0.854,5.060,1.212,0.897,148.734,0.419,1.351,0.740,0.663,273,210
17,6X_10_largestArea.tif,0.351,3.135,1.317,0.339,101.111,0.449,3.882,0.258,0.807,230,214
18,6X_10_largestArea.tif,0.253,1.994,0.790,0.408,108.953,0.801,1.934,0.517,0.909,196,216
19,6X_10_largestArea.tif,0.136,1.353,0.458,0.377,104.843,0.932,1.216,0.822,0.909,293,218
20,6X_10_largestArea.tif,0.159,1.438,0.474,0.428,112.666,0.968,1.107,0.903,0.917,246,230
21,6X_10_largestArea.tif,0.977,6.811,1.900,0.655,88.492,0.265,2.902,0.345,0.639,204,239
22,6X_10_largestArea.tif,0.988,6.130,1.681,0.748,28.589,0.330,2.248,0.445,0.626,176,250
23,6X_10_largestArea.tif,0.384,2.765,1.057,0.462,40.802,0.630,2.287,0.437,0.800,295,275
24,6X_10_largestArea.tif,0.501,3.537,1.551,0.411,58.716,0.503,3.772,0.265,0.808,57,278
25,6X_10_largestArea.tif,0.139,1.353,0.433,0.409,45.006,0.957,1.058,0.945,0.901,221,279
26,6X_10_largestArea.tif,0.526,3.647,0.909,0.738,136.854,0.497,1.232,0.812,0.781,154,285
27,6X_10_largestArea.tif,0.083,1.077,0.410,0.258,79.983,0.902,1.588,0.630,0.929,183,287
28,6X_10_largestArea.tif,0.219,1.703,0.584,0.477,89.066,0.948,1.226,0.816,0.924,142,288
29,6X_10_largestArea.tif,0.308,2.230,0.908,0.431,51.285,0.777,2.107,0.475,0.899,237,307
30,6X_10_largestArea.tif,0.134,1.328,0.414,0.412,0.000,0.954,1.006,0.994,0.892,148,308
31,6X_10_largestArea.tif,0.223,1.933,0.788,0.360,108.336,0.748,2.189,0.457,0.888,79,313
32,6X_10_largestArea.tif,0.063,0.882,0.302,0.267,103.644,1.000,1.129,0.885,0.921,121,315
33,6X_10_largestArea.tif,0.405,3.616,1.678,0.308,162.078,0.389,5.456,0.183,0.759,210,326
34,6X_10_largestArea.tif,0.233,2.715,1.089,0.273,64.257,0.398,3.988,0.251,0.665,131,327
35,6X_10_largestArea.tif,0.373,3.116,0.923,0.514,2.895,0.482,1.797,0.557,0.725,108,331
36,6X_10_largestArea.tif,0.062,0.917,0.327,0.239,23.233,0.919,1.366,0.732,0.861,72,338
37,6X_10_largestArea.tif,0.052,0.822,0.267,0.251,45.000,0.977,1.064,0.940,0.906,228,345
38,6X_10_largestArea.tif,0.794,5.195,1.136,0.890,104.788,0.370,1.276,0.784,0.684,63,349
39,6X_10_largestArea.tif,0.373,3.006,1.088,0.436,24.487,0.518,2.494,0.401,0.748,136,350
40,6X_10_largestArea.tif,0.304,2.605,1.109,0.349,49.790,0.563,3.176,0.315,0.796,243,352
41,6X_10_largestArea.tif,0.481,3.637,1.442,0.425,80.192,0.457,3.393,0.295,0.780,102,353
42,6X_10_largestArea.tif,0.224,1.958,0.790,0.362,176.547,0.735,2.185,0.458,0.886,187,354
43,6X_10_largestArea.tif,0.311,2.589,1.074,0.369,100.946,0.583,2.912,0.343,0.898,80,367
44,6X_10_largestArea.tif,0.143,1.353,0.448,0.406,135.988,0.982,1.102,0.908,0.913,123,371
45,6X_10_largestArea.tif,0.403,2.946,1.277,0.402,151.238,0.584,3.172,0.315,0.851,149,375
46,6X_10_largestArea.tif,0.107,1.182,0.398,0.342,12.706,0.959,1.164,0.859,0.887,181,383
47,6X_10_largestArea.tif,0.255,2.624,0.890,0.365,27.703,0.465,2.437,0.410,0.729,195,386
48,6X_10_largestArea.tif,0.315,2.510,0.978,0.410,73.270,0.628,2.384,0.419,0.806,108,389
49,6X_10_largestArea.tif,0.033,0.651,0.211,0.196,134.999,0.965,1.076,0.930,0.857,123,407
50,6X_10_largestArea.tif,0.186,1.583,0.525,0.452,26.250,0.935,1.160,0.862,0.916,136,412
51,6X_10_largestArea.tif,0.973,7.083,2.167,0.572,169.653,0.244,3.788,0.264,0.498,102,414
52,6X_10_largestArea.tif,0.192,1.593,0.514,0.475,35.265,0.949,1.081,0.925,0.906,173,415
