 ,Label,Area,Perim.,Major,Minor,Angle,Circ.,AR,Round,Solidity,XStart,YStart
1,6X_51_largestArea.tif,0.387,3.321,0.938,0.526,156.707,0.441,1.783,0.561,0.686,916,124
2,6X_51_largestArea.tif,0.308,2.174,0.865,0.453,57.212,0.818,1.909,0.524,0.921,721,125
3,6X_51_largestArea.tif,0.380,3.035,1.310,0.369,166.657,0.518,3.547,0.282,0.771,666,126
4,6X_51_largestArea.tif,0.867,5.481,1.952,0.565,46.947,0.363,3.453,0.290,0.663,888,129
5,6X_51_largestArea.tif,0.646,3.983,1.658,0.496,43.104,0.512,3.341,0.299,0.799,802,132
6,6X_51_largestArea.tif,0.062,0.857,0.333,0.235,150.361,1.000,1.417,0.706,0.919,905,142
7,6X_51_largestArea.tif,0.367,3.205,1.288,0.363,86.816,0.449,3.545,0.282,0.748,837,143
8,6X_51_largestArea.tif,0.432,2.790,1.157,0.476,31.190,0.698,2.433,0.411,0.917,949,144
9,6X_51_largestArea.tif,0.027,0.602,0.233,0.149,31.717,0.942,1.566,0.638,0.789,887,150
10,6X_51_largestArea.tif,2.139,14.982,3.810,0.715,37.617,0.120,5.332,0.188,0.475,914,154
11,6X_51_largestArea.tif,0.199,1.693,0.622,0.407,163.238,0.873,1.526,0.655,0.921,721,156
12,6X_51_largestArea.tif,0.121,1.243,0.419,0.368,60.202,0.987,1.139,0.878,0.899,765,157
13,6X_51_largestArea.tif,0.157,1.473,0.525,0.382,68.087,0.912,1.375,0.727,0.902,799,158
14,6X_51_largestArea.tif,0.917,6.443,1.876,0.623,73.852,0.278,3.012,0.332,0.520,650,166
15,6X_51_largestArea.tif,0.199,1.618,0.536,0.473,21.176,0.955,1.133,0.882,0.921,774,166
16,6X_51_largestArea.tif,0.586,4.624,1.192,0.626,129.406,0.345,1.903,0.525,0.578,926,166
17,6X_51_largestArea.tif,0.264,2.410,1.075,0.313,134.375,0.571,3.439,0.291,0.800,936,166
18,6X_51_largestArea.tif,0.362,3.211,0.928,0.497,62.290,0.441,1.868,0.535,0.679,759,172
19,6X_51_largestArea.tif,0.583,5.268,2.202,0.337,2.716,0.264,6.537,0.153,0.681,859,173
20,6X_51_largestArea.tif,0.067,0.917,0.307,0.278,63.925,1.000,1.104,0.906,0.892,906,175
21,6X_51_largestArea.tif,0.624,3.767,1.192,0.667,123.072,0.553,1.787,0.560,0.745,766,182
22,6X_51_largestArea.tif,0.282,1.969,0.705,0.510,168.720,0.915,1.382,0.724,0.931,797,187
23,6X_51_largestArea.tif,0.460,4.541,1.961,0.298,91.401,0.280,6.571,0.152,0.689,818,191
24,6X_51_largestArea.tif,0.270,2.585,1.066,0.322,48.336,0.507,3.313,0.302,0.729,699,200
25,6X_51_largestArea.tif,1.304,8.852,3.380,0.491,23.264,0.209,6.878,0.145,0.576,945,202
26,6X_51_largestArea.tif,0.273,1.919,0.606,0.574,170.627,0.932,1.055,0.948,0.918,744,203
27,6X_51_largestArea.tif,0.036,0.651,0.269,0.171,168.805,1.000,1.568,0.638,0.909,729,205
28,6X_51_largestArea.tif,0.232,1.884,0.704,0.419,111.735,0.820,1.682,0.595,0.895,799,214
29,6X_51_largestArea.tif,0.163,1.643,0.639,0.324,61.765,0.758,1.970,0.508,0.845,754,218
30,6X_51_largestArea.tif,0.545,3.166,1.240,0.559,29.236,0.683,2.219,0.451,0.899,782,218
31,6X_51_largestArea.tif,0.029,0.626,0.199,0.185,60.767,0.927,1.076,0.929,0.821,727,219
32,6X_51_largestArea.tif,1.096,9.362,1.447,0.965,151.144,0.157,1.500,0.667,0.425,650,227
33,6X_51_largestArea.tif,0.110,1.207,0.404,0.348,135.546,0.951,1.159,0.863,0.891,766,243
