 ,Label,Area,Perim.,Major,Minor,Angle,Circ.,AR,Round,Solidity,XStart,YStart
1,6X_18_largestArea.tif,0.432,3.066,1.263,0.436,42.459,0.578,2.896,0.345,0.812,636,66
2,6X_18_largestArea.tif,0.145,1.413,0.547,0.337,166.821,0.911,1.625,0.615,0.914,494,69
3,6X_18_largestArea.tif,0.139,1.438,0.574,0.309,177.381,0.847,1.859,0.538,0.911,516,73
4,6X_18_largestArea.tif,0.060,0.917,0.345,0.220,0.000,0.892,1.564,0.640,0.892,532,74
5,6X_18_largestArea.tif,0.300,2.415,0.994,0.385,33.131,0.647,2.584,0.387,0.888,599,79
6,6X_18_largestArea.tif,0.431,3.095,1.354,0.405,13.940,0.565,3.346,0.299,0.842,445,82
7,6X_18_largestArea.tif,1.279,8.445,1.599,1.019,137.868,0.225,1.570,0.637,0.565,505,82
8,6X_18_largestArea.tif,0.302,2.004,0.684,0.563,66.344,0.945,1.215,0.823,0.928,572,85
9,6X_18_largestArea.tif,0.148,1.463,0.531,0.355,71.677,0.872,1.495,0.669,0.906,461,94
10,6X_18_largestArea.tif,0.563,5.120,1.310,0.547,117.728,0.270,2.397,0.417,0.512,552,94
11,6X_18_largestArea.tif,0.550,3.632,1.030,0.680,136.495,0.524,1.515,0.660,0.770,525,97
12,6X_18_largestArea.tif,0.291,2.299,0.936,0.396,177.462,0.693,2.360,0.424,0.907,476,106
13,6X_18_largestArea.tif,1.590,5.415,2.038,0.994,32.468,0.682,2.050,0.488,0.904,633,110
14,6X_18_largestArea.tif,0.809,6.209,2.850,0.361,3.495,0.264,7.887,0.127,0.748,369,113
15,6X_18_largestArea.tif,0.138,1.328,0.425,0.412,144.156,0.980,1.034,0.967,0.910,400,116
16,6X_18_largestArea.tif,0.612,3.460,1.442,0.540,79.942,0.642,2.669,0.375,0.923,644,120
17,6X_18_largestArea.tif,6.182,34.745,3.539,2.224,119.712,0.064,1.591,0.628,0.473,491,121
18,6X_18_largestArea.tif,0.250,2.124,0.898,0.354,36.005,0.695,2.534,0.395,0.863,550,122
19,6X_18_largestArea.tif,0.147,1.473,0.540,0.346,68.417,0.849,1.563,0.640,0.890,583,130
20,6X_18_largestArea.tif,0.074,0.977,0.324,0.291,166.165,0.976,1.112,0.899,0.872,303,133
21,6X_18_largestArea.tif,0.288,2.004,0.693,0.529,60.704,0.900,1.310,0.763,0.919,511,133
22,6X_18_largestArea.tif,0.619,3.722,1.408,0.560,31.242,0.561,2.516,0.397,0.783,397,135
23,6X_18_largestArea.tif,2.039,10.311,2.903,0.894,171.499,0.241,3.247,0.308,0.563,547,136
24,6X_18_largestArea.tif,0.128,1.328,0.434,0.377,50.387,0.916,1.151,0.868,0.887,242,143
25,6X_18_largestArea.tif,0.792,4.964,1.308,0.772,86.467,0.404,1.695,0.590,0.656,263,144
26,6X_18_largestArea.tif,0.628,3.637,1.047,0.763,164.920,0.597,1.371,0.729,0.788,279,144
27,6X_18_largestArea.tif,0.646,4.137,1.830,0.449,13.630,0.474,4.073,0.246,0.787,525,144
28,6X_18_largestArea.tif,0.110,1.207,0.437,0.321,34.784,0.951,1.360,0.736,0.904,359,149
29,6X_18_largestArea.tif,0.092,1.232,0.495,0.238,107.362,0.764,2.082,0.480,0.857,625,152
30,6X_18_largestArea.tif,5.238,30.307,4.001,1.667,179.422,0.072,2.401,0.417,0.488,211,153
31,6X_18_largestArea.tif,2.598,11.408,3.794,0.872,42.800,0.251,4.350,0.230,0.559,329,158
32,6X_18_largestArea.tif,0.076,1.002,0.331,0.292,0.000,0.951,1.131,0.884,0.875,281,176
33,6X_18_largestArea.tif,0.595,4.473,1.694,0.447,167.503,0.374,3.788,0.264,0.650,505,198
34,6X_18_largestArea.tif,0.080,1.027,0.335,0.302,17.191,0.949,1.108,0.903,0.898,555,217
35,6X_18_largestArea.tif,1.813,13.086,1.735,1.330,45.797,0.133,1.305,0.767,0.422,454,224
36,6X_18_largestArea.tif,0.134,1.353,0.459,0.371,12.886,0.920,1.235,0.809,0.892,524,228
37,6X_18_largestArea.tif,0.251,2.079,0.761,0.421,8.818,0.731,1.811,0.552,0.880,248,229
38,6X_18_largestArea.tif,0.118,1.268,0.447,0.335,119.375,0.920,1.337,0.748,0.897,510,237
39,6X_18_largestArea.tif,0.266,2.029,0.758,0.447,126.446,0.812,1.695,0.590,0.896,288,256
40,6X_18_largestArea.tif,0.232,2.655,0.820,0.360,138.215,0.413,2.280,0.439,0.672,309,269
41,6X_18_largestArea.tif,0.224,1.799,0.659,0.434,124.700,0.872,1.519,0.658,0.902,382,269
42,6X_18_largestArea.tif,0.163,1.668,0.688,0.301,2.327,0.736,2.285,0.438,0.896,473,275
43,6X_18_largestArea.tif,0.221,2.164,0.908,0.310,18.235,0.592,2.933,0.341,0.813,433,287
