 ,Label,Area,Perim.,Major,Minor,Angle,Circ.,AR,Round,Solidity,XStart,YStart
1,6X_46_largestArea.tif,0.224,2.004,0.829,0.345,61.236,0.702,2.403,0.416,0.895,397,64
2,6X_46_largestArea.tif,0.192,1.583,0.524,0.466,25.285,0.962,1.126,0.888,0.922,373,69
3,6X_46_largestArea.tif,0.125,1.292,0.426,0.374,76.289,0.939,1.139,0.878,0.902,410,70
4,6X_46_largestArea.tif,0.121,1.292,0.451,0.342,11.045,0.912,1.317,0.759,0.899,380,82
5,6X_46_largestArea.tif,0.355,2.966,1.310,0.345,132.900,0.506,3.799,0.263,0.778,410,84
6,6X_46_largestArea.tif,1.361,11.968,2.257,0.768,126.179,0.119,2.940,0.340,0.293,382,95
7,6X_46_largestArea.tif,0.109,1.218,0.435,0.318,34.335,0.920,1.368,0.731,0.870,317,104
8,6X_46_largestArea.tif,0.112,1.243,0.466,0.306,42.653,0.913,1.521,0.658,0.899,305,113
9,6X_46_largestArea.tif,0.778,6.271,1.639,0.604,75.454,0.249,2.713,0.369,0.591,332,113
10,6X_46_largestArea.tif,0.711,5.074,1.988,0.455,25.509,0.347,4.364,0.229,0.689,306,134
11,6X_46_largestArea.tif,0.302,2.585,0.874,0.440,59.306,0.568,1.988,0.503,0.751,356,134
12,6X_46_largestArea.tif,0.025,0.531,0.190,0.169,180.000,1.000,1.125,0.889,0.933,342,140
13,6X_46_largestArea.tif,1.176,6.788,2.028,0.738,174.765,0.321,2.748,0.364,0.624,299,151
14,6X_46_largestArea.tif,0.494,4.719,1.494,0.421,128.132,0.279,3.550,0.282,0.523,285,167
15,6X_46_largestArea.tif,0.250,2.019,0.824,0.386,16.660,0.770,2.137,0.468,0.899,367,179
16,6X_46_largestArea.tif,0.280,2.054,0.786,0.454,26.783,0.835,1.729,0.578,0.917,390,180
17,6X_46_largestArea.tif,2.708,19.790,5.801,0.594,36.689,0.087,9.759,0.102,0.334,243,182
18,6X_46_largestArea.tif,0.116,1.232,0.409,0.360,41.224,0.958,1.137,0.879,0.914,255,185
19,6X_46_largestArea.tif,2.830,21.019,2.790,1.291,59.970,0.080,2.161,0.463,0.454,347,186
20,6X_46_largestArea.tif,0.872,6.110,1.975,0.562,109.384,0.294,3.513,0.285,0.694,419,190
21,6X_46_largestArea.tif,0.136,1.353,0.472,0.366,60.865,0.932,1.288,0.777,0.915,213,193
22,6X_46_largestArea.tif,0.335,2.886,1.194,0.357,55.596,0.505,3.347,0.299,0.761,394,200
23,6X_46_largestArea.tif,0.456,3.247,0.977,0.594,38.150,0.544,1.644,0.608,0.780,252,202
24,6X_46_largestArea.tif,0.192,1.653,0.575,0.424,93.164,0.882,1.356,0.738,0.891,289,206
25,6X_46_largestArea.tif,0.094,1.097,0.402,0.298,148.312,0.982,1.350,0.741,0.889,407,207
26,6X_46_largestArea.tif,0.119,1.292,0.500,0.304,179.857,0.898,1.645,0.608,0.910,448,219
27,6X_46_largestArea.tif,0.177,1.558,0.566,0.399,68.194,0.918,1.417,0.706,0.920,407,224
28,6X_46_largestArea.tif,0.168,1.964,0.878,0.244,36.940,0.548,3.597,0.278,0.823,233,227
29,6X_46_largestArea.tif,0.362,2.670,1.140,0.404,29.549,0.638,2.820,0.355,0.887,203,233
30,6X_46_largestArea.tif,0.040,0.712,0.250,0.203,39.992,0.988,1.233,0.811,0.863,308,235
31,6X_46_largestArea.tif,0.228,1.738,0.639,0.454,139.810,0.948,1.405,0.712,0.926,414,239
32,6X_46_largestArea.tif,0.456,4.578,1.960,0.296,112.349,0.273,6.620,0.151,0.589,445,241
33,6X_46_largestArea.tif,0.253,2.058,0.853,0.378,4.729,0.751,2.257,0.443,0.924,264,253
34,6X_46_largestArea.tif,0.516,3.456,1.460,0.450,19.251,0.542,3.248,0.308,0.832,186,255
35,6X_46_largestArea.tif,0.058,0.882,0.345,0.213,96.365,0.936,1.619,0.618,0.914,442,259
36,6X_46_largestArea.tif,0.063,0.952,0.339,0.238,33.516,0.878,1.422,0.703,0.833,205,267
37,6X_46_largestArea.tif,0.499,3.601,0.954,0.666,48.292,0.484,1.432,0.698,0.724,275,267
38,6X_46_largestArea.tif,1.348,9.678,1.603,1.071,47.124,0.181,1.498,0.668,0.502,261,269
39,6X_46_largestArea.tif,0.702,5.099,1.055,0.848,170.208,0.339,1.244,0.804,0.630,306,273
40,6X_46_largestArea.tif,1.554,8.093,3.338,0.593,23.939,0.298,5.631,0.178,0.689,184,277
41,6X_46_largestArea.tif,1.491,10.680,1.604,1.184,163.138,0.164,1.355,0.738,0.426,210,284
42,6X_46_largestArea.tif,1.064,7.350,1.580,0.858,62.348,0.247,1.842,0.543,0.482,443,285
43,6X_46_largestArea.tif,0.438,3.631,0.962,0.580,54.996,0.417,1.660,0.602,0.649,490,290
44,6X_46_largestArea.tif,0.630,4.724,1.679,0.477,155.702,0.355,3.518,0.284,0.630,248,315
45,6X_46_largestArea.tif,0.150,1.448,0.534,0.358,123.743,0.900,1.489,0.672,0.897,471,315
46,6X_46_largestArea.tif,0.022,0.496,0.192,0.144,90.000,1.000,1.333,0.750,1.000,158,320
47,6X_46_largestArea.tif,0.181,1.558,0.521,0.442,148.458,0.937,1.177,0.850,0.917,463,327
48,6X_46_largestArea.tif,0.100,1.122,0.401,0.316,153.251,0.993,1.267,0.789,0.902,228,328
49,6X_46_largestArea.tif,0.432,3.888,1.732,0.318,29.169,0.360,5.448,0.184,0.737,424,329
50,6X_46_largestArea.tif,0.170,1.533,0.565,0.383,112.155,0.909,1.476,0.677,0.900,301,333
51,6X_46_largestArea.tif,0.121,1.292,0.489,0.315,167.919,0.912,1.552,0.644,0.899,267,347
52,6X_46_largestArea.tif,0.315,2.529,1.079,0.371,174.721,0.619,2.907,0.344,0.855,479,347
53,6X_46_largestArea.tif,0.270,1.933,0.700,0.490,79.804,0.906,1.427,0.701,0.937,394,356
