 ,# Branches,# Junctions,# End-point voxels,# Junction voxels,# Slab voxels,Average Branch Length,# Triple points,# Quadruple points,Maximum Branch Length
1,1,0,2,0,31,2.916,0,0,2.916
2,38,18,14,44,224,1.121,14,1,4.562
3,39,20,13,45,232,1.054,15,5,3.555
4,1749,913,471,2514,12441,1.233,703,157,6.608
5,9,4,6,6,64,0.732,4,0,1.033
6,1,0,2,0,7,0.826,0,0,0.826
7,21,10,7,21,209,1.343,8,1,4.830
8,26,13,9,33,241,1.377,11,0,11.601
9,1,0,2,0,2,0.878,0,0,0.878
10,8,4,3,9,57,1.217,3,1,2.749
11,10,3,7,16,57,1.131,2,0,1.946
12,1,0,2,0,4,0.622,0,0,0.622
13,1,0,2,0,62,4.044,0,0,4.044
14,6,2,5,2,48,0.738,1,1,0.955
15,1,0,2,0,7,0.512,0,0,0.512
16,1,0,2,0,2,0.167,0,0,0.167
17,1,0,2,0,5,0.334,0,0,0.334
18,1,0,2,0,2,0.167,0,0,0.167
19,1,0,2,0,24,1.384,0,0,1.384
20,1,0,2,0,9,0.550,0,0,0.550
21,1,0,2,0,17,1.082,0,0,1.082
22,1,0,2,0,9,0.590,0,0,0.590
23,4,2,2,6,43,0.729,2,0,1.188
24,1,0,2,0,18,1.232,0,0,1.232
25,1,0,2,0,2,0.544,0,0,0.544
26,1,0,2,0,7,0.432,0,0,0.432
27,3,1,3,3,3,0.270,1,0,0.475
28,1,0,2,0,11,0.627,0,0,0.627
29,0,0,1,0,0,0.000,0,0,0.000
30,1,0,2,0,3,0.256,0,0,0.256
31,3,1,3,1,78,1.913,1,0,4.424
32,8,3,6,10,54,1.417,2,1,2.925
33,1,0,2,0,3,0.593,0,0,0.593
34,1,0,2,0,4,0.244,0,0,0.244
35,1,0,2,0,12,0.737,0,0,0.737
36,7,3,5,5,89,1.438,3,0,4.074
37,4,2,2,4,27,0.851,2,0,1.065
38,3,1,3,1,17,0.603,1,0,1.004
39,1,0,2,0,29,2.464,0,0,2.464
40,1,0,2,0,31,2.245,0,0,2.245
41,11,5,5,11,72,0.917,4,0,2.548
42,5,2,4,4,40,0.861,2,0,2.009
43,3,1,3,1,86,3.328,1,0,9.254
44,3,1,3,1,14,0.534,1,0,1.013
45,0,0,1,0,0,0.000,0,0,0.000
46,1,0,2,0,9,0.610,0,0,0.610
47,1,0,2,0,3,0.256,0,0,0.256
48,1,0,2,0,22,1.663,0,0,1.663
49,0,0,1,0,0,0.000,0,0,0.000
50,1,0,2,0,30,2.844,0,0,2.844
51,1,0,2,0,2,0.187,0,0,0.187
52,1,0,2,0,5,0.354,0,0,0.354
53,1,0,2,0,10,0.619,0,0,0.619
54,1,0,2,0,8,0.460,0,0,0.460
55,1,0,2,0,19,1.807,0,0,1.807
56,1,0,2,0,7,0.472,0,0,0.472
57,1,0,2,0,10,0.639,0,0,0.639
