 ,Value,Count
1,0,5244664
2,1,272324
3,2,150561
4,3,86767
5,4,54372
6,5,37974
7,6,29518
8,7,22747
9,8,18722
10,9,15535
11,10,13655
12,11,12407
13,12,11292
14,13,9963
15,14,9011
16,15,8326
17,16,7635
18,17,7334
19,18,6616
20,19,6458
21,20,5995
22,21,5537
23,22,5394
24,23,5094
25,24,4908
26,25,4658
27,26,4532
28,27,4130
29,28,4022
30,29,3894
31,30,3790
32,31,3696
33,32,3477
34,33,3367
35,34,3163
36,35,3088
37,36,2925
38,37,2974
39,38,2855
40,39,2698
41,40,2525
42,41,2597
43,42,2424
44,43,2355
45,44,2338
46,45,2333
47,46,2199
48,47,2155
49,48,2096
50,49,2136
51,50,2025
52,51,2009
53,52,1953
54,53,1902
55,54,1813
56,55,1717
57,56,1846
58,57,1775
59,58,1758
60,59,1662
61,60,1723
62,61,1636
63,62,1678
64,63,1544
65,64,1571
66,65,1532
67,66,1543
68,67,1460
69,68,1451
70,69,1531
71,70,1437
72,71,1363
73,72,1447
74,73,1425
75,74,1332
76,75,1324
77,76,1301
78,77,1320
79,78,1302
80,79,1196
81,80,1258
82,81,1203
83,82,1226
84,83,1173
85,84,1217
86,85,1080
87,86,1165
88,87,1192
89,88,1094
90,89,1048
91,90,1086
92,91,1034
93,92,1032
94,93,1097
95,94,1062
96,95,1056
97,96,1003
98,97,977
99,98,962
100,99,948
101,100,929
102,101,941
103,102,930
104,103,948
105,104,947
106,105,954
107,106,859
108,107,946
109,108,892
110,109,892
111,110,879
112,111,869
113,112,895
114,113,878
115,114,862
116,115,877
117,116,824
118,117,807
119,118,841
120,119,816
121,120,784
122,121,804
123,122,779
124,123,760
125,124,815
126,125,734
127,126,855
128,127,801
129,128,685
130,129,777
131,130,724
132,131,737
133,132,729
134,133,692
135,134,713
136,135,677
137,136,696
138,137,661
139,138,692
140,139,703
141,140,664
142,141,655
143,142,696
144,143,678
145,144,654
146,145,661
147,146,597
148,147,611
149,148,610
150,149,661
151,150,634
152,151,641
153,152,598
154,153,620
155,154,635
156,155,582
157,156,561
158,157,585
159,158,577
160,159,592
161,160,543
162,161,535
163,162,568
164,163,545
165,164,539
166,165,500
167,166,525
168,167,510
169,168,538
170,169,482
171,170,508
172,171,456
173,172,469
174,173,529
175,174,485
176,175,467
177,176,487
178,177,475
179,178,459
180,179,417
181,180,438
182,181,431
183,182,424
184,183,417
185,184,398
186,185,446
187,186,386
188,187,410
189,188,423
190,189,429
191,190,395
192,191,412
193,192,367
194,193,410
195,194,375
196,195,351
197,196,396
198,197,353
199,198,379
200,199,345
201,200,317
202,201,333
203,202,353
204,203,346
205,204,332
206,205,350
207,206,308
208,207,346
209,208,336
210,209,313
211,210,316
212,211,308
213,212,282
214,213,302
215,214,269
216,215,310
217,216,300
218,217,278
219,218,277
220,219,288
221,220,291
222,221,298
223,222,270
224,223,282
225,224,259
226,225,263
227,226,236
228,227,242
229,228,250
230,229,261
231,230,236
232,231,254
233,232,229
234,233,219
235,234,203
236,235,226
237,236,227
238,237,199
239,238,200
240,239,209
241,240,227
242,241,194
243,242,202
244,243,211
245,244,192
246,245,185
247,246,170
248,247,185
249,248,196
250,249,174
251,250,186
252,251,180
253,252,177
254,253,192
255,254,154
256,255,9218
