 ,# Branches,# Junctions,# End-point voxels,# Junction voxels,# Slab voxels,Average Branch Length,# Triple points,# Quadruple points,Maximum Branch Length
1,1,0,2,0,18,0.932,0,0,0.932
2,1,0,2,0,8,0.383,0,0,0.383
3,1,0,2,0,2,0.163,0,0,0.163
4,3,1,3,1,84,1.463,1,0,2.681
5,4,2,2,6,76,1.052,2,0,1.803
6,1,0,2,0,18,1.002,0,0,1.002
7,1,0,2,0,7,0.464,0,0,0.464
8,1,0,2,0,5,0.290,0,0,0.290
9,1,0,2,0,22,1.207,0,0,1.207
10,1,0,2,0,11,0.599,0,0,0.599
11,1,0,2,0,3,0.241,0,0,0.241
12,1,0,2,0,21,1.112,0,0,1.112
13,1,0,2,0,22,1.119,0,0,1.119
14,1,0,2,0,4,0.283,0,0,0.283
15,2,1,1,3,39,1.004,1,0,1.247
16,1,0,2,0,70,3.408,0,0,3.408
17,16,8,8,14,249,0.834,8,0,1.969
18,1,0,2,0,14,0.744,0,0,0.744
19,1,0,2,0,67,3.474,0,0,3.474
20,1,0,2,0,9,0.461,0,0,0.461
21,1,0,2,0,44,2.284,0,0,2.284
22,1,0,2,0,17,0.907,0,0,0.907
23,3,1,3,1,28,0.557,1,0,0.942
24,3,1,3,3,39,0.730,1,0,1.066
25,1,0,2,0,19,0.939,0,0,0.939
26,3,1,3,1,147,2.426,1,0,3.047
27,1,0,2,0,42,2.199,0,0,2.199
28,1,0,2,0,3,0.205,0,0,0.205
29,4,2,2,2,45,0.622,2,0,1.353
30,1,0,2,0,12,0.623,0,0,0.623
31,1,0,2,0,55,2.805,0,0,2.805
32,3,1,3,3,136,2.305,1,0,2.787
33,1,0,2,0,2,0.128,0,0,0.128
34,1,0,2,0,43,2.083,0,0,2.083
35,1,0,2,0,48,2.260,0,0,2.260
36,1,0,2,0,59,2.975,0,0,2.975
37,1,0,2,0,26,1.377,0,0,1.377
38,1,0,2,0,10,0.574,0,0,0.574
39,7,3,5,5,73,0.599,3,0,1.774
40,1,0,2,0,53,2.755,0,0,2.755
41,1,0,2,0,45,2.450,0,0,2.450
42,1,0,2,0,8,0.436,0,0,0.436
43,0,0,1,0,0,0.000,0,0,0.000
44,1,0,2,0,48,2.331,0,0,2.331
45,3,1,3,3,3,0.131,1,0,0.163
46,1,0,2,0,10,0.626,0,0,0.626
47,1,0,2,0,68,3.657,0,0,3.657
48,3,1,3,1,33,0.575,1,0,1.314
49,1,0,2,0,27,1.473,0,0,1.473
