 ,# Branches,# Junctions,# End-point voxels,# Junction voxels,# Slab voxels,Average Branch Length,# Triple points,# Quadruple points,Maximum Branch Length
1,7,3,5,5,149,1.129,3,0,2.880
2,3,1,3,1,36,0.653,1,0,1.024
3,1,0,2,0,148,7.536,0,0,7.536
4,1,0,2,0,47,2.447,0,0,2.447
5,1,0,2,0,13,0.754,0,0,0.754
6,3,1,3,1,153,2.676,1,0,5.613
7,1,0,2,0,18,0.879,0,0,0.879
8,1,0,2,0,2,0.180,0,0,0.180
9,1,0,2,0,21,1.041,0,0,1.041
10,7,3,5,7,220,1.630,3,0,5.221
11,3,1,3,3,29,0.523,1,0,1.212
12,11,5,7,9,258,1.233,5,0,3.949
13,3,1,3,1,35,0.656,1,0,0.726
14,1,0,2,0,10,0.538,0,0,0.538
15,5,2,4,6,40,0.519,2,0,0.789
16,1,0,2,0,23,1.215,0,0,1.215
17,1,0,2,0,0,0.060,0,0,0.060
18,1,0,2,0,7,0.428,0,0,0.428
19,1,0,2,0,33,1.675,0,0,1.675
20,1,0,2,0,19,0.904,0,0,0.904
21,1,0,2,0,9,0.513,0,0,0.513
22,1,0,2,0,33,1.675,0,0,1.675
23,1,0,2,0,16,0.829,0,0,0.829
24,1,0,2,0,15,0.857,0,0,0.857
25,1,0,2,0,19,0.992,0,0,0.992
26,1,0,2,0,5,0.290,0,0,0.290
27,7,3,5,3,160,1.196,3,0,1.633
28,1,0,2,0,9,0.461,0,0,0.461
29,1,0,2,0,5,0.326,0,0,0.326
30,1,0,2,0,68,3.287,0,0,3.287
31,3,1,3,3,40,0.755,1,0,1.463
32,1,0,2,0,42,2.076,0,0,2.076
33,3,1,3,1,79,1.339,1,0,2.334
34,7,3,5,5,269,2.027,3,0,5.095
35,3,1,3,1,15,0.314,1,0,0.659
36,1,0,2,0,8,0.453,0,0,0.453
37,1,0,2,0,7,0.428,0,0,0.428
38,7,3,5,7,139,1.078,3,0,2.129
39,7,3,5,3,127,0.922,3,0,2.777
40,1,0,2,0,4,0.248,0,0,0.248
41,1,0,2,0,6,0.298,0,0,0.298
42,2,1,1,3,55,1.397,1,0,2.437
43,1,0,2,0,3,0.205,0,0,0.205
44,3,1,3,1,120,1.979,1,0,3.390
45,1,0,2,0,16,0.776,0,0,0.776
46,1,0,2,0,1,0.120,0,0,0.120
47,1,0,2,0,18,0.914,0,0,0.914
48,1,0,2,0,68,3.393,0,0,3.393
49,1,0,2,0,14,0.797,0,0,0.797
50,1,0,2,0,31,1.625,0,0,1.625
51,5,2,4,6,36,0.436,2,0,1.009
52,1,0,2,0,7,0.411,0,0,0.411
53,3,1,3,1,71,1.243,1,0,1.558
54,9,4,6,6,211,1.239,4,0,2.560
55,3,1,3,3,77,1.380,1,0,2.663
56,1,0,2,0,17,0.942,0,0,0.942
57,4,2,2,4,99,1.280,2,0,2.079
58,1,0,2,0,17,0.889,0,0,0.889
59,3,1,3,1,89,1.557,1,0,3.534
60,1,0,2,0,19,0.974,0,0,0.974
61,1,0,2,0,0,0.060,0,0,0.060
62,1,0,2,0,7,0.464,0,0,0.464
63,1,0,2,0,31,1.625,0,0,1.625
64,1,0,2,0,0,0.060,0,0,0.060
65,3,1,3,1,70,1.176,1,0,1.438
66,0,0,1,0,0,0.000,0,0,0.000
67,1,0,2,0,24,1.345,0,0,1.345
68,1,0,2,0,1,0.103,0,0,0.103
69,1,0,2,0,40,2.079,0,0,2.079
70,1,0,2,0,7,0.428,0,0,0.428
71,1,0,2,0,51,2.582,0,0,2.582
72,3,1,3,1,107,1.789,1,0,2.051
73,0,0,1,0,0,0.000,0,0,0.000
74,1,0,2,0,13,0.648,0,0,0.648
75,7,3,5,5,155,1.165,3,0,2.043
76,1,0,2,0,16,0.794,0,0,0.794
77,1,0,2,0,24,1.240,0,0,1.240
78,1,0,2,0,49,2.426,0,0,2.426
79,13,6,8,12,432,1.790,6,0,4.132
80,6,3,3,5,147,1.328,3,0,2.514
81,1,0,2,0,46,2.422,0,0,2.422
82,1,0,2,0,29,1.417,0,0,1.417
83,6,3,3,5,124,1.065,3,0,2.561
84,1,0,2,0,7,0.428,0,0,0.428
85,5,2,4,4,182,1.826,2,0,4.612
86,1,0,2,0,34,1.753,0,0,1.753
87,3,1,3,1,81,1.350,1,0,1.658
88,1,0,2,0,16,0.935,0,0,0.935
89,5,2,4,2,138,1.372,2,0,2.426
90,1,0,2,0,11,0.599,0,0,0.599
91,1,0,2,0,67,3.403,0,0,3.403
92,1,0,2,0,18,1.020,0,0,1.020
93,1,0,2,0,9,0.513,0,0,0.513
94,1,0,2,0,39,2.089,0,0,2.089
95,3,1,3,3,83,1.412,1,0,2.536
96,3,1,3,1,74,1.291,1,0,2.462
97,12,6,6,10,210,0.902,6,0,1.945
