 ,# Branches,# Junctions,# End-point voxels,# Junction voxels,# Slab voxels,Average Branch Length,# Triple points,# Quadruple points,Maximum Branch Length
1,1,0,2,0,14,0.726,0,0,0.726
2,1,0,2,0,38,1.870,0,0,1.870
3,1,0,2,0,4,0.266,0,0,0.266
4,1,0,2,0,2,0.180,0,0,0.180
5,3,1,3,1,147,2.420,1,0,4.498
6,3,1,3,3,86,1.478,1,0,2.105
7,1,0,2,0,40,1.903,0,0,1.903
8,1,0,2,0,15,0.751,0,0,0.751
9,3,1,3,3,161,2.636,1,0,5.212
10,1,0,2,0,5,0.361,0,0,0.361
11,1,0,2,0,80,3.886,0,0,3.886
12,1,0,2,0,4,0.213,0,0,0.213
13,3,1,3,3,83,1.577,1,0,2.966
14,1,0,2,0,81,3.840,0,0,3.840
15,1,0,2,0,42,2.005,0,0,2.005
16,1,0,2,0,10,0.538,0,0,0.538
17,1,0,2,0,24,1.292,0,0,1.292
18,6,3,3,5,184,1.605,3,0,4.023
19,1,0,2,0,3,0.170,0,0,0.170
20,1,0,2,0,54,2.674,0,0,2.674
21,3,1,3,3,64,1.143,1,0,1.484
22,6,3,3,7,285,2.420,3,0,4.430
23,1,0,2,0,19,0.939,0,0,0.939
24,3,1,3,1,87,1.476,1,0,2.054
25,1,0,2,0,20,1.087,0,0,1.087
26,1,0,2,0,0,0.060,0,0,0.060
27,1,0,2,0,56,2.742,0,0,2.742
28,1,0,2,0,25,1.264,0,0,1.264
29,1,0,2,0,25,1.247,0,0,1.247
30,5,2,4,4,182,1.851,2,0,4.810
31,1,0,2,0,30,1.477,0,0,1.477
32,3,1,3,3,80,1.334,1,0,3.397
33,1,0,2,0,17,0.889,0,0,0.889
34,1,0,2,0,26,1.342,0,0,1.342
35,6,3,3,5,90,0.795,3,0,1.364
36,1,0,2,0,2,0.163,0,0,0.163
37,1,0,2,0,12,0.588,0,0,0.588
38,1,0,2,0,27,1.350,0,0,1.350
39,1,0,2,0,14,0.744,0,0,0.744
40,1,0,2,0,132,6.891,0,0,6.891
41,3,1,3,3,97,1.628,1,0,2.431
42,1,0,2,0,10,0.538,0,0,0.538
43,1,0,2,0,17,0.977,0,0,0.977
44,3,1,3,1,105,1.702,1,0,2.040
45,0,0,1,0,0,0.000,0,0,0.000
46,1,0,2,0,27,1.526,0,0,1.526
47,1,0,2,0,18,0.914,0,0,0.914
48,1,0,2,0,8,0.489,0,0,0.489
49,1,0,2,0,29,1.435,0,0,1.435
50,1,0,2,0,49,2.550,0,0,2.550
51,1,0,2,0,28,1.427,0,0,1.427
52,1,0,2,0,41,2.104,0,0,2.104
53,3,1,3,3,32,0.619,1,0,1.307
54,1,0,2,0,29,1.329,0,0,1.329
55,1,0,2,0,15,0.857,0,0,0.857
56,2,1,1,3,80,2.079,1,0,2.206
57,14,7,7,15,392,1.484,7,0,2.928
58,7,3,5,5,255,1.866,3,0,5.740
59,2,1,1,3,41,1.073,1,0,1.735
60,7,3,5,5,75,0.599,3,0,1.144
61,21,11,9,15,551,1.363,11,0,5.444
62,1,0,2,0,83,3.820,0,0,3.820
63,3,1,3,3,42,0.772,1,0,1.573
64,6,3,3,7,283,2.388,3,0,4.388
65,3,1,3,3,64,1.137,1,0,2.401
66,5,2,4,4,74,0.791,2,0,1.605
67,6,3,3,5,74,0.693,3,0,1.310
68,1,0,2,0,8,0.400,0,0,0.400
69,1,0,2,0,9,0.443,0,0,0.443
70,1,0,2,0,62,3.103,0,0,3.103
71,1,0,2,0,6,0.386,0,0,0.386
72,1,0,2,0,9,0.496,0,0,0.496
73,7,3,5,3,246,1.817,3,0,2.988
74,1,0,2,0,5,0.255,0,0,0.255
75,1,0,2,0,13,0.666,0,0,0.666
76,3,1,3,3,97,1.675,1,0,2.076
77,1,0,2,0,24,1.275,0,0,1.275
78,1,0,2,0,28,1.304,0,0,1.304
79,1,0,2,0,11,0.616,0,0,0.616
80,1,0,2,0,46,2.316,0,0,2.316
81,1,0,2,0,11,0.599,0,0,0.599
82,1,0,2,0,23,1.179,0,0,1.179
83,1,0,2,0,25,1.300,0,0,1.300
84,7,3,5,7,264,1.976,3,0,4.105
85,1,0,2,0,24,1.187,0,0,1.187
86,1,0,2,0,2,0.163,0,0,0.163
87,1,0,2,0,54,2.815,0,0,2.815
88,3,1,3,1,104,1.711,1,0,4.484
89,3,1,3,3,153,2.587,1,0,4.420
90,1,0,2,0,12,0.712,0,0,0.712
91,1,0,2,0,68,3.534,0,0,3.534
92,1,0,2,0,78,4.030,0,0,4.030
93,3,1,3,3,43,0.763,1,0,1.665
94,3,1,3,3,107,1.952,1,0,3.594
95,1,0,2,0,1,0.120,0,0,0.120
96,1,0,2,0,8,0.453,0,0,0.453
97,1,0,2,0,1,0.085,0,0,0.085
98,11,5,7,9,290,1.367,5,0,4.244
