 ,# Branches,# Junctions,# End-point voxels,# Junction voxels,# Slab voxels,Average Branch Length,# Triple points,# Quadruple points,Maximum Branch Length
1,3,1,3,1,92,1.488,1,0,1.817
2,3,1,3,1,178,2.966,1,0,6.801
3,9,4,6,8,186,1.091,4,0,2.544
4,3,1,3,3,91,1.514,1,0,3.114
5,1,0,2,0,2,0.180,0,0,0.180
6,3,1,3,1,57,0.951,1,0,1.282
7,1,0,2,0,11,0.669,0,0,0.669
8,1,0,2,0,13,0.736,0,0,0.736
9,3,1,3,1,77,1.316,1,0,1.523
10,1,0,2,0,67,3.157,0,0,3.157
11,3,1,3,3,60,1.010,1,0,1.392
12,3,1,3,1,91,1.503,1,0,2.742
13,1,0,2,0,33,1.640,0,0,1.640
14,1,0,2,0,67,3.544,0,0,3.544
15,0,0,1,0,0,0.000,0,0,0.000
16,1,0,2,0,31,1.502,0,0,1.502
17,1,0,2,0,23,1.215,0,0,1.215
18,3,1,3,1,48,0.841,1,0,1.455
19,1,0,2,0,14,0.691,0,0,0.691
20,1,0,2,0,16,0.829,0,0,0.829
21,3,1,3,3,39,0.718,1,0,1.452
22,1,0,2,0,0,0.060,0,0,0.060
23,0,0,1,0,0,0.000,0,0,0.000
24,1,0,2,0,46,2.193,0,0,2.193
25,3,1,3,1,71,1.261,1,0,2.302
26,1,0,2,0,50,2.645,0,0,2.645
27,1,0,2,0,22,1.066,0,0,1.066
28,5,2,4,4,153,1.640,2,0,4.128
29,3,1,3,1,106,1.757,1,0,2.575
30,1,0,2,0,26,1.325,0,0,1.325
31,5,2,4,6,186,1.976,2,0,3.836
32,1,0,2,0,24,1.134,0,0,1.134
33,1,0,2,0,78,3.766,0,0,3.766
34,1,0,2,0,42,2.181,0,0,2.181
35,1,0,2,0,25,1.300,0,0,1.300
36,2,1,1,3,89,2.226,1,0,2.985
37,1,0,2,0,10,0.574,0,0,0.574
38,3,1,3,1,123,2.121,1,0,3.094
39,1,0,2,0,59,2.869,0,0,2.869
40,1,0,2,0,22,1.137,0,0,1.137
41,1,0,2,0,25,1.370,0,0,1.370
42,5,2,4,4,149,1.553,2,0,2.908
43,1,0,2,0,25,1.300,0,0,1.300
44,6,3,3,9,149,1.353,3,0,3.138
45,1,0,2,0,9,0.584,0,0,0.584
46,1,0,2,0,22,1.137,0,0,1.137
47,5,2,4,4,125,1.296,2,0,1.668
48,1,0,2,0,2,0.163,0,0,0.163
49,4,2,2,4,272,3.485,2,0,6.994
50,1,0,2,0,30,1.495,0,0,1.495
51,1,0,2,0,50,2.469,0,0,2.469
52,9,4,6,8,324,1.873,4,0,5.494
53,1,0,2,0,21,1.165,0,0,1.165
54,1,0,2,0,18,0.896,0,0,0.896
55,1,0,2,0,0,0.060,0,0,0.060
56,1,0,2,0,32,1.650,0,0,1.650
57,1,0,2,0,11,0.669,0,0,0.669
58,1,0,2,0,136,6.902,0,0,6.902
59,4,2,2,4,110,1.441,2,0,2.777
60,5,2,4,2,129,1.328,2,0,3.832
61,3,1,3,3,88,1.512,1,0,2.692
62,3,1,3,3,126,2.227,1,0,3.442
63,0,0,1,0,0,0.000,0,0,0.000
64,1,0,2,0,5,0.308,0,0,0.308
65,1,0,2,0,84,4.179,0,0,4.179
66,2,1,1,1,85,2.076,1,0,3.114
67,1,0,2,0,1,0.103,0,0,0.103
68,1,0,2,0,2,0.180,0,0,0.180
69,1,0,2,0,14,0.744,0,0,0.744
