 ,# Branches,# Junctions,# End-point voxels,# Junction voxels,# Slab voxels,Average Branch Length,# Triple points,# Quadruple points,Maximum Branch Length
1,974,517,252,1205,6845,1.196,404,95,5.103
2,110,59,37,171,814,1.245,54,4,4.951
3,3,1,3,1,21,0.820,1,0,1.160
4,1,0,2,0,5,0.691,0,0,0.691
5,86,37,44,90,671,1.319,27,5,5.547
6,1,0,2,0,0,0.049,0,0,0.049
7,1,0,2,0,7,1.186,0,0,1.186
8,1,0,2,0,2,0.167,0,0,0.167
9,3,1,3,3,4,0.523,1,0,0.858
10,1,0,2,0,1,0.118,0,0,0.118
11,11,6,4,10,49,0.718,6,0,1.407
12,1,0,2,0,1,0.118,0,0,0.118
13,5,2,4,4,19,0.873,2,0,1.857
14,1,0,2,0,36,3.102,0,0,3.102
15,1,0,2,0,5,0.293,0,0,0.293
16,1,0,2,0,18,1.111,0,0,1.111
17,1,0,2,0,1,0.475,0,0,0.475
18,1,0,2,0,26,1.745,0,0,1.745
19,1,0,2,0,35,2.185,0,0,2.185
20,1,0,2,0,27,3.981,0,0,3.981
21,1,0,2,0,7,1.183,0,0,1.183
22,6,3,3,7,70,1.745,3,0,3.486
23,1,0,2,0,5,1.045,0,0,1.045
24,1,0,2,0,10,0.993,0,0,0.993
25,4,2,2,6,25,0.814,2,0,2.521
26,1,0,2,0,9,0.529,0,0,0.529
27,1,0,2,0,8,0.501,0,0,0.501
28,0,0,1,0,0,0.000,0,0,0.000
29,1,0,2,0,6,0.362,0,0,0.362
30,3,1,3,1,16,0.725,1,0,1.232
31,1,0,2,0,4,0.598,0,0,0.598
32,1,0,2,0,9,1.264,0,0,1.264
33,4,2,2,2,24,1.199,2,0,1.845
34,1,0,2,0,2,0.147,0,0,0.147
35,4,2,2,4,51,2.218,2,0,4.203
36,1,0,2,0,31,3.761,0,0,3.761
37,4,1,4,2,20,0.807,0,1,1.330
38,0,0,1,0,0,0.000,0,0,0.000
39,1,0,2,0,4,0.305,0,0,0.305
40,5,2,4,2,23,0.667,2,0,1.589
41,1,0,2,0,20,3.008,0,0,3.008
42,1,0,2,0,5,0.354,0,0,0.354
43,1,0,2,0,15,0.985,0,0,0.985
44,12,7,2,12,77,0.925,6,1,1.923
45,1,0,2,0,8,0.898,0,0,0.898
46,1,0,2,0,0,0.049,0,0,0.049
47,1,0,2,0,1,0.118,0,0,0.118
48,1,0,2,0,11,0.607,0,0,0.607
49,3,1,3,1,21,0.465,1,0,0.834
50,1,0,2,0,2,0.147,0,0,0.147
51,1,0,2,0,12,0.797,0,0,0.797
