 ,Value,Count
1,0,3900388
2,1,228937
3,2,70431
4,3,43324
5,4,30124
6,5,23556
7,6,18575
8,7,15574
9,8,13500
10,9,11472
11,10,10052
12,11,9053
13,12,8294
14,13,7368
15,14,7023
16,15,6465
17,16,6070
18,17,5720
19,18,5300
20,19,5156
21,20,5010
22,21,4661
23,22,4426
24,23,4267
25,24,4132
26,25,4044
27,26,3778
28,27,3658
29,28,3551
30,29,3487
31,30,3535
32,31,3191
33,32,3019
34,33,3008
35,34,2939
36,35,2850
37,36,2701
38,37,2663
39,38,2599
40,39,2552
41,40,2382
42,41,2388
43,42,2279
44,43,2239
45,44,2089
46,45,2062
47,46,2078
48,47,1984
49,48,1914
50,49,1803
51,50,1831
52,51,1819
53,52,1703
54,53,1668
55,54,1559
56,55,1635
57,56,1510
58,57,1417
59,58,1398
60,59,1413
61,60,1357
62,61,1331
63,62,1284
64,63,1208
65,64,1146
66,65,1126
67,66,1093
68,67,1109
69,68,1020
70,69,967
71,70,1004
72,71,969
73,72,948
74,73,884
75,74,893
76,75,806
77,76,782
78,77,752
79,78,715
80,79,705
81,80,715
82,81,647
83,82,665
84,83,584
85,84,560
86,85,537
87,86,490
88,87,517
89,88,498
90,89,433
91,90,446
92,91,403
93,92,386
94,93,402
95,94,330
96,95,363
97,96,347
98,97,335
99,98,311
100,99,323
101,100,265
102,101,257
103,102,270
104,103,267
105,104,247
106,105,242
107,106,201
108,107,218
109,108,216
110,109,189
111,110,165
112,111,180
113,112,172
114,113,128
115,114,144
116,115,128
117,116,129
118,117,124
119,118,120
120,119,100
121,120,93
122,121,73
123,122,76
124,123,74
125,124,83
126,125,61
127,126,51
128,127,70
129,128,68
130,129,62
131,130,43
132,131,48
133,132,49
134,133,42
135,134,45
136,135,51
137,136,46
138,137,30
139,138,33
140,139,37
141,140,23
142,141,27
143,142,31
144,143,28
145,144,22
146,145,11
147,146,19
148,147,11
149,148,8
150,149,11
151,150,20
152,151,16
153,152,16
154,153,7
155,154,11
156,155,13
157,156,10
158,157,4
159,158,8
160,159,13
161,160,6
162,161,13
163,162,3
164,163,3
165,164,2
166,165,4
167,166,1
168,167,2
169,168,5
170,169,4
171,170,1
172,171,3
173,172,3
174,173,4
175,174,5
176,175,1
177,176,2
178,177,1
179,178,5
180,179,2
181,180,3
182,181,4
183,182,3
184,183,5
185,184,4
186,185,3
187,186,5
188,187,4
189,188,2
190,189,6
191,190,1
192,191,3
193,192,1
194,193,6
195,194,2
196,195,1
197,196,3
198,197,3
199,198,4
200,199,4
201,200,3
202,201,3
203,202,2
204,203,2
205,204,2
206,205,2
207,206,4
208,207,3
209,208,5
210,209,2
211,210,2
212,211,2
213,212,5
214,213,2
215,214,3
216,215,5
217,216,2
218,217,4
219,218,1
220,219,2
221,220,0
222,221,1
223,222,2
224,223,1
225,224,0
226,225,0
227,226,0
228,227,0
229,228,0
230,229,0
231,230,0
232,231,1
233,232,2
234,233,0
235,234,1
236,235,1
237,236,0
238,237,1
239,238,0
240,239,0
241,240,0
242,241,0
243,242,0
244,243,0
245,244,0
246,245,0
247,246,0
248,247,0
249,248,0
250,249,0
251,250,0
252,251,0
253,252,0
254,253,0
255,254,0
256,255,0
