 ,Value,Count
1,0,3186551
2,1,359730
3,2,92587
4,3,50481
5,4,35227
6,5,26687
7,6,20567
8,7,16743
9,8,14181
10,9,12547
11,10,11266
12,11,10047
13,12,9051
14,13,8218
15,14,7477
16,15,6936
17,16,6388
18,17,5950
19,18,5547
20,19,5260
21,20,4936
22,21,4763
23,22,4435
24,23,4083
25,24,3972
26,25,3859
27,26,3741
28,27,3471
29,28,3340
30,29,3286
31,30,3199
32,31,3067
33,32,3021
34,33,2856
35,34,2835
36,35,2767
37,36,2726
38,37,2526
39,38,2512
40,39,2430
41,40,2333
42,41,2264
43,42,2229
44,43,2102
45,44,2059
46,45,2027
47,46,1952
48,47,1807
49,48,1821
50,49,1723
51,50,1708
52,51,1679
53,52,1634
54,53,1534
55,54,1555
56,55,1440
57,56,1424
58,57,1316
59,58,1306
60,59,1301
61,60,1217
62,61,1266
63,62,1171
64,63,1132
65,64,1088
66,65,1051
67,66,1044
68,67,950
69,68,892
70,69,884
71,70,850
72,71,869
73,72,834
74,73,810
75,74,759
76,75,759
77,76,695
78,77,703
79,78,702
80,79,629
81,80,599
82,81,590
83,82,600
84,83,558
85,84,579
86,85,502
87,86,549
88,87,468
89,88,472
90,89,433
91,90,413
92,91,420
93,92,419
94,93,384
95,94,393
96,95,365
97,96,345
98,97,345
99,98,305
100,99,330
101,100,312
102,101,259
103,102,257
104,103,259
105,104,253
106,105,244
107,106,257
108,107,201
109,108,199
110,109,202
111,110,208
112,111,191
113,112,183
114,113,171
115,114,153
116,115,161
117,116,151
118,117,153
119,118,154
120,119,130
121,120,122
122,121,127
123,122,123
124,123,111
125,124,110
126,125,92
127,126,98
128,127,89
129,128,77
130,129,79
131,130,68
132,131,78
133,132,59
134,133,68
135,134,59
136,135,47
137,136,62
138,137,50
139,138,55
140,139,45
141,140,46
142,141,42
143,142,40
144,143,29
145,144,47
146,145,36
147,146,34
148,147,25
149,148,23
150,149,19
151,150,25
152,151,29
153,152,20
154,153,19
155,154,14
156,155,18
157,156,15
158,157,11
159,158,21
160,159,21
161,160,14
162,161,14
163,162,17
164,163,15
165,164,11
166,165,8
167,166,8
168,167,8
169,168,10
170,169,10
171,170,10
172,171,14
173,172,7
174,173,8
175,174,9
176,175,8
177,176,6
178,177,7
179,178,5
180,179,3
181,180,7
182,181,3
183,182,3
184,183,7
185,184,4
186,185,4
187,186,6
188,187,5
189,188,4
190,189,3
191,190,1
192,191,5
193,192,2
194,193,6
195,194,1
196,195,6
197,196,2
198,197,3
199,198,4
200,199,1
201,200,0
202,201,5
203,202,4
204,203,2
205,204,5
206,205,2
207,206,3
208,207,0
209,208,2
210,209,1
211,210,0
212,211,1
213,212,0
214,213,0
215,214,0
216,215,1
217,216,0
218,217,0
219,218,0
220,219,0
221,220,0
222,221,0
223,222,0
224,223,0
225,224,0
226,225,0
227,226,0
228,227,0
229,228,0
230,229,0
231,230,0
232,231,0
233,232,0
234,233,0
235,234,0
236,235,0
237,236,0
238,237,0
239,238,0
240,239,0
241,240,0
242,241,0
243,242,0
244,243,0
245,244,0
246,245,0
247,246,0
248,247,0
249,248,0
250,249,0
251,250,0
252,251,0
253,252,0
254,253,0
255,254,0
256,255,0
