Slice,Count,Total Area,Average Size,%Area,Mean,Perim.,Major,Minor,Angle,Circ.,Solidity
o_n_08.tif,146,120.847,0.828,7.842,254.825,4.293,1.337,0.706,83.756,0.674,0.838
