Slice,Count,Total Area,Average Size,%Area,Mean,Perim.,Major,Minor,Angle,Circ.,Solidity
o_n_15.tif,84,74.185,0.883,10.361,254.814,4.507,1.429,0.724,81.750,0.645,0.822
