 ,# Branches,# Junctions,# End-point voxels,# Junction voxels,# Slab voxels,Average Branch Length,# Triple points,# Quadruple points,Maximum Branch Length
1,1,0,2,0,14,2.219,0,0,2.219
2,66,36,16,87,483,1.098,29,6,5.406
3,1,0,2,0,25,2.539,0,0,2.539
4,2448,1282,656,3114,15317,1.117,1000,205,7.974
5,1,0,2,0,10,1.370,0,0,1.370
6,4,1,4,2,10,0.682,0,1,1.330
7,1,0,2,0,4,0.662,0,0,0.662
8,53,24,12,99,245,0.904,12,6,2.874
9,3,1,3,1,33,1.375,1,0,1.698
10,1,0,2,0,0,0.049,0,0,0.049
11,1,0,2,0,0,0.049,0,0,0.049
12,1,0,2,0,13,1.581,0,0,1.581
13,43,21,17,49,373,1.204,16,4,3.066
14,1,0,2,0,40,4.383,0,0,4.383
15,1,0,2,0,11,1.756,0,0,1.756
16,1,0,2,0,5,1.065,0,0,1.065
17,72,39,19,65,525,1.046,33,4,5.454
18,1,0,2,0,4,1.690,0,0,1.690
19,3,1,3,1,22,0.823,1,0,1.286
20,3,1,3,1,55,1.087,1,0,1.730
21,1,0,2,0,26,2.608,0,0,2.608
22,1,0,2,0,3,0.236,0,0,0.236
23,0,0,1,0,0,0.000,0,0,0.000
24,1,0,2,0,23,3.788,0,0,3.788
25,1,0,2,0,6,1.074,0,0,1.074
26,28,14,12,25,219,1.179,13,0,4.578
27,12,5,7,17,55,1.065,3,2,2.220
28,1,0,2,0,0,0.049,0,0,0.049
29,3,1,3,1,17,1.080,1,0,2.717
30,32,18,9,37,280,1.073,17,1,5.225
31,10,4,7,9,46,0.844,3,1,1.716
32,1,0,2,0,12,1.111,0,0,1.111
33,3,1,3,3,9,0.275,1,0,0.472
34,1,0,2,0,30,3.059,0,0,3.059
35,1,0,2,0,14,0.936,0,0,0.936
36,3,1,3,1,10,0.275,1,0,0.590
37,0,0,1,0,0,0.000,0,0,0.000
38,3,1,3,1,26,0.652,1,0,0.969
39,1,0,2,0,20,1.148,0,0,1.148
40,1,0,2,0,8,1.212,0,0,1.212
41,5,2,4,4,32,1.210,2,0,2.703
42,1,0,2,0,10,1.649,0,0,1.649
43,3,1,3,3,23,1.235,1,0,1.871
44,1,0,2,0,12,1.448,0,0,1.448
45,1,0,2,0,9,0.631,0,0,0.631
46,1,0,2,0,1,0.098,0,0,0.098
47,3,1,3,1,12,0.642,1,0,1.166
48,1,0,2,0,1,0.138,0,0,0.138
49,1,0,2,0,9,0.550,0,0,0.550
50,1,0,2,0,9,1.237,0,0,1.237
51,0,0,1,0,0,0.000,0,0,0.000
52,1,0,2,0,2,0.501,0,0,0.501
53,1,0,2,0,12,0.757,0,0,0.757
54,1,0,2,0,6,0.383,0,0,0.383
55,1,0,2,0,11,0.728,0,0,0.728
56,1,0,2,0,9,0.590,0,0,0.590
57,1,0,2,0,10,0.639,0,0,0.639
58,1,0,2,0,3,0.216,0,0,0.216
59,1,0,2,0,14,0.855,0,0,0.855
