 ,# Branches,# Junctions,# End-point voxels,# Junction voxels,# Slab voxels,Average Branch Length,# Triple points,# Quadruple points,Maximum Branch Length
1,3,1,3,1,9,0.726,1,0,1.419
2,5,1,3,7,25,0.659,0,0,1.525
3,1735,917,450,2471,12047,1.163,717,148,6.453
4,1,0,2,0,8,0.875,0,0,0.875
5,54,29,15,230,368,1.214,24,4,4.012
6,20,10,9,18,100,0.960,9,1,2.421
7,1,0,2,0,5,1.045,0,0,1.045
8,3,1,3,3,4,0.417,1,0,0.610
9,1,0,2,0,26,1.380,0,0,1.380
10,17,9,7,15,82,0.631,9,0,1.560
11,1,0,2,0,12,1.785,0,0,1.785
12,3,1,3,1,13,0.790,1,0,1.451
13,3,1,3,3,3,0.501,1,0,0.812
14,1,0,2,0,6,0.737,0,0,0.737
15,3,1,3,1,16,0.962,1,0,1.566
16,24,12,12,227,169,1.263,12,0,3.676
17,8,4,4,8,35,0.830,4,0,1.569
18,3,1,3,3,8,0.715,1,0,1.048
19,1,0,2,0,2,0.504,0,0,0.504
20,3,1,3,1,30,1.073,1,0,1.773
21,14,6,8,18,85,1.325,5,0,2.398
22,1,0,2,0,9,0.631,0,0,0.631
23,14,6,9,15,63,1.070,5,1,2.136
24,4,1,4,4,22,1.228,0,1,3.040
25,1,0,2,0,10,1.310,0,0,1.310
26,14,6,9,13,64,0.832,5,1,2.590
27,1,0,2,0,0,0.049,0,0,0.049
28,11,5,6,10,88,1.091,4,1,2.585
29,1,0,2,0,8,0.561,0,0,0.561
30,1,0,2,0,7,1.125,0,0,1.125
31,1,0,2,0,11,0.668,0,0,0.668
32,1,0,2,0,6,0.362,0,0,0.362
33,4,1,4,4,55,1.486,0,1,2.757
34,3,1,3,1,24,1.079,1,0,1.831
35,1,0,2,0,9,0.947,0,0,0.947
36,1,0,2,0,12,0.797,0,0,0.797
37,1,0,2,0,7,1.143,0,0,1.143
38,1,0,2,0,9,0.550,0,0,0.550
39,3,1,3,1,36,1.364,1,0,1.672
40,7,3,5,3,48,1.312,3,0,2.763
41,1,0,2,0,18,1.704,0,0,1.704
42,8,4,4,8,56,0.805,4,0,1.612
43,9,4,5,9,64,1.033,3,1,2.760
44,1,0,2,0,8,0.480,0,0,0.480
45,1,0,2,0,18,1.802,0,0,1.802
46,1,0,2,0,8,1.235,0,0,1.235
47,1,0,2,0,20,1.290,0,0,1.290
48,1,0,2,0,1,0.118,0,0,0.118
49,1,0,2,0,25,1.554,0,0,1.554
50,1,0,2,0,7,0.492,0,0,0.492
51,1,0,2,0,5,0.314,0,0,0.314
52,1,0,2,0,12,2.098,0,0,2.098
53,1,0,2,0,7,0.472,0,0,0.472
54,1,0,2,0,6,0.403,0,0,0.403
55,1,0,2,0,2,0.207,0,0,0.207
56,4,2,2,4,25,0.450,2,0,0.639
57,1,0,0,0,19,1.022,0,0,1.022
