Slice,Count,Total Area,Average Size,%Area,Mean,Perim.,Major,Minor,Angle,Circ.,Solidity
r_45_FinalTH.tif,64,39.049,0.610,5.509,255,4.428,1.358,0.532,108.137,0.525,0.751
