Slice,Count,Total Area,Average Size,%Area,Mean,Perim.,Major,Minor,Angle,Circ.,Solidity
r_42_FinalTH.tif,59,42.076,0.713,4.469,255,4.827,1.493,0.556,81.997,0.538,0.756
