Slice,Count,Total Area,Average Size,%Area,Mean,Perim.,Major,Minor,Angle,Circ.,Solidity
c_n_14.tif,46,81.203,1.765,12.316,253.127,8.786,2.109,0.854,59.349,0.455,0.713
