 ,Label,Area,Perim.,Major,Minor,Angle,Circ.,AR,Round,Solidity,XStart,YStart
1,3X_33_largestArea.tif,0.147,1.388,0.460,0.406,174.756,0.956,1.133,0.883,0.900,188,133
2,3X_33_largestArea.tif,0.107,1.207,0.437,0.311,168.284,0.920,1.403,0.713,0.894,201,139
3,3X_33_largestArea.tif,0.221,1.894,0.769,0.365,43.473,0.773,2.104,0.475,0.900,76,160
4,3X_33_largestArea.tif,0.384,3.342,1.411,0.346,57.442,0.432,4.076,0.245,0.722,243,182
5,3X_33_largestArea.tif,0.183,1.548,0.510,0.456,131.180,0.959,1.117,0.896,0.931,218,185
6,3X_33_largestArea.tif,0.393,2.355,0.785,0.637,68.566,0.890,1.233,0.811,0.921,246,203
7,3X_33_largestArea.tif,0.847,5.033,1.984,0.543,81.990,0.420,3.651,0.274,0.736,285,218
8,3X_33_largestArea.tif,0.351,2.539,0.993,0.450,175.955,0.684,2.205,0.454,0.860,57,228
9,3X_33_largestArea.tif,0.033,0.747,0.312,0.133,36.689,0.734,2.350,0.426,0.766,251,229
10,3X_33_largestArea.tif,11.264,62.285,4.595,3.121,168.451,0.036,1.472,0.679,0.420,237,234
11,3X_33_largestArea.tif,0.217,1.884,0.729,0.379,25.075,0.769,1.924,0.520,0.886,323,245
12,3X_33_largestArea.tif,1.380,8.451,1.719,1.023,149.547,0.243,1.681,0.595,0.614,291,264
13,3X_33_largestArea.tif,0.521,4.008,1.460,0.455,155.218,0.408,3.211,0.311,0.744,270,274
14,3X_33_largestArea.tif,0.322,3.296,1.084,0.378,19.658,0.372,2.865,0.349,0.664,155,284
15,3X_33_largestArea.tif,0.521,3.371,1.174,0.565,110.271,0.576,2.076,0.482,0.785,139,307
16,3X_33_largestArea.tif,0.092,1.147,0.431,0.272,108.092,0.881,1.585,0.631,0.887,152,308
17,3X_33_largestArea.tif,0.197,1.979,0.552,0.455,2.377,0.633,1.214,0.824,0.760,366,315
18,3X_33_largestArea.tif,0.232,1.799,0.654,0.451,121.397,0.900,1.453,0.688,0.918,343,341
