 ,Label,Area,Perim.,Major,Minor,Angle,Circ.,AR,Round,Solidity,XStart,YStart
1,3X_60_largestArea.tif,2.301,17.331,2.893,1.013,36.684,0.096,2.856,0.350,0.422,224,81
2,3X_60_largestArea.tif,0.382,2.795,1.143,0.425,1.205,0.614,2.689,0.372,0.846,262,87
3,3X_60_largestArea.tif,0.212,1.788,0.683,0.395,103.832,0.832,1.730,0.578,0.900,125,93
4,3X_60_largestArea.tif,0.277,2.114,0.816,0.432,32.307,0.778,1.889,0.529,0.903,395,97
5,3X_60_largestArea.tif,0.877,6.350,1.818,0.615,178.036,0.273,2.958,0.338,0.543,355,99
6,3X_60_largestArea.tif,1.498,10.974,2.174,0.877,15.012,0.156,2.478,0.404,0.581,281,104
7,3X_60_largestArea.tif,0.809,6.763,3.040,0.339,153.435,0.222,8.976,0.111,0.645,121,116
8,3X_60_largestArea.tif,0.700,5.941,1.772,0.503,122.564,0.249,3.522,0.284,0.556,306,125
9,3X_60_largestArea.tif,0.293,2.269,0.882,0.423,152.793,0.715,2.085,0.480,0.844,463,132
10,3X_60_largestArea.tif,1.122,9.452,2.101,0.680,42.758,0.158,3.091,0.324,0.379,226,134
11,3X_60_largestArea.tif,0.081,1.037,0.354,0.293,45.001,0.951,1.210,0.826,0.874,280,135
12,3X_60_largestArea.tif,0.065,0.917,0.329,0.252,173.493,0.974,1.309,0.764,0.878,255,138
13,3X_60_largestArea.tif,0.233,1.979,0.806,0.369,60.649,0.749,2.188,0.457,0.875,268,140
14,3X_60_largestArea.tif,0.119,1.458,0.649,0.234,137.712,0.706,2.770,0.361,0.825,296,140
15,3X_60_largestArea.tif,0.127,1.363,0.509,0.317,39.190,0.857,1.604,0.624,0.870,237,146
16,3X_60_largestArea.tif,0.042,0.736,0.284,0.187,25.402,0.964,1.518,0.659,0.885,281,150
17,3X_60_largestArea.tif,0.279,2.178,0.908,0.391,169.267,0.738,2.326,0.430,0.928,341,153
18,3X_60_largestArea.tif,0.161,1.593,0.640,0.321,32.830,0.797,1.996,0.501,0.899,465,159
19,3X_60_largestArea.tif,0.128,1.548,0.660,0.248,98.022,0.674,2.664,0.375,0.855,272,160
20,3X_60_largestArea.tif,0.033,0.616,0.228,0.182,0.000,1.000,1.248,0.801,0.947,189,164
21,3X_60_largestArea.tif,0.365,3.141,1.317,0.353,154.046,0.466,3.726,0.268,0.737,287,165
22,3X_60_largestArea.tif,0.051,0.832,0.291,0.221,33.916,0.920,1.316,0.760,0.836,169,168
23,3X_60_largestArea.tif,0.241,1.933,0.771,0.397,109.279,0.809,1.942,0.515,0.905,328,177
24,3X_60_largestArea.tif,0.022,0.506,0.177,0.156,109.805,1.000,1.135,0.881,0.857,286,185
25,3X_60_largestArea.tif,0.427,4.112,1.015,0.535,58.562,0.317,1.896,0.527,0.583,158,186
26,3X_60_largestArea.tif,0.163,1.498,0.527,0.394,30.997,0.912,1.339,0.747,0.914,408,186
27,3X_60_largestArea.tif,1.851,12.684,2.336,1.009,23.617,0.145,2.315,0.432,0.436,389,188
28,3X_60_largestArea.tif,0.224,1.749,0.618,0.462,142.628,0.922,1.336,0.748,0.905,469,188
29,3X_60_largestArea.tif,0.206,1.944,0.811,0.324,157.006,0.686,2.503,0.399,0.844,211,190
30,3X_60_largestArea.tif,0.127,1.328,0.481,0.335,45.000,0.903,1.436,0.697,0.892,447,190
31,3X_60_largestArea.tif,0.335,4.052,1.490,0.286,100.472,0.256,5.211,0.192,0.558,281,191
32,3X_60_largestArea.tif,0.065,0.977,0.347,0.239,15.932,0.857,1.451,0.689,0.857,260,194
33,3X_60_largestArea.tif,1.692,12.947,2.399,0.898,5.585,0.127,2.671,0.374,0.420,178,200
34,3X_60_largestArea.tif,0.078,1.037,0.378,0.262,118.276,0.909,1.440,0.694,0.869,230,201
35,3X_60_largestArea.tif,0.436,3.662,1.680,0.331,68.714,0.409,5.081,0.197,0.805,468,203
36,3X_60_largestArea.tif,0.161,1.508,0.557,0.368,9.101,0.890,1.511,0.662,0.904,248,207
37,3X_60_largestArea.tif,0.100,1.122,0.390,0.325,65.375,0.993,1.198,0.835,0.902,166,215
38,3X_60_largestArea.tif,0.076,1.037,0.412,0.235,43.911,0.888,1.757,0.569,0.848,300,224
39,3X_60_largestArea.tif,0.078,1.037,0.400,0.248,164.080,0.909,1.612,0.620,0.878,311,232
40,3X_60_largestArea.tif,0.847,6.057,2.095,0.515,116.154,0.290,4.070,0.246,0.535,398,242
41,3X_60_largestArea.tif,0.653,5.421,1.715,0.485,44.848,0.279,3.536,0.283,0.566,209,247
42,3X_60_largestArea.tif,0.868,7.665,1.555,0.711,32.119,0.186,2.188,0.457,0.452,369,250
43,3X_60_largestArea.tif,0.043,0.712,0.260,0.213,109.605,1.000,1.222,0.818,0.906,386,250
44,3X_60_largestArea.tif,0.121,1.268,0.455,0.339,169.258,0.948,1.342,0.745,0.899,221,254
45,3X_60_largestArea.tif,0.295,3.282,0.913,0.411,168.108,0.344,2.219,0.451,0.562,288,257
46,3X_60_largestArea.tif,0.080,1.012,0.370,0.274,140.100,0.976,1.349,0.742,0.871,157,265
47,3X_60_largestArea.tif,0.109,1.353,0.573,0.241,64.257,0.746,2.374,0.421,0.882,401,266
48,3X_60_largestArea.tif,0.114,1.243,0.473,0.307,52.163,0.928,1.544,0.648,0.900,203,276
49,3X_60_largestArea.tif,0.441,3.521,1.150,0.489,178.556,0.448,2.351,0.425,0.769,288,279
50,3X_60_largestArea.tif,0.427,4.352,1.016,0.535,118.992,0.283,1.899,0.527,0.527,394,284
51,3X_60_largestArea.tif,1.272,9.612,2.262,0.716,172.580,0.173,3.159,0.317,0.431,271,294
52,3X_60_largestArea.tif,0.134,1.543,0.662,0.258,46.240,0.706,2.570,0.389,0.831,353,294
53,3X_60_largestArea.tif,0.528,4.749,1.172,0.574,78.664,0.294,2.042,0.490,0.550,334,297
54,3X_60_largestArea.tif,0.156,1.508,0.547,0.362,6.033,0.860,1.509,0.663,0.887,349,309
55,3X_60_largestArea.tif,5.435,35.599,3.759,1.841,16.694,0.054,2.042,0.490,0.319,369,312
56,3X_60_largestArea.tif,0.221,2.220,0.978,0.288,31.045,0.563,3.400,0.294,0.850,314,320
57,3X_60_largestArea.tif,0.237,1.909,0.678,0.445,6.395,0.818,1.522,0.657,0.913,216,327
58,3X_60_largestArea.tif,0.250,2.135,0.886,0.359,48.157,0.689,2.470,0.405,0.871,406,333
59,3X_60_largestArea.tif,0.114,1.268,0.445,0.326,86.371,0.892,1.366,0.732,0.881,228,354
60,3X_60_largestArea.tif,0.175,1.749,0.690,0.324,48.575,0.721,2.132,0.469,0.858,360,360
61,3X_60_largestArea.tif,0.183,2.064,0.861,0.270,122.191,0.539,3.189,0.314,0.792,292,362
62,3X_60_largestArea.tif,0.185,1.628,0.601,0.391,40.343,0.875,1.535,0.652,0.899,290,375
63,3X_60_largestArea.tif,0.387,2.996,1.280,0.385,117.454,0.542,3.325,0.301,0.849,279,392
64,3X_60_largestArea.tif,0.451,4.400,2.020,0.284,135.732,0.292,7.114,0.141,0.687,299,416
