 ,Label,Area,Perim.,Major,Minor,Angle,Circ.,AR,Round,Solidity,XStart,YStart
1,3X_06_largestArea.tif,0.993,7.159,1.986,0.637,40.275,0.244,3.119,0.321,0.537,563,77
2,3X_06_largestArea.tif,4.880,30.487,2.993,2.076,166.037,0.066,1.442,0.694,0.358,580,84
3,3X_06_largestArea.tif,0.351,2.950,1.195,0.374,92.386,0.507,3.197,0.313,0.810,602,100
4,3X_06_largestArea.tif,0.051,1.062,0.471,0.137,25.460,0.564,3.442,0.291,0.767,515,113
5,3X_06_largestArea.tif,0.083,1.473,0.667,0.159,28.319,0.482,4.195,0.238,0.773,553,116
6,3X_06_largestArea.tif,0.389,3.437,1.564,0.317,33.410,0.414,4.938,0.203,0.786,517,119
7,3X_06_largestArea.tif,0.282,3.367,1.379,0.261,44.160,0.313,5.289,0.189,0.611,499,120
8,3X_06_largestArea.tif,0.744,5.170,2.097,0.452,26.854,0.350,4.643,0.215,0.662,442,124
9,3X_06_largestArea.tif,0.067,0.942,0.303,0.282,30.687,0.948,1.074,0.931,0.881,580,124
10,3X_06_largestArea.tif,0.346,2.379,0.939,0.468,126.656,0.767,2.005,0.499,0.916,608,130
11,3X_06_largestArea.tif,0.123,1.268,0.441,0.356,61.158,0.962,1.239,0.807,0.901,425,142
12,3X_06_largestArea.tif,7.818,46.445,5.118,1.945,27.473,0.046,2.632,0.380,0.386,504,142
13,3X_06_largestArea.tif,0.092,1.122,0.425,0.277,158.686,0.921,1.536,0.651,0.887,565,142
14,3X_06_largestArea.tif,0.058,0.882,0.334,0.221,98.142,0.936,1.514,0.661,0.901,555,146
15,3X_06_largestArea.tif,0.130,1.317,0.423,0.392,116.864,0.943,1.079,0.927,0.911,497,159
16,3X_06_largestArea.tif,0.177,1.788,0.759,0.298,16.994,0.697,2.550,0.392,0.871,318,166
17,3X_06_largestArea.tif,0.054,0.857,0.286,0.241,78.460,0.929,1.186,0.843,0.857,539,168
18,3X_06_largestArea.tif,0.367,3.346,1.453,0.322,21.800,0.412,4.514,0.222,0.810,528,183
19,3X_06_largestArea.tif,0.327,2.149,0.779,0.535,42.030,0.891,1.455,0.687,0.923,626,184
20,3X_06_largestArea.tif,0.224,1.944,0.713,0.401,109.442,0.746,1.780,0.562,0.858,399,188
21,3X_06_largestArea.tif,0.022,0.506,0.188,0.147,147.933,1.000,1.281,0.780,0.857,435,193
22,3X_06_largestArea.tif,0.769,5.421,2.263,0.433,145.015,0.329,5.230,0.191,0.629,447,193
23,3X_06_largestArea.tif,2.746,16.204,2.289,1.527,22.106,0.131,1.499,0.667,0.386,431,219
24,3X_06_largestArea.tif,0.163,1.523,0.573,0.362,108.851,0.882,1.585,0.631,0.909,539,229
