 ,Label,Area,Perim.,Major,Minor,Angle,Circ.,AR,Round,Solidity,XStart,YStart
1,3X_27_largestArea.tif,0.123,1.328,0.470,0.333,27.588,0.877,1.411,0.708,0.877,403,29
2,3X_27_largestArea.tif,0.870,5.300,2.214,0.500,141.939,0.389,4.425,0.226,0.738,316,72
3,3X_27_largestArea.tif,0.331,2.529,1.011,0.417,0.864,0.651,2.426,0.412,0.910,399,88
4,3X_27_largestArea.tif,8.348,44.162,4.131,2.573,127.602,0.054,1.605,0.623,0.461,379,100
5,3X_27_largestArea.tif,5.214,13.088,2.637,2.518,22.659,0.383,1.047,0.955,0.718,319,102
6,3X_27_largestArea.tif,0.327,2.805,1.248,0.334,159.459,0.523,3.734,0.268,0.808,278,117
7,3X_27_largestArea.tif,0.150,2.004,0.711,0.269,136.029,0.470,2.642,0.378,0.716,261,136
8,3X_27_largestArea.tif,0.488,5.104,1.490,0.417,10.930,0.236,3.570,0.280,0.514,185,142
9,3X_27_largestArea.tif,0.156,1.438,0.526,0.377,138.042,0.946,1.397,0.716,0.925,436,148
10,3X_27_largestArea.tif,0.065,1.218,0.470,0.177,22.351,0.552,2.658,0.376,0.706,265,152
11,3X_27_largestArea.tif,2.450,11.199,2.425,1.286,118.490,0.245,1.885,0.531,0.650,248,162
12,3X_27_largestArea.tif,4.326,17.827,3.752,1.468,140.627,0.171,2.555,0.391,0.514,156,170
13,3X_27_largestArea.tif,0.118,1.268,0.436,0.344,96.806,0.920,1.268,0.788,0.897,492,186
14,3X_27_largestArea.tif,0.112,1.583,0.676,0.211,22.053,0.563,3.200,0.312,0.800,102,188
15,3X_27_largestArea.tif,0.271,1.969,0.651,0.531,25.833,0.880,1.227,0.815,0.906,309,207
16,3X_27_largestArea.tif,22.831,113.503,12.422,2.340,142.010,0.022,5.308,0.188,0.286,284,209
17,3X_27_largestArea.tif,3.861,19.098,7.926,0.620,121.962,0.133,12.779,0.078,0.547,506,215
18,3X_27_largestArea.tif,0.521,2.855,0.946,0.701,100.426,0.804,1.348,0.742,0.914,496,221
19,3X_27_largestArea.tif,0.114,1.423,0.559,0.260,26.602,0.707,2.153,0.464,0.818,143,223
20,3X_27_largestArea.tif,0.174,1.678,0.640,0.346,19.191,0.775,1.849,0.541,0.893,326,230
21,3X_27_largestArea.tif,0.564,3.477,1.387,0.518,55.532,0.587,2.676,0.374,0.797,347,237
22,3X_27_largestArea.tif,0.157,1.508,0.505,0.397,131.662,0.870,1.274,0.785,0.879,552,316
23,3X_27_largestArea.tif,0.619,4.458,1.228,0.641,134.132,0.391,1.915,0.522,0.633,543,325
24,3X_27_largestArea.tif,0.130,1.753,0.738,0.225,177.996,0.533,3.283,0.305,0.791,546,374
25,3X_27_largestArea.tif,0.970,6.597,1.874,0.659,73.614,0.280,2.843,0.352,0.578,582,377
26,3X_27_largestArea.tif,0.031,0.591,0.222,0.176,164.828,1.000,1.263,0.792,0.919,564,379
27,3X_27_largestArea.tif,0.177,1.593,0.515,0.438,141.153,0.878,1.175,0.851,0.891,541,384
28,3X_27_largestArea.tif,0.175,1.728,0.570,0.392,35.991,0.738,1.452,0.689,0.855,522,390
29,3X_27_largestArea.tif,0.119,1.377,0.543,0.280,176.423,0.791,1.941,0.515,0.880,404,392
30,3X_27_largestArea.tif,0.174,2.050,0.935,0.237,140.006,0.520,3.950,0.253,0.797,424,392
31,3X_27_largestArea.tif,0.282,2.139,0.845,0.425,106.853,0.775,1.989,0.503,0.910,607,393
32,3X_27_largestArea.tif,1.688,10.650,1.834,1.172,65.985,0.187,1.566,0.639,0.468,598,403
33,3X_27_largestArea.tif,0.022,0.506,0.188,0.147,57.933,1.000,1.281,0.780,0.857,516,405
34,3X_27_largestArea.tif,0.132,1.487,0.546,0.308,15.819,0.750,1.776,0.563,0.874,534,406
35,3X_27_largestArea.tif,0.025,0.556,0.232,0.139,172.839,1.000,1.662,0.602,0.966,521,415
36,3X_27_largestArea.tif,0.291,1.989,0.638,0.581,162.693,0.925,1.098,0.911,0.910,624,447
