 ,Label,Area,Perim.,Major,Minor,Angle,Circ.,AR,Round,Solidity,XStart,YStart
1,3X_11_largestArea.tif,12.308,51.565,7.619,2.057,71.906,0.058,3.704,0.270,0.336,663,52
2,3X_11_largestArea.tif,0.253,2.410,1.089,0.296,46.880,0.548,3.675,0.272,0.809,650,110
3,3X_11_largestArea.tif,0.076,1.268,0.493,0.196,67.904,0.594,2.517,0.397,0.757,629,142
4,3X_11_largestArea.tif,9.513,55.634,4.345,2.788,48.076,0.039,1.559,0.642,0.276,718,169
5,3X_11_largestArea.tif,0.271,2.309,0.910,0.380,86.350,0.640,2.396,0.417,0.862,599,174
6,3X_11_largestArea.tif,0.593,2.865,0.975,0.775,109.384,0.909,1.259,0.794,0.947,667,194
7,3X_11_largestArea.tif,0.029,0.591,0.218,0.169,85.163,1.000,1.292,0.774,0.889,607,205
8,3X_11_largestArea.tif,2.291,10.841,2.807,1.039,16.001,0.245,2.703,0.370,0.543,566,243
9,3X_11_largestArea.tif,0.076,1.002,0.319,0.303,174.418,0.951,1.053,0.950,0.884,95,244
10,3X_11_largestArea.tif,0.062,0.917,0.335,0.234,51.573,0.919,1.435,0.697,0.861,485,249
11,3X_11_largestArea.tif,5.080,25.616,4.131,1.566,165.183,0.097,2.638,0.379,0.454,98,254
12,3X_11_largestArea.tif,0.304,2.475,0.820,0.472,33.252,0.624,1.735,0.576,0.800,445,265
13,3X_11_largestArea.tif,0.451,3.336,1.406,0.408,19.475,0.509,3.445,0.290,0.798,488,271
14,3X_11_largestArea.tif,0.112,1.207,0.416,0.343,82.757,0.967,1.211,0.826,0.899,689,275
15,3X_11_largestArea.tif,4.577,25.212,5.057,1.153,172.719,0.090,4.387,0.228,0.398,552,287
16,3X_11_largestArea.tif,0.063,0.892,0.320,0.252,178.416,1.000,1.271,0.787,0.875,361,289
17,3X_11_largestArea.tif,0.076,1.232,0.541,0.179,169.825,0.629,3.028,0.330,0.832,453,290
18,3X_11_largestArea.tif,0.098,1.292,0.560,0.222,8.211,0.735,2.523,0.396,0.857,343,293
19,3X_11_largestArea.tif,0.829,6.375,2.858,0.369,11.968,0.256,7.743,0.129,0.707,319,294
20,3X_11_largestArea.tif,0.092,1.568,0.632,0.186,57.539,0.471,3.401,0.294,0.694,400,294
21,3X_11_largestArea.tif,0.259,1.909,0.703,0.469,134.610,0.893,1.498,0.667,0.920,501,295
22,3X_11_largestArea.tif,0.423,2.960,1.198,0.450,150.422,0.607,2.661,0.376,0.848,182,305
23,3X_11_largestArea.tif,1.402,10.923,2.947,0.606,4.337,0.148,4.864,0.206,0.512,355,305
24,3X_11_largestArea.tif,0.653,4.162,1.852,0.449,14.519,0.474,4.125,0.242,0.892,247,315
25,3X_11_largestArea.tif,0.499,3.877,1.114,0.571,143.005,0.417,1.952,0.512,0.659,436,321
26,3X_11_largestArea.tif,0.867,5.010,2.244,0.492,143.668,0.434,4.563,0.219,0.805,573,341
27,3X_11_largestArea.tif,0.914,6.336,2.230,0.522,174.490,0.286,4.273,0.234,0.633,643,351
28,3X_11_largestArea.tif,0.317,3.207,1.523,0.265,140.965,0.387,5.757,0.174,0.754,848,414
29,3X_11_largestArea.tif,0.776,6.332,2.583,0.383,161.770,0.243,6.753,0.148,0.617,875,446
30,3X_11_largestArea.tif,1.831,8.721,2.347,0.993,153.413,0.303,2.362,0.423,0.764,877,464
31,3X_11_largestArea.tif,0.148,1.413,0.468,0.404,99.500,0.934,1.158,0.864,0.896,935,503
