 ,Label,Area,Perim.,Major,Minor,Angle,Circ.,AR,Round,Solidity,XStart,YStart
1,3X_14_largestArea.tif,7.389,21.670,4.234,2.222,73.907,0.198,1.906,0.525,0.571,161,76
2,3X_14_largestArea.tif,0.147,1.388,0.449,0.416,159.590,0.956,1.080,0.926,0.900,192,113
3,3X_14_largestArea.tif,34.251,56.442,8.208,5.313,95.286,0.135,1.545,0.647,0.682,198,132
4,3X_14_largestArea.tif,0.405,2.780,0.939,0.549,122.275,0.659,1.710,0.585,0.884,95,137
5,3X_14_largestArea.tif,0.051,0.797,0.289,0.223,8.007,1.000,1.292,0.774,0.903,151,138
6,3X_14_largestArea.tif,0.022,0.531,0.184,0.151,124.722,0.967,1.218,0.821,0.889,81,144
7,3X_14_largestArea.tif,0.537,5.190,1.318,0.519,58.082,0.251,2.538,0.394,0.529,69,181
8,3X_14_largestArea.tif,0.181,1.718,0.685,0.336,20.765,0.771,2.037,0.491,0.913,59,184
9,3X_14_largestArea.tif,0.271,1.944,0.677,0.510,58.663,0.903,1.326,0.754,0.915,140,186
10,3X_14_largestArea.tif,0.906,6.062,1.473,0.783,152.010,0.310,1.881,0.532,0.603,291,252
11,3X_14_largestArea.tif,4.478,17.158,4.011,1.421,126.944,0.191,2.822,0.354,0.528,316,281
12,3X_14_largestArea.tif,1.089,6.412,2.279,0.609,29.462,0.333,3.744,0.267,0.636,265,332
13,3X_14_largestArea.tif,1.639,8.076,2.348,0.889,111.305,0.316,2.642,0.378,0.771,385,389
14,3X_14_largestArea.tif,0.394,2.780,1.062,0.473,87.523,0.641,2.247,0.445,0.837,202,405
15,3X_14_largestArea.tif,4.673,15.613,2.839,2.096,29.349,0.241,1.355,0.738,0.665,405,447
16,3X_14_largestArea.tif,1.498,11.017,2.063,0.925,124.064,0.155,2.231,0.448,0.564,258,470
17,3X_14_largestArea.tif,0.029,0.591,0.240,0.153,148.039,1.000,1.568,0.638,0.914,234,480
18,3X_14_largestArea.tif,1.315,5.740,1.732,0.967,95.562,0.502,1.792,0.558,0.822,293,493
19,3X_14_largestArea.tif,0.590,3.106,0.967,0.777,25.818,0.768,1.244,0.804,0.906,345,521
20,3X_14_largestArea.tif,0.031,0.676,0.264,0.148,19.802,0.845,1.781,0.561,0.850,410,522
21,3X_14_largestArea.tif,0.250,3.502,0.746,0.426,5.018,0.256,1.751,0.571,0.526,274,527
