Slice,Count,Total Area,Average Size,%Area,Mean,Perim.,Major,Minor,Angle,Circ.,Solidity
o_37_FinalTH.tif,74,26.507,0.358,2.535,0,2.857,0.989,0.436,92.393,0.656,0.804
