Slice,Count,Total Area,Average Size,%Area,Mean,Perim.,Major,Minor,Angle,Circ.,Solidity
o_40_FinalTH.tif,64,16.571,0.259,2.725,0,2.150,0.817,0.379,91.723,0.740,0.852
