 ,Area,Mean,Min,Max,Perim.,Major,Minor,Angle,Circ.,AR,Round,Solidity,XStart,YStart
1,1.102,255.000,255,255,4.829,1.553,0.903,45.831,0.594,1.720,0.581,0.833,318,34
2,0.389,255.000,255,255,2.404,0.732,0.676,67.926,0.846,1.083,0.923,0.915,496,60
3,0.602,255.000,255,255,3.021,1.131,0.678,50.102,0.830,1.667,0.600,0.937,397,78
4,0.490,255.000,255,255,2.610,0.885,0.705,53.556,0.905,1.255,0.797,0.939,267,88
5,0.534,255.000,255,255,2.805,1.079,0.630,176.318,0.853,1.714,0.583,0.939,364,135
6,0.501,255.000,255,255,2.705,0.845,0.755,127.058,0.861,1.120,0.893,0.923,302,137
7,1.346,255.000,255,255,7.128,2.014,0.851,98.211,0.333,2.366,0.423,0.644,366,153
8,0.423,255.000,255,255,2.454,0.874,0.617,97.971,0.883,1.417,0.706,0.936,495,155
9,1.751,255.000,255,255,8.045,2.217,1.006,175.157,0.340,2.204,0.454,0.649,504,177
10,3.503,254.737,0,255,16.489,2.415,1.847,118.390,0.162,1.308,0.765,0.537,422,180
11,1.927,255.000,255,255,10.045,1.649,1.488,30.252,0.240,1.108,0.902,0.605,345,182
12,0.270,255.000,255,255,1.894,0.603,0.569,177.635,0.944,1.061,0.943,0.917,506,203
13,0.208,255.000,255,255,1.979,0.825,0.321,155.838,0.668,2.569,0.389,0.855,698,203
14,0.718,255.000,255,255,3.591,1.434,0.638,104.118,0.700,2.248,0.445,0.918,213,204
15,0.827,255.000,255,255,3.832,1.556,0.676,107.425,0.708,2.301,0.435,0.909,270,211
16,0.617,255.000,255,255,3.155,1.156,0.679,93.936,0.779,1.703,0.587,0.933,302,222
17,0.946,255.000,255,255,4.759,1.872,0.643,73.661,0.525,2.910,0.344,0.774,517,248
18,0.505,255.000,255,255,2.660,0.935,0.687,91.585,0.897,1.360,0.735,0.941,346,251
19,0.335,255.000,255,255,2.610,1.065,0.400,154.918,0.618,2.664,0.375,0.819,427,254
20,1.854,255.000,255,255,10.835,1.592,1.483,50.211,0.198,1.073,0.932,0.546,541,254
21,0.760,255.000,255,255,3.392,1.183,0.818,21.044,0.830,1.447,0.691,0.923,225,255
22,0.490,255.000,255,255,3.367,1.330,0.470,34.843,0.544,2.832,0.353,0.804,293,259
23,0.324,255.000,255,255,2.054,0.659,0.625,138.917,0.965,1.054,0.949,0.937,606,263
24,0.863,255.000,255,255,3.987,1.388,0.792,47.217,0.682,1.753,0.570,0.833,307,267
25,1.979,255.000,255,255,9.904,2.129,1.184,176.069,0.254,1.798,0.556,0.552,454,274
26,0.478,255.000,255,255,2.765,1.112,0.547,31.835,0.785,2.034,0.492,0.921,630,275
27,1.176,255.000,255,255,6.867,2.606,0.575,166.369,0.313,4.535,0.220,0.721,330,277
28,1.214,255.000,255,255,5.676,1.919,0.805,174.582,0.474,2.383,0.420,0.741,248,294
29,3.400,255.000,255,255,15.694,2.636,1.642,129.015,0.173,1.605,0.623,0.568,612,297
30,0.268,255.000,255,255,1.944,0.624,0.546,178.923,0.891,1.143,0.875,0.908,287,298
31,0.762,255.000,255,255,4.087,1.653,0.587,98.027,0.573,2.818,0.355,0.838,313,298
32,0.203,255.000,255,255,1.738,0.668,0.386,146.646,0.843,1.731,0.578,0.896,580,299
33,1.084,255.000,255,255,6.717,1.326,1.041,2.522,0.302,1.273,0.785,0.625,500,302
34,2.164,255.000,255,255,11.281,3.175,0.868,84.541,0.214,3.660,0.273,0.633,366,303
35,1.114,255.000,255,255,5.680,1.641,0.864,34.446,0.434,1.899,0.527,0.709,538,310
36,0.389,255.000,255,255,2.284,0.786,0.630,50.193,0.937,1.247,0.802,0.939,415,312
37,0.407,255.000,255,255,2.425,0.872,0.595,34.388,0.870,1.465,0.682,0.916,424,328
38,0.778,255.000,255,255,3.392,1.175,0.843,40.169,0.850,1.394,0.717,0.933,587,328
39,0.317,255.000,255,255,2.064,0.673,0.599,124.897,0.934,1.124,0.890,0.916,469,330
40,0.465,255.000,255,255,2.726,1.108,0.534,134.309,0.786,2.074,0.482,0.915,487,330
41,0.724,255.000,255,255,4.008,1.646,0.560,52.797,0.566,2.942,0.340,0.858,329,333
42,1.006,255.000,255,255,4.423,1.271,1.008,99.483,0.646,1.260,0.793,0.832,202,342
43,0.979,254.529,0,255,4.678,1.265,0.985,15.168,0.562,1.284,0.779,0.785,546,347
44,0.226,255.000,255,255,1.873,0.716,0.402,91.511,0.810,1.781,0.562,0.943,611,347
45,0.402,255.000,255,255,2.560,0.943,0.543,70.998,0.770,1.738,0.576,0.899,726,349
46,0.720,255.000,255,255,3.427,1.335,0.687,47.265,0.770,1.943,0.515,0.916,441,355
47,0.541,255.000,255,255,3.516,1.456,0.473,72.228,0.550,3.079,0.325,0.834,581,356
48,0.481,255.000,255,255,2.560,0.862,0.711,124.506,0.923,1.211,0.825,0.940,122,365
49,1.949,255.000,255,255,8.531,2.421,1.025,155.506,0.336,2.362,0.423,0.593,249,365
