 ,Area,Mean,Min,Max,Perim.,Major,Minor,Angle,Circ.,AR,Round,Solidity,XStart,YStart
1,0.264,255.000,255,255,1.909,0.678,0.496,48.560,0.911,1.367,0.732,0.927,548,0
2,0.637,255.000,255,255,3.541,1.096,0.740,165.791,0.638,1.481,0.675,0.877,601,0
3,0.376,255.000,255,255,2.790,0.835,0.574,46.153,0.607,1.456,0.687,0.854,441,9
4,0.378,255.000,255,255,2.369,0.728,0.661,64.463,0.847,1.101,0.908,0.911,496,31
5,0.633,255.000,255,255,3.747,1.451,0.556,91.642,0.567,2.612,0.383,0.844,506,70
6,0.912,251.458,0,255,4.213,1.294,0.897,41.192,0.646,1.442,0.693,0.823,354,76
7,1.500,255.000,255,255,5.877,2.410,0.792,126.075,0.546,3.041,0.329,0.822,417,91
8,0.291,255.000,255,255,2.199,0.855,0.434,61.391,0.757,1.969,0.508,0.907,611,134
9,0.458,255.000,255,255,2.585,0.864,0.674,4.398,0.861,1.281,0.780,0.899,800,139
10,0.546,255.000,255,255,2.715,0.926,0.751,156.487,0.931,1.233,0.811,0.941,671,142
11,0.588,255.000,255,255,3.587,1.422,0.527,141.466,0.574,2.699,0.370,0.841,368,144
12,1.379,255.000,255,255,5.240,1.813,0.968,179.024,0.631,1.873,0.534,0.837,757,147
13,1.617,255.000,255,255,7.244,2.664,0.773,126.183,0.387,3.446,0.290,0.690,575,149
14,0.275,255.000,255,255,2.050,0.653,0.536,28.628,0.823,1.217,0.822,0.874,149,156
15,0.934,255.000,255,255,4.143,1.294,0.918,76.333,0.684,1.409,0.710,0.855,276,166
16,0.901,255.000,255,255,3.867,1.444,0.795,104.977,0.757,1.817,0.550,0.922,155,170
17,0.382,255.000,255,255,2.284,0.728,0.667,46.249,0.920,1.092,0.916,0.944,408,175
18,0.320,255.000,255,255,2.099,0.652,0.625,28.030,0.913,1.044,0.958,0.908,774,180
19,1.100,255.000,255,255,4.859,1.898,0.738,168.049,0.586,2.573,0.389,0.855,340,183
20,0.440,255.000,255,255,2.489,0.862,0.650,87.797,0.891,1.326,0.754,0.933,805,184
21,4.975,255.000,255,255,24.799,2.944,2.152,137.114,0.102,1.368,0.731,0.418,627,193
22,2.542,255.000,255,255,13.020,2.357,1.373,94.654,0.188,1.717,0.582,0.546,582,196
23,0.257,255.000,255,255,1.873,0.638,0.513,90.648,0.920,1.243,0.804,0.928,466,203
24,0.418,255.000,255,255,2.390,0.821,0.648,39.870,0.920,1.267,0.789,0.935,757,209
25,0.262,255.000,255,255,2.319,0.859,0.389,18.582,0.613,2.209,0.453,0.795,592,222
26,1.831,255.000,255,255,8.821,1.995,1.169,16.940,0.296,1.707,0.586,0.651,466,227
27,0.510,255.000,255,255,2.770,1.029,0.631,87.996,0.836,1.630,0.613,0.948,422,229
28,0.650,255.000,255,255,3.126,1.182,0.700,54.689,0.835,1.689,0.592,0.930,730,232
29,0.409,255.000,255,255,2.790,0.974,0.534,172.145,0.660,1.823,0.548,0.840,877,239
30,0.496,255.000,255,255,3.321,1.223,0.516,0.116,0.565,2.370,0.422,0.790,741,252
31,1.324,255.000,255,255,5.549,2.186,0.772,12.522,0.540,2.833,0.353,0.857,393,263
32,0.744,255.000,255,255,3.406,1.220,0.776,33.997,0.805,1.572,0.636,0.923,52,268
33,1.536,255.000,255,255,8.329,1.907,1.025,158.342,0.278,1.860,0.538,0.617,544,268
34,0.865,255.000,255,255,3.537,1.237,0.890,29.156,0.869,1.389,0.720,0.939,969,269
35,0.358,255.000,255,255,2.174,0.770,0.592,15.079,0.952,1.301,0.768,0.943,475,273
36,0.499,255.000,255,255,2.610,0.890,0.714,48.736,0.921,1.246,0.803,0.944,836,275
37,1.149,255.000,255,255,5.064,1.660,0.881,15.948,0.563,1.884,0.531,0.783,682,280
38,1.040,255.000,255,255,4.960,2.013,0.658,36.174,0.531,3.060,0.327,0.811,495,282
39,2.122,255.000,255,255,11.194,2.855,0.947,9.466,0.213,3.015,0.332,0.563,315,284
40,0.441,255.000,255,255,2.560,0.789,0.712,2.620,0.847,1.108,0.902,0.905,133,287
41,3.870,255.000,255,255,18.578,3.268,1.508,53.189,0.141,2.167,0.461,0.524,421,289
42,0.633,255.000,255,255,3.045,1.102,0.732,65.679,0.858,1.506,0.664,0.941,772,298
43,0.682,255.000,255,255,3.191,1.224,0.709,20.099,0.842,1.726,0.580,0.948,746,299
44,0.546,255.000,255,255,2.730,0.883,0.788,88.304,0.921,1.121,0.892,0.942,701,300
45,0.640,255.000,255,255,3.983,1.413,0.577,25.439,0.507,2.449,0.408,0.756,544,303
46,1.797,255.000,255,255,11.547,1.962,1.166,1.237,0.169,1.683,0.594,0.504,600,306
47,0.447,255.000,255,255,2.475,0.867,0.656,68.574,0.917,1.321,0.757,0.930,497,308
48,1.916,255.000,255,255,8.541,2.727,0.895,43.333,0.330,3.049,0.328,0.620,342,312
49,1.315,255.000,255,255,6.827,2.003,0.836,177.433,0.355,2.395,0.418,0.627,199,314
50,0.546,255.000,255,255,2.780,0.976,0.713,58.996,0.888,1.370,0.730,0.947,567,317
51,0.830,255.000,255,255,3.923,1.310,0.807,177.511,0.678,1.623,0.616,0.846,673,322
52,1.256,254.265,0,255,6.381,1.658,0.964,109.517,0.387,1.719,0.582,0.710,268,327
53,0.384,255.000,255,255,2.415,0.910,0.537,27.913,0.827,1.694,0.590,0.916,296,327
54,1.827,255.000,255,255,7.074,2.200,1.058,113.414,0.459,2.080,0.481,0.741,760,331
55,0.526,255.000,255,255,2.765,1.001,0.670,37.220,0.865,1.494,0.669,0.925,708,332
56,0.854,255.000,255,255,4.047,1.450,0.750,147.819,0.655,1.932,0.517,0.834,834,333
57,2.142,228.294,0,255,7.493,2.473,1.103,165.064,0.479,2.242,0.446,0.821,64,334
58,0.337,255.000,255,255,2.174,0.703,0.610,40.218,0.895,1.153,0.867,0.910,35,338
59,0.284,255.000,255,255,2.019,0.725,0.499,88.648,0.876,1.454,0.688,0.929,647,341
60,0.760,255.000,255,255,4.132,1.630,0.594,25.619,0.559,2.746,0.364,0.810,466,347
61,1.228,255.000,255,255,6.101,1.877,0.833,145.556,0.415,2.252,0.444,0.666,964,347
62,0.365,255.000,255,255,2.234,0.729,0.639,56.517,0.920,1.141,0.876,0.924,890,352
63,0.382,255.000,255,255,2.259,0.756,0.643,25.731,0.940,1.175,0.851,0.938,495,353
64,0.758,255.000,255,255,4.809,1.569,0.615,110.498,0.412,2.551,0.392,0.740,340,357
65,0.559,255.000,255,255,2.900,0.974,0.731,40.688,0.835,1.332,0.751,0.922,583,357
66,0.255,255.000,255,255,1.884,0.608,0.534,30.696,0.904,1.139,0.878,0.907,855,358
67,1.064,255.000,255,255,5.315,2.187,0.619,50.088,0.473,3.532,0.283,0.805,911,359
68,1.350,255.000,255,255,6.311,2.662,0.646,109.986,0.426,4.123,0.243,0.805,486,368
69,0.248,255.000,255,255,1.848,0.620,0.509,12.953,0.912,1.217,0.822,0.913,604,369
70,1.064,255.000,255,255,5.340,1.903,0.712,132.374,0.469,2.674,0.374,0.814,147,374
71,2.614,255.000,255,255,13.931,3.350,0.994,37.386,0.169,3.371,0.297,0.543,272,383
72,1.417,255.000,255,255,6.637,1.999,0.902,39.180,0.404,2.215,0.451,0.733,332,385
73,0.422,255.000,255,255,2.365,0.767,0.699,111.777,0.947,1.097,0.911,0.934,572,385
74,0.206,255.000,255,255,1.678,0.562,0.467,71.501,0.920,1.204,0.830,0.912,515,387
75,0.288,255.000,255,255,2.340,0.679,0.540,81.322,0.660,1.257,0.795,0.862,648,387
76,2.699,255.000,255,255,14.787,2.825,1.217,58.268,0.155,2.322,0.431,0.567,927,387
77,0.423,255.000,255,255,2.415,0.852,0.633,48.926,0.912,1.347,0.742,0.927,221,393
78,0.602,255.000,255,255,3.010,1.123,0.683,63.214,0.836,1.643,0.609,0.937,438,395
79,3.172,255.000,255,255,15.484,3.241,1.246,25.178,0.166,2.602,0.384,0.519,874,399
80,0.548,255.000,255,255,3.827,1.330,0.525,22.700,0.470,2.535,0.394,0.709,377,400
81,1.073,255.000,255,255,5.205,1.788,0.764,36.891,0.498,2.341,0.427,0.765,410,406
82,0.441,255.000,255,255,2.440,0.888,0.633,33.860,0.932,1.404,0.712,0.942,349,407
83,0.206,255.000,255,255,1.643,0.530,0.495,26.548,0.960,1.070,0.935,0.919,799,409
84,0.270,255.000,255,255,1.884,0.630,0.545,16.600,0.955,1.156,0.865,0.928,620,411
85,0.313,255.000,255,255,2.415,0.935,0.426,131.572,0.675,2.193,0.456,0.846,277,413
86,0.925,255.000,255,255,4.027,1.535,0.767,167.820,0.716,2.002,0.499,0.902,56,427
87,0.223,255.000,255,255,1.823,0.642,0.441,142.839,0.841,1.456,0.687,0.888,623,428
88,0.986,255.000,255,255,6.408,1.666,0.753,23.119,0.302,2.212,0.452,0.620,306,433
89,1.355,255.000,255,255,5.900,1.811,0.953,124.902,0.489,1.901,0.526,0.743,155,444
90,0.282,255.000,255,255,1.969,0.660,0.545,54.408,0.915,1.212,0.825,0.915,600,445
91,0.250,255.000,255,255,1.848,0.623,0.510,51.693,0.918,1.222,0.818,0.920,250,446
92,0.246,255.000,255,255,1.799,0.579,0.541,86.116,0.956,1.071,0.933,0.919,183,448
93,0.546,255.000,255,255,4.087,1.355,0.513,58.170,0.411,2.639,0.379,0.716,351,449
94,0.669,255.000,255,255,3.751,1.294,0.659,79.448,0.598,1.964,0.509,0.808,207,451
95,0.545,255.000,255,255,3.757,1.301,0.533,113.433,0.485,2.442,0.410,0.766,845,451
96,0.288,255.000,255,255,1.958,0.611,0.600,27.304,0.943,1.019,0.982,0.938,572,453
97,0.492,255.000,255,255,2.660,0.922,0.679,89.070,0.874,1.358,0.737,0.938,234,456
