 ,Area,Mean,Min,Max,Perim.,Major,Minor,Angle,Circ.,AR,Round,Solidity,XStart,YStart
1,0.575,255.000,255,255,3.056,0.963,0.760,143.507,0.774,1.267,0.789,0.918,595,31
2,0.217,255.000,255,255,2.344,0.667,0.414,104.664,0.496,1.610,0.621,0.803,838,44
3,0.503,255.000,255,255,2.620,0.826,0.775,1.912,0.921,1.066,0.938,0.931,673,46
4,0.237,255.000,255,255,1.838,0.613,0.492,6.063,0.882,1.245,0.803,0.929,777,48
5,0.521,255.000,255,255,2.645,0.902,0.735,108.522,0.936,1.227,0.815,0.943,632,53
6,0.409,255.000,255,255,2.309,0.746,0.698,80.569,0.964,1.069,0.935,0.950,604,58
7,0.465,255.000,255,255,2.730,1.031,0.574,148.763,0.784,1.795,0.557,0.911,560,64
8,0.718,255.000,255,255,3.917,1.664,0.550,15.393,0.588,3.026,0.330,0.876,526,75
9,0.669,255.000,255,255,3.236,1.027,0.830,29.834,0.803,1.236,0.809,0.898,721,80
10,0.753,255.000,255,255,3.873,1.676,0.572,35.372,0.631,2.933,0.341,0.893,487,81
11,0.545,255.000,255,255,3.076,1.260,0.550,38.353,0.723,2.290,0.437,0.887,616,84
12,0.445,255.000,255,255,2.550,0.901,0.629,66.643,0.860,1.432,0.698,0.923,445,88
13,1.256,255.000,255,255,5.585,2.329,0.686,21.590,0.506,3.393,0.295,0.823,784,92
14,1.768,255.000,255,255,7.533,2.304,0.977,82.488,0.391,2.358,0.424,0.665,667,94
15,0.525,255.000,255,255,3.016,0.939,0.711,112.849,0.725,1.321,0.757,0.887,320,98
16,0.888,255.000,255,255,4.854,1.933,0.585,126.015,0.474,3.305,0.303,0.755,509,102
17,1.645,255.000,255,255,6.813,2.463,0.850,126.752,0.445,2.898,0.345,0.752,556,104
18,3.296,223.090,0,255,11.777,3.242,1.295,147.163,0.299,2.505,0.399,0.683,440,112
19,0.221,255.000,255,255,1.848,0.705,0.399,12.807,0.812,1.767,0.566,0.900,827,117
20,0.405,255.000,255,255,2.890,1.171,0.441,87.591,0.610,2.656,0.377,0.891,253,123
21,2.184,222.676,0,255,8.896,2.174,1.279,17.589,0.347,1.701,0.588,0.693,868,124
22,3.682,255.000,255,255,17.219,2.680,1.749,77.681,0.156,1.533,0.653,0.477,743,126
23,3.778,255.000,255,255,18.584,2.355,2.042,160.042,0.137,1.153,0.867,0.408,332,133
24,0.935,255.000,255,255,4.749,1.302,0.915,33.308,0.521,1.424,0.702,0.773,610,134
25,2.303,255.000,255,255,9.603,1.899,1.544,113.281,0.314,1.230,0.813,0.674,960,141
26,2.041,255.000,255,255,10.064,1.762,1.475,103.553,0.253,1.194,0.837,0.591,807,143
27,2.971,255.000,255,255,12.022,2.700,1.401,44.617,0.258,1.927,0.519,0.581,287,149
28,0.485,255.000,255,255,3.106,1.004,0.615,141.294,0.632,1.632,0.613,0.808,430,149
29,0.906,255.000,255,255,3.703,1.254,0.920,49.113,0.831,1.363,0.734,0.923,893,153
