 ,Label,Area,Perim.,Major,Minor,Angle,Circ.,AR,Round,Solidity,XStart,YStart
1,1X_41_largestArea.tif,19.829,68.656,6.681,3.779,56.034,0.053,1.768,0.566,0.329,378,92
2,1X_41_largestArea.tif,0.268,1.969,0.671,0.508,34.872,0.868,1.322,0.756,0.908,476,299
3,1X_41_largestArea.tif,0.436,2.705,1.068,0.520,118.481,0.749,2.056,0.486,0.909,446,320
4,1X_41_largestArea.tif,0.729,4.369,1.926,0.482,43.332,0.480,3.996,0.250,0.786,251,340
5,1X_41_largestArea.tif,18.203,67.625,6.441,3.598,99.569,0.050,1.790,0.559,0.405,459,346
6,1X_41_largestArea.tif,0.445,2.454,0.870,0.652,0.438,0.929,1.335,0.749,0.950,429,351
7,1X_41_largestArea.tif,0.261,1.983,0.741,0.448,66.529,0.832,1.655,0.604,0.929,415,373
8,1X_41_largestArea.tif,4.605,16.746,3.673,1.596,107.695,0.206,2.301,0.435,0.578,232,391
9,1X_41_largestArea.tif,0.467,3.462,1.480,0.401,130.759,0.489,3.687,0.271,0.776,161,396
10,1X_41_largestArea.tif,0.248,2.079,0.783,0.403,174.332,0.721,1.944,0.514,0.884,421,402
11,1X_41_largestArea.tif,0.136,1.388,0.528,0.327,119.313,0.885,1.615,0.619,0.893,164,440
12,1X_41_largestArea.tif,2.538,15.177,2.669,1.211,70.085,0.138,2.204,0.454,0.545,125,448
13,1X_41_largestArea.tif,0.575,4.016,1.695,0.432,73.689,0.448,3.922,0.255,0.761,148,455
14,1X_41_largestArea.tif,0.266,2.054,0.752,0.450,14.690,0.792,1.669,0.599,0.888,167,463
15,1X_41_largestArea.tif,2.853,14.780,3.420,1.062,39.847,0.164,3.220,0.311,0.516,408,469
16,1X_41_largestArea.tif,0.181,1.788,0.703,0.327,179.412,0.711,2.148,0.466,0.877,209,470
17,1X_41_largestArea.tif,0.147,1.413,0.472,0.395,25.813,0.923,1.194,0.838,0.895,194,471
18,1X_41_largestArea.tif,0.089,1.122,0.416,0.271,11.719,0.885,1.532,0.653,0.867,156,481
19,1X_41_largestArea.tif,4.798,22.135,3.293,1.855,109.049,0.123,1.775,0.563,0.368,184,483
20,1X_41_largestArea.tif,0.027,0.556,0.198,0.174,135.000,1.000,1.137,0.880,0.968,198,486
21,1X_41_largestArea.tif,1.554,7.854,1.853,1.068,174.229,0.317,1.735,0.576,0.602,265,493
22,1X_41_largestArea.tif,0.022,0.506,0.214,0.129,135.000,1.000,1.651,0.606,0.889,308,504
23,1X_41_largestArea.tif,0.138,1.388,0.460,0.380,30.588,0.897,1.211,0.826,0.879,74,511
24,1X_41_largestArea.tif,2.207,10.443,3.090,0.910,150.088,0.254,3.397,0.294,0.578,239,512
25,1X_41_largestArea.tif,0.423,3.431,1.454,0.371,158.810,0.452,3.921,0.255,0.748,205,514
26,1X_41_largestArea.tif,0.604,3.456,1.295,0.594,152.268,0.636,2.180,0.459,0.827,66,526
27,1X_41_largestArea.tif,0.242,1.788,0.564,0.547,64.096,0.953,1.031,0.970,0.927,133,526
28,1X_41_largestArea.tif,1.603,10.821,2.531,0.806,164.256,0.172,3.139,0.319,0.508,304,527
29,1X_41_largestArea.tif,1.903,8.549,2.066,1.173,159.831,0.327,1.761,0.568,0.640,110,530
30,1X_41_largestArea.tif,0.458,3.006,1.200,0.486,150.830,0.637,2.473,0.404,0.868,541,541
31,1X_41_largestArea.tif,0.212,1.678,0.541,0.499,171.894,0.944,1.084,0.922,0.914,160,544
32,1X_41_largestArea.tif,0.152,1.774,0.634,0.305,168.229,0.607,2.076,0.482,0.781,252,556
33,1X_41_largestArea.tif,0.206,1.778,0.654,0.402,101.655,0.820,1.627,0.615,0.912,270,559
34,1X_41_largestArea.tif,0.510,3.948,1.669,0.389,147.618,0.411,4.287,0.233,0.735,229,583
35,1X_41_largestArea.tif,1.518,6.801,3.007,0.643,11.617,0.412,4.677,0.214,0.830,168,609
36,1X_41_largestArea.tif,0.072,0.952,0.318,0.290,0.000,1.000,1.094,0.914,0.870,183,621
