 ,Label,Area,Perim.,Major,Minor,Angle,Circ.,AR,Round,Solidity,XStart,YStart
1,1X_38_largestArea.tif,4.467,16.426,3.733,1.524,31.276,0.208,2.450,0.408,0.684,695,84
2,1X_38_largestArea.tif,6.311,32.663,5.110,1.573,159.412,0.074,3.249,0.308,0.334,76,110
3,1X_38_largestArea.tif,1.563,5.390,1.908,1.043,28.744,0.676,1.828,0.547,0.863,251,151
4,1X_38_largestArea.tif,0.628,3.367,1.360,0.588,139.340,0.696,2.315,0.432,0.875,335,152
5,1X_38_largestArea.tif,0.318,2.765,0.940,0.431,120.631,0.523,2.182,0.458,0.730,594,152
6,1X_38_largestArea.tif,1.165,5.205,1.363,1.088,129.175,0.540,1.252,0.799,0.803,521,170
7,1X_38_largestArea.tif,10.224,43.329,4.682,2.780,97.588,0.068,1.684,0.594,0.482,292,172
8,1X_38_largestArea.tif,0.289,3.286,0.908,0.406,169.420,0.337,2.239,0.447,0.700,359,178
9,1X_38_largestArea.tif,0.622,3.045,1.139,0.696,74.999,0.843,1.636,0.611,0.940,138,179
10,1X_38_largestArea.tif,1.353,6.209,2.634,0.654,171.478,0.441,4.026,0.248,0.871,392,179
11,1X_38_largestArea.tif,6.806,31.218,5.631,1.539,23.043,0.088,3.659,0.273,0.394,475,179
12,1X_38_largestArea.tif,0.025,0.531,0.206,0.156,135.000,1.000,1.319,0.758,0.933,276,181
13,1X_38_largestArea.tif,0.154,1.483,0.533,0.367,61.530,0.878,1.452,0.689,0.881,175,201
14,1X_38_largestArea.tif,0.427,3.166,1.089,0.499,176.976,0.535,2.181,0.459,0.797,462,211
15,1X_38_largestArea.tif,0.688,3.931,1.717,0.510,75.656,0.559,3.367,0.297,0.844,85,213
16,1X_38_largestArea.tif,0.284,2.305,0.930,0.389,26.869,0.672,2.393,0.418,0.840,334,218
17,1X_38_largestArea.tif,1.505,8.972,1.783,1.075,61.801,0.235,1.659,0.603,0.635,238,268
18,1X_38_largestArea.tif,0.375,2.274,0.746,0.639,98.279,0.910,1.168,0.856,0.937,347,286
19,1X_38_largestArea.tif,0.121,1.377,0.505,0.306,91.432,0.803,1.652,0.605,0.870,82,303
20,1X_38_largestArea.tif,0.110,1.182,0.394,0.357,128.542,0.992,1.104,0.906,0.897,332,304
21,1X_38_largestArea.tif,1.008,6.562,1.967,0.652,106.873,0.294,3.015,0.332,0.577,97,305
22,1X_38_largestArea.tif,5.782,28.247,5.668,1.299,39.862,0.091,4.364,0.229,0.500,297,326
23,1X_38_largestArea.tif,1.809,7.209,2.439,0.944,70.339,0.437,2.583,0.387,0.746,82,350
24,1X_38_largestArea.tif,2.813,14.883,2.543,1.409,55.589,0.160,1.805,0.554,0.595,198,354
25,1X_38_largestArea.tif,0.116,1.363,0.455,0.324,60.110,0.783,1.405,0.712,0.815,162,355
26,1X_38_largestArea.tif,0.148,1.604,0.656,0.288,34.389,0.725,2.277,0.439,0.804,152,373
27,1X_38_largestArea.tif,6.381,26.835,5.231,1.553,69.926,0.111,3.368,0.297,0.490,121,381
28,1X_38_largestArea.tif,1.728,9.867,2.119,1.038,77.193,0.223,2.042,0.490,0.550,140,413
