 ,Label,Area,Perim.,Major,Minor,Angle,Circ.,AR,Round,Solidity,XStart,YStart
1,1X_58_largestArea.tif,0.467,3.496,1.513,0.393,177.475,0.480,3.853,0.260,0.808,553,129
2,1X_58_largestArea.tif,0.233,1.763,0.555,0.535,36.387,0.943,1.036,0.965,0.921,605,182
3,1X_58_largestArea.tif,1.093,6.220,1.894,0.735,171.842,0.355,2.579,0.388,0.598,598,201
4,1X_58_largestArea.tif,0.168,1.593,0.609,0.352,111.897,0.833,1.732,0.577,0.882,472,210
5,1X_58_largestArea.tif,1.462,10.113,2.523,0.738,172.595,0.180,3.420,0.292,0.478,616,223
6,1X_58_largestArea.tif,17.054,57.585,6.546,3.317,177.866,0.065,1.974,0.507,0.471,494,235
7,1X_58_largestArea.tif,0.042,0.832,0.370,0.143,38.197,0.756,2.586,0.387,0.821,526,268
8,1X_58_largestArea.tif,12.449,57.152,8.171,1.940,161.798,0.048,4.212,0.237,0.280,700,269
9,1X_58_largestArea.tif,0.121,1.338,0.527,0.293,139.471,0.851,1.797,0.556,0.870,492,348
10,1X_58_largestArea.tif,0.762,4.838,2.014,0.482,170.750,0.409,4.181,0.239,0.759,818,361
11,1X_58_largestArea.tif,1.218,6.412,1.698,0.913,145.987,0.372,1.859,0.538,0.771,971,411
12,1X_58_largestArea.tif,8.424,44.460,6.446,1.664,133.054,0.054,3.874,0.258,0.337,922,422
13,1X_58_largestArea.tif,0.539,3.641,1.614,0.425,106.849,0.511,3.795,0.264,0.864,1043,552
14,1X_58_largestArea.tif,0.172,1.523,0.476,0.460,8.421,0.932,1.035,0.966,0.918,1110,605
15,1X_58_largestArea.tif,0.130,1.643,0.474,0.350,54.004,0.606,1.357,0.737,0.774,1094,613
