 ,Label,Area,Perim.,Major,Minor,Angle,Circ.,AR,Round,Solidity,XStart,YStart
1,1X_27_largestArea.tif,1.288,7.307,2.814,0.583,27.098,0.303,4.828,0.207,0.679,349,143
2,1X_27_largestArea.tif,0.302,2.149,0.840,0.458,45.684,0.822,1.833,0.546,0.923,311,178
3,1X_27_largestArea.tif,69.843,184.986,14.919,5.960,9.057,0.026,2.503,0.400,0.290,252,182
4,1X_27_largestArea.tif,0.136,1.508,0.574,0.301,166.116,0.750,1.906,0.525,0.820,149,186
5,1X_27_largestArea.tif,1.587,10.294,2.106,0.959,70.592,0.188,2.196,0.455,0.642,292,192
6,1X_27_largestArea.tif,0.479,4.473,2.034,0.300,160.372,0.301,6.777,0.148,0.696,557,203
7,1X_27_largestArea.tif,0.029,0.626,0.237,0.156,155.301,0.927,1.519,0.658,0.842,609,206
8,1X_27_largestArea.tif,0.251,2.199,0.748,0.428,116.526,0.654,1.748,0.572,0.799,249,217
9,1X_27_largestArea.tif,0.521,4.419,1.813,0.366,53.905,0.335,4.957,0.202,0.667,529,235
10,1X_27_largestArea.tif,3.582,19.153,5.577,0.818,14.351,0.123,6.820,0.147,0.507,718,239
11,1X_27_largestArea.tif,0.561,3.867,1.432,0.499,5.456,0.471,2.870,0.348,0.763,851,242
12,1X_27_largestArea.tif,0.049,0.797,0.250,0.249,45.024,0.967,1.005,0.995,0.871,166,253
13,1X_27_largestArea.tif,0.096,1.458,0.471,0.259,13.129,0.567,1.814,0.551,0.721,881,254
14,1X_27_largestArea.tif,0.166,1.483,0.494,0.429,44.655,0.951,1.151,0.869,0.898,334,290
15,1X_27_largestArea.tif,0.109,1.714,0.669,0.207,8.608,0.465,3.240,0.309,0.706,441,298
16,1X_27_largestArea.tif,0.394,3.577,1.297,0.387,151.693,0.387,3.349,0.299,0.688,319,312
17,1X_27_largestArea.tif,0.109,1.197,0.411,0.336,72.484,0.952,1.224,0.817,0.923,426,313
18,1X_27_largestArea.tif,0.092,1.618,0.715,0.164,154.213,0.443,4.349,0.230,0.689,303,322
19,1X_27_largestArea.tif,0.206,1.788,0.691,0.380,21.249,0.811,1.819,0.550,0.912,285,331
20,1X_27_largestArea.tif,0.154,1.483,0.531,0.369,142.398,0.878,1.441,0.694,0.881,189,341
21,1X_27_largestArea.tif,0.116,1.243,0.426,0.346,141.406,0.942,1.232,0.812,0.883,177,354
22,1X_27_largestArea.tif,0.069,0.952,0.312,0.280,107.553,0.953,1.115,0.896,0.844,265,369
23,1X_27_largestArea.tif,0.147,1.388,0.480,0.388,57.703,0.956,1.237,0.809,0.900,301,430
24,1X_27_largestArea.tif,0.181,2.054,0.869,0.265,19.430,0.539,3.276,0.305,0.781,277,460
25,1X_27_largestArea.tif,1.308,8.491,2.341,0.711,72.018,0.228,3.291,0.304,0.556,167,592
26,1X_27_largestArea.tif,0.047,0.772,0.276,0.217,126.674,0.993,1.270,0.787,0.881,152,682
27,1X_27_largestArea.tif,1.912,9.893,2.865,0.850,52.632,0.246,3.372,0.297,0.624,140,684
28,1X_27_largestArea.tif,0.025,0.591,0.225,0.144,120.525,0.911,1.563,0.640,0.848,115,700
