 ,Label,Area,Perim.,Major,Minor,Angle,Circ.,AR,Round,Solidity,XStart,YStart
1,1X_63_largestArea.tif,0.393,2.730,1.044,0.479,162.114,0.662,2.182,0.458,0.844,263,307
2,1X_63_largestArea.tif,0.062,0.942,0.382,0.205,63.029,0.871,1.862,0.537,0.883,251,329
3,1X_63_largestArea.tif,0.313,2.674,1.176,0.339,7.676,0.550,3.470,0.288,0.856,312,332
4,1X_63_largestArea.tif,0.118,1.292,0.417,0.359,69.404,0.885,1.164,0.859,0.890,270,337
5,1X_63_largestArea.tif,1.037,9.495,2.052,0.643,77.461,0.144,3.191,0.313,0.427,247,340
6,1X_63_largestArea.tif,2.153,14.248,2.421,1.133,66.522,0.133,2.137,0.468,0.438,284,346
7,1X_63_largestArea.tif,3.230,22.258,4.395,0.936,162.532,0.082,4.697,0.213,0.366,363,359
8,1X_63_largestArea.tif,1.764,10.273,2.784,0.807,119.360,0.210,3.451,0.290,0.430,420,364
9,1X_63_largestArea.tif,0.908,7.448,2.328,0.497,172.438,0.206,4.687,0.213,0.470,289,374
10,1X_63_largestArea.tif,0.121,1.278,0.438,0.352,20.394,0.933,1.246,0.803,0.876,535,395
11,1X_63_largestArea.tif,0.264,2.805,0.945,0.356,107.695,0.422,2.655,0.377,0.650,555,409
12,1X_63_largestArea.tif,0.179,1.643,0.662,0.344,176.775,0.834,1.922,0.520,0.921,386,411
13,1X_63_largestArea.tif,1.180,6.792,1.465,1.026,68.369,0.321,1.428,0.700,0.588,245,415
14,1X_63_largestArea.tif,0.116,1.243,0.433,0.341,149.050,0.942,1.269,0.788,0.883,535,416
15,1X_63_largestArea.tif,0.154,1.438,0.500,0.392,33.151,0.935,1.275,0.784,0.914,578,436
16,1X_63_largestArea.tif,0.845,5.120,1.685,0.638,149.558,0.405,2.640,0.379,0.740,438,439
17,1X_63_largestArea.tif,0.230,2.139,0.890,0.329,72.195,0.631,2.708,0.369,0.864,228,446
18,1X_63_largestArea.tif,0.335,2.730,1.179,0.362,117.751,0.564,3.259,0.307,0.881,251,448
19,1X_63_largestArea.tif,0.261,2.875,1.039,0.319,135.903,0.396,3.254,0.307,0.619,512,450
20,1X_63_largestArea.tif,7.968,51.372,4.797,2.115,20.177,0.038,2.268,0.441,0.373,383,452
21,1X_63_largestArea.tif,0.791,5.039,1.322,0.761,33.396,0.391,1.737,0.576,0.674,614,453
22,1X_63_largestArea.tif,0.492,3.396,1.289,0.486,51.703,0.536,2.651,0.377,0.777,654,456
23,1X_63_largestArea.tif,0.168,1.703,0.674,0.318,29.293,0.729,2.118,0.472,0.865,556,458
24,1X_63_largestArea.tif,0.065,0.917,0.313,0.265,130.654,0.974,1.178,0.849,0.878,561,466
25,1X_63_largestArea.tif,0.253,2.159,0.879,0.367,53.068,0.683,2.397,0.417,0.831,241,467
26,1X_63_largestArea.tif,0.405,2.570,1.004,0.514,143.081,0.771,1.952,0.512,0.896,550,473
27,1X_63_largestArea.tif,0.150,1.377,0.463,0.413,148.330,0.995,1.123,0.890,0.933,480,474
28,1X_63_largestArea.tif,0.197,1.944,0.862,0.291,153.276,0.656,2.961,0.338,0.890,618,482
29,1X_63_largestArea.tif,0.241,2.170,0.926,0.331,142.073,0.642,2.796,0.358,0.861,601,486
30,1X_63_largestArea.tif,0.157,1.473,0.546,0.367,164.964,0.912,1.489,0.672,0.916,220,490
31,1X_63_largestArea.tif,0.090,1.147,0.448,0.257,6.699,0.864,1.741,0.574,0.901,530,491
32,1X_63_largestArea.tif,0.387,2.830,1.144,0.431,170.196,0.608,2.654,0.377,0.870,643,492
33,1X_63_largestArea.tif,0.431,3.522,1.476,0.372,40.643,0.436,3.972,0.252,0.733,306,493
34,1X_63_largestArea.tif,0.926,5.684,2.526,0.467,168.116,0.360,5.411,0.185,0.772,621,505
35,1X_63_largestArea.tif,0.834,5.879,2.346,0.453,165.308,0.303,5.182,0.193,0.625,230,506
36,1X_63_largestArea.tif,2.625,17.667,3.702,0.903,6.526,0.106,4.100,0.244,0.383,543,507
37,1X_63_largestArea.tif,0.284,2.054,0.739,0.489,9.033,0.846,1.511,0.662,0.915,590,509
38,1X_63_largestArea.tif,0.152,1.498,0.543,0.356,178.522,0.851,1.524,0.656,0.889,370,519
39,1X_63_largestArea.tif,0.289,2.330,0.959,0.384,120.937,0.670,2.497,0.401,0.884,292,521
40,1X_63_largestArea.tif,0.308,3.035,1.258,0.311,177.464,0.420,4.038,0.248,0.701,468,522
41,1X_63_largestArea.tif,0.373,2.815,1.036,0.458,64.252,0.591,2.261,0.442,0.782,368,535
42,1X_63_largestArea.tif,0.123,1.328,0.479,0.327,11.711,0.877,1.466,0.682,0.889,505,544
43,1X_63_largestArea.tif,0.195,1.633,0.543,0.458,58.229,0.921,1.184,0.845,0.931,385,548
44,1X_63_largestArea.tif,0.109,1.207,0.379,0.365,147.745,0.936,1.040,0.961,0.896,406,548
45,1X_63_largestArea.tif,0.043,0.712,0.260,0.213,70.395,1.000,1.222,0.818,0.906,476,552
46,1X_63_largestArea.tif,0.261,2.114,0.859,0.386,23.981,0.733,2.226,0.449,0.900,438,563
