Label,Volume,SurfaceArea,MeanBreadth,Sphericity,EulerNumber,Box.X.Min,Box.X.Max,Box.Y.Min,Box.Y.Max,Box.Z.Min,Box.Z.Max,Centroid.X,Centroid.Y,Centroid.Z,Elli.Center.X,Elli.Center.Y,Elli.Center.Z,Elli.R1,Elli.R2,Elli.R3,Elli.Azim,Elli.Elev,Elli.Roll,Elli.R1/R2,Elli.R1/R3,Elli.R2/R3,InscrBall.Center.X,InscrBall.Center.Y,InscrBall.Center.Z,InscrBall.Radius
1,189.059,1249.421,187.673,0.002,-154.000,1.906,28.251,4.106,25.808,0.000,4.800,16.534,13.611,1.982,16.534,13.611,1.982,15.675,10.838,2.595,26.273,0.634,0.889,1.446,6.041,4.177,22.533,11.780,0.000,0.261
2,0.056,0.741,0.425,0.884,2.000,23.022,23.413,8.407,8.896,0.000,0.400,23.211,8.656,0.200,23.211,8.656,0.200,0.408,0.327,0.246,0.000,-90.000,-154.186,1.248,1.660,1.330,23.070,8.505,0.000,0.081
3,2.696,18.418,2.479,0.132,2.500,14.615,18.525,9.140,11.144,0.000,3.600,16.486,9.998,1.313,16.486,9.998,1.313,2.710,1.346,0.411,-20.080,33.764,-110.473,2.014,6.586,3.270,15.788,9.824,0.000,0.212
4,0.089,0.974,0.398,0.966,1.000,5.719,6.305,10.118,10.558,0.000,0.800,6.046,10.337,0.226,6.046,10.337,0.226,0.474,0.368,0.277,-23.603,-70.474,97.087,1.287,1.716,1.332,6.012,10.167,0.000,0.081
5,1.103,8.437,1.569,0.229,1.000,14.957,16.472,10.753,12.757,0.000,1.600,15.869,11.791,0.679,15.869,11.791,0.679,1.483,0.915,0.457,-55.928,10.655,84.396,1.622,3.245,2.001,16.081,11.046,0.000,0.179
6,0.092,1.129,0.670,0.661,1.000,23.657,24.097,11.975,12.757,0.000,0.400,23.891,12.372,0.200,23.891,12.372,0.200,0.502,0.408,0.251,75.085,-0.000,90.000,1.229,1.998,1.625,23.755,12.024,0.000,0.081
7,13.615,95.471,15.707,0.024,-7.000,11.975,16.227,11.242,16.863,0.000,4.800,13.841,14.231,1.970,13.841,14.231,1.970,3.619,2.343,2.002,84.996,31.797,-37.631,1.544,1.808,1.170,13.344,16.521,0.000,0.212
8,0.097,0.939,0.439,1.300,1.000,15.250,15.885,14.908,15.445,0.000,0.400,15.567,15.177,0.200,15.567,15.177,0.200,0.408,0.397,0.303,0.000,-90.000,-65.097,1.027,1.348,1.312,15.445,14.957,0.000,0.081
9,5.128,34.711,5.708,0.071,-3.000,16.667,20.382,15.494,19.356,0.000,3.600,18.850,17.301,1.418,18.850,17.301,1.418,2.714,1.789,0.824,49.512,5.636,-73.184,1.517,3.292,2.170,19.698,18.965,0.000,0.228
10,0.231,2.426,0.870,0.424,1.000,6.647,7.429,17.449,18.623,0.000,0.800,7.038,17.993,0.364,7.038,17.993,0.364,0.768,0.602,0.269,67.262,-17.101,73.197,1.275,2.851,2.236,6.990,17.694,0.000,0.114
