Label,Volume,SurfaceArea,MeanBreadth,Sphericity,EulerNumber,Box.X.Min,Box.X.Max,Box.Y.Min,Box.Y.Max,Box.Z.Min,Box.Z.Max,Centroid.X,Centroid.Y,Centroid.Z,Elli.Center.X,Elli.Center.Y,Elli.Center.Z,Elli.R1,Elli.R2,Elli.R3,Elli.Azim,Elli.Elev,Elli.Roll,Elli.R1/R2,Elli.R1/R3,Elli.R2/R3,InscrBall.Center.X,InscrBall.Center.Y,InscrBall.Center.Z,InscrBall.Radius
1,0.587,4.525,1.176,0.420,0.500,22.484,23.510,3.226,4.888,0,1.600,22.984,4.103,0.884,22.984,4.103,0.884,1.363,0.473,0.367,-70.161,49.821,-111.556,2.883,3.718,1.290,23.217,3.666,0.000,0.130
2,113.613,730.248,100.575,0.004,-128.000,2.297,27.225,4.497,20.235,0,4.800,12.631,11.977,2.347,12.631,11.977,2.347,14.591,4.420,2.804,-28.185,0.166,178.902,3.301,5.203,1.576,4.301,19.014,0.000,0.261
3,0.639,4.371,0.996,0.553,1.000,6.403,7.527,7.625,8.554,0,1.600,6.949,8.077,0.902,6.949,8.077,0.902,1.093,0.545,0.456,-63.885,-85.827,159.102,2.006,2.396,1.194,6.941,8.114,0.000,0.212
4,2.699,20.889,4.871,0.090,-6.000,20.822,23.559,9.629,11.584,0,2.800,22.108,10.567,1.416,22.108,10.567,1.416,1.668,1.549,0.762,-158.570,72.561,71.411,1.077,2.189,2.032,21.213,10.411,0.000,0.244
5,2.502,16.489,2.809,0.158,-1.000,15.739,18.329,10.264,12.073,0,2.800,17.133,11.116,1.334,17.133,11.116,1.334,1.625,1.212,0.632,-39.093,72.074,-115.454,1.341,2.572,1.918,17.694,10.851,0.000,0.228
6,19.180,126.092,19.639,0.021,-12.500,26.247,32.553,9.873,20.675,0,4.800,29.969,13.850,2.181,29.969,13.850,2.181,6.622,2.416,1.667,69.134,12.609,61.015,2.741,3.971,1.449,30.353,13.588,0.000,0.277
7,6.307,39.864,6.134,0.071,-2.000,17.107,20.920,11.975,15.152,0,4.000,19.003,13.386,1.454,19.003,13.386,1.454,2.192,1.828,0.928,-45.343,45.147,-118.843,1.199,2.361,1.969,20.138,12.611,0.000,0.228
8,1.526,9.122,1.065,0.347,2.000,15.299,17.254,12.806,13.784,0,2.000,16.184,13.189,1.071,16.184,13.189,1.071,1.364,0.985,0.409,25.400,-71.294,61.979,1.385,3.339,2.410,15.885,13.099,0.000,0.261
9,0.920,8.914,1.498,0.135,0.000,24.195,26.150,13.197,14.321,0,2.400,25.267,13.689,1.200,25.267,13.689,1.200,1.424,0.990,0.377,44.688,-84.339,26.463,1.438,3.774,2.624,25.319,13.588,0.000,0.147
10,0.530,4.364,1.174,0.383,1.000,21.066,22.044,13.393,14.517,0,2.400,21.505,14.100,0.974,21.505,14.100,0.974,1.360,0.482,0.428,-59.518,-80.916,121.427,2.820,3.179,1.127,21.360,14.077,0.000,0.196
