Slice,Count,Total Area,Average Size,%Area,Mean,Perim.,Major,Minor,Angle,Circ.,Solidity
o_n_01.tif,102,101.414,0.994,8.506,254.957,5.185,1.619,0.713,85.546,0.583,0.792
