Slice,Count,Total Area,Average Size,%Area,Mean,Perim.,Major,Minor,Angle,Circ.,Solidity
o_n_14.tif,195,162.869,0.835,7.857,254.932,4.355,1.363,0.681,67.675,0.673,0.836
