 ,Label,Area,Mean,Min,Max,X,Y,Perim.,Major,Minor,Angle,Circ.,AR,Round,Solidity,XStart,YStart
1,c_33_FinalTH.tif,4.207,0,0,0,10.162,7.852,26.646,7.413,0.722,91.380,0.074,10.261,0.097,0.360,218,43
2,c_33_FinalTH.tif,0.081,0,0,0,8.639,2.628,1.087,0.425,0.244,101.706,0.866,1.741,0.574,0.891,201,57
3,c_33_FinalTH.tif,0.612,0,0,0,9.134,3.881,5.746,1.817,0.428,122.869,0.233,4.241,0.236,0.498,202,71
4,c_33_FinalTH.tif,0.536,0,0,0,9.451,6.429,5.243,2.240,0.304,95.316,0.245,7.360,0.136,0.651,221,124
5,c_33_FinalTH.tif,0.085,0,0,0,9.797,6.034,1.172,0.478,0.227,75.763,0.778,2.109,0.474,0.887,230,136
6,c_33_FinalTH.tif,0.472,0,0,0,10.017,7.660,5.768,2.510,0.240,85.517,0.178,10.478,0.095,0.580,235,151
7,c_33_FinalTH.tif,0.955,0,0,0,9.288,8.193,7.811,3.452,0.352,102.818,0.197,9.799,0.102,0.701,211,153
8,c_33_FinalTH.tif,0.859,0,0,0,7.799,8.247,6.771,2.122,0.516,83.482,0.236,4.114,0.243,0.511,180,163
9,c_33_FinalTH.tif,0.060,0,0,0,7.190,7.907,0.927,0.348,0.218,41.591,0.873,1.594,0.628,0.835,170,182
10,c_33_FinalTH.tif,0.362,0,0,0,7.214,8.809,3.662,1.448,0.318,66.231,0.339,4.554,0.220,0.763,177,192
11,c_33_FinalTH.tif,0.072,0,0,0,6.326,9.771,0.987,0.358,0.257,45.001,0.933,1.391,0.719,0.860,148,226
12,c_33_FinalTH.tif,1.290,0,0,0,6.459,11.384,9.599,1.919,0.856,75.950,0.176,2.242,0.446,0.441,165,234
13,c_33_FinalTH.tif,0.375,0,0,0,5.117,10.529,3.406,1.111,0.429,55.350,0.406,2.588,0.386,0.720,124,235
14,c_33_FinalTH.tif,0.168,0,0,0,8.549,11.190,1.498,0.500,0.428,68.911,0.943,1.168,0.856,0.912,201,257
15,c_33_FinalTH.tif,1.118,0,0,0,11.874,12.344,6.653,2.863,0.497,57.554,0.317,5.757,0.174,0.671,288,259
16,c_33_FinalTH.tif,1.373,0,0,0,7.418,13.098,11.734,3.190,0.548,93.603,0.125,5.819,0.172,0.505,172,263
17,c_33_FinalTH.tif,0.490,0,0,0,3.509,12.121,2.890,1.113,0.561,79.372,0.738,1.984,0.504,0.911,83,273
18,c_33_FinalTH.tif,0.179,0,0,0,5.164,12.003,1.728,0.674,0.339,2.819,0.754,1.990,0.503,0.892,121,278
19,c_33_FinalTH.tif,0.107,0,0,0,5.752,12.541,1.182,0.398,0.342,102.706,0.959,1.164,0.859,0.887,134,290
20,c_33_FinalTH.tif,0.803,0,0,0,4.088,13.639,6.771,1.999,0.512,79.145,0.220,3.908,0.256,0.469,107,293
21,c_33_FinalTH.tif,0.270,0,0,0,4.930,12.967,2.531,1.139,0.301,41.056,0.529,3.783,0.264,0.828,124,294
22,c_33_FinalTH.tif,0.590,0,0,0,2.561,13.658,5.060,1.816,0.413,62.167,0.290,4.394,0.228,0.609,67,299
23,c_33_FinalTH.tif,0.550,0,0,0,6.030,13.615,4.589,1.269,0.552,88.458,0.328,2.299,0.435,0.617,141,303
24,c_33_FinalTH.tif,0.313,0,0,0,10.780,14.430,3.286,1.395,0.286,64.705,0.364,4.880,0.205,0.746,259,326
25,c_33_FinalTH.tif,0.152,0,0,0,3.119,14.232,1.869,0.788,0.246,34.097,0.547,3.211,0.311,0.764,78,329
26,c_33_FinalTH.tif,1.057,0,0,0,2.297,15.681,7.219,1.695,0.794,79.769,0.255,2.134,0.469,0.667,60,344
27,c_33_FinalTH.tif,0.089,0,0,0,1.760,14.956,1.108,0.403,0.280,45.000,0.908,1.441,0.694,0.845,42,347
28,c_33_FinalTH.tif,0.065,0,0,0,4.473,15.226,0.917,0.355,0.234,113.458,0.974,1.520,0.658,0.889,103,354
29,c_33_FinalTH.tif,0.147,0,0,0,3.250,15.318,1.473,0.537,0.347,34.397,0.849,1.547,0.647,0.885,77,355
30,c_33_FinalTH.tif,0.194,0,0,0,1.183,16.900,2.355,0.929,0.265,70.552,0.439,3.500,0.286,0.679,31,385
31,c_33_FinalTH.tif,0.559,0,0,0,1.377,17.470,4.263,1.594,0.447,42.377,0.387,3.569,0.280,0.659,44,393
32,c_33_FinalTH.tif,1.310,0,0,0,4.162,20.281,8.562,4.052,0.412,12.281,0.225,9.846,0.102,0.781,143,464
