 ,Label,Area,Mean,Min,Max,X,Y,Perim.,Major,Minor,Angle,Circ.,AR,Round,Solidity,XStart,YStart
1,c_36_FinalTH.tif,0.608,0,0,0,13.159,5.946,4.153,1.259,0.615,26.475,0.443,2.048,0.488,0.765,317,129
2,c_36_FinalTH.tif,0.832,0,0,0,13.115,7.353,6.792,2.064,0.513,70.480,0.227,4.021,0.249,0.524,324,144
3,c_36_FinalTH.tif,0.684,0,0,0,12.109,7.107,4.373,1.872,0.465,115.494,0.449,4.024,0.249,0.806,274,150
4,c_36_FinalTH.tif,0.125,0,0,0,13.760,7.924,1.388,0.538,0.296,137.425,0.815,1.818,0.550,0.868,319,181
5,c_36_FinalTH.tif,0.595,0,0,0,7.296,9.029,4.363,1.306,0.580,105.482,0.393,2.252,0.444,0.601,160,196
6,c_36_FinalTH.tif,0.103,0,0,0,5.412,8.560,1.147,0.419,0.313,153.351,0.985,1.339,0.747,0.919,124,197
7,c_36_FinalTH.tif,0.704,0,0,0,5.880,11.126,5.375,1.328,0.675,80.170,0.306,1.969,0.508,0.646,134,245
8,c_36_FinalTH.tif,1.104,0,0,0,9.480,11.890,8.946,2.339,0.601,148.295,0.173,3.895,0.257,0.396,201,250
9,c_36_FinalTH.tif,0.208,0,0,0,4.383,11.373,1.678,0.538,0.492,75.200,0.928,1.093,0.915,0.906,102,261
10,c_36_FinalTH.tif,0.116,0,0,0,13.251,12.222,1.282,0.495,0.298,100.751,0.885,1.662,0.602,0.928,309,282
11,c_36_FinalTH.tif,0.434,0,0,0,8.162,12.405,3.361,1.285,0.430,6.852,0.483,2.985,0.335,0.738,204,283
12,c_36_FinalTH.tif,0.364,0,0,0,3.985,12.537,2.610,1.074,0.431,22.257,0.671,2.489,0.402,0.882,96,288
13,c_36_FinalTH.tif,0.324,0,0,0,14.447,12.768,2.871,1.275,0.323,58.831,0.494,3.943,0.254,0.783,344,288
14,c_36_FinalTH.tif,0.159,0,0,0,13.994,12.603,1.448,0.495,0.409,22.190,0.954,1.210,0.827,0.903,328,291
15,c_36_FinalTH.tif,0.297,0,0,0,6.056,12.809,2.184,0.705,0.536,134.656,0.781,1.316,0.760,0.868,138,293
16,c_36_FinalTH.tif,0.697,0,0,0,5.844,13.364,6.112,1.241,0.715,153.123,0.234,1.736,0.576,0.478,121,295
17,c_36_FinalTH.tif,0.756,0,0,0,9.642,12.983,6.327,1.843,0.522,170.553,0.237,3.528,0.283,0.454,216,295
18,c_36_FinalTH.tif,0.051,0,0,0,4.580,12.829,0.967,0.341,0.189,90.307,0.681,1.803,0.554,0.812,106,298
19,c_36_FinalTH.tif,0.488,0,0,0,12.580,13.085,4.643,1.966,0.316,14.970,0.285,6.215,0.161,0.625,305,299
20,c_36_FinalTH.tif,0.384,0,0,0,7.228,13.476,3.431,1.215,0.402,114.241,0.409,3.024,0.331,0.675,164,303
21,c_36_FinalTH.tif,0.116,0,0,0,9.707,13.134,1.207,0.413,0.357,96.107,0.998,1.158,0.864,0.921,227,304
22,c_36_FinalTH.tif,0.235,0,0,0,7.959,13.357,1.933,0.716,0.418,156.151,0.791,1.714,0.584,0.887,180,308
23,c_36_FinalTH.tif,0.159,0,0,0,11.199,13.443,1.448,0.486,0.417,160.189,0.954,1.164,0.859,0.903,261,311
24,c_36_FinalTH.tif,0.561,0,0,0,15.523,14.346,4.253,1.807,0.395,115.141,0.390,4.571,0.219,0.690,355,319
25,c_36_FinalTH.tif,1.218,0,0,0,8.879,14.505,10.178,2.665,0.582,6.215,0.148,4.580,0.218,0.359,244,324
26,c_36_FinalTH.tif,0.472,0,0,0,5.773,14.550,4.279,2.069,0.291,39.894,0.324,7.117,0.141,0.695,152,326
27,c_36_FinalTH.tif,0.074,0,0,0,5.155,14.299,1.002,0.368,0.257,58.004,0.928,1.433,0.698,0.891,121,332
28,c_36_FinalTH.tif,0.492,0,0,0,15.053,15.109,3.836,1.689,0.371,93.424,0.420,4.553,0.220,0.743,351,336
29,c_36_FinalTH.tif,0.089,0,0,0,9.731,14.995,1.367,0.644,0.175,6.688,0.596,3.674,0.272,0.838,230,350
30,c_36_FinalTH.tif,0.402,0,0,0,11.137,15.074,4.035,1.797,0.285,179.095,0.310,6.313,0.158,0.791,254,350
