 ,Label,Area,Mean,Min,Max,X,Y,Perim.,Major,Minor,Angle,Circ.,AR,Round,Solidity,XStart,YStart
1,c_20_FinalTH.tif,0.782,0,0,0,7.216,2.892,7.027,2.608,0.382,26.494,0.199,6.837,0.146,0.534,198,53
2,c_20_FinalTH.tif,0.224,0,0,0,10.863,3.532,2.570,1.105,0.259,124.910,0.427,4.274,0.234,0.707,247,71
3,c_20_FinalTH.tif,0.715,0,0,0,5.412,3.641,6.487,1.337,0.681,145.369,0.213,1.964,0.509,0.604,117,72
4,c_20_FinalTH.tif,0.148,0,0,0,9.861,3.271,1.413,0.483,0.391,155.046,0.934,1.234,0.811,0.901,229,72
5,c_20_FinalTH.tif,0.163,0,0,0,8.944,3.421,2.299,1.058,0.196,15.196,0.387,5.404,0.185,0.807,219,76
6,c_20_FinalTH.tif,1.352,0,0,0,8.306,3.978,8.973,3.754,0.458,1.177,0.211,8.188,0.122,0.600,166,84
7,c_20_FinalTH.tif,0.353,0,0,0,24.448,4.819,4.052,1.559,0.288,7.221,0.270,5.410,0.185,0.594,576,107
8,c_20_FinalTH.tif,0.250,0,0,0,5.384,5.105,2.384,1.026,0.310,87.646,0.552,3.309,0.302,0.882,126,108
9,c_20_FinalTH.tif,0.536,0,0,0,25.933,5.337,3.591,1.459,0.467,170.873,0.522,3.120,0.320,0.834,594,119
10,c_20_FinalTH.tif,0.112,0,0,0,12.823,5.376,1.543,0.652,0.219,135.117,0.592,2.974,0.336,0.800,296,120
11,c_20_FinalTH.tif,1.039,0,0,0,23.251,5.713,8.452,3.211,0.412,9.442,0.183,7.796,0.128,0.586,574,122
12,c_20_FinalTH.tif,0.443,0,0,0,10.247,5.696,5.139,2.436,0.232,21.002,0.211,10.510,0.095,0.780,262,123
13,c_20_FinalTH.tif,0.306,0,0,0,13.905,5.946,2.159,0.802,0.485,37.227,0.824,1.654,0.605,0.904,328,132
14,c_20_FinalTH.tif,0.210,0,0,0,5.974,6.171,2.626,1.256,0.213,133.058,0.382,5.901,0.169,0.763,131,134
15,c_20_FinalTH.tif,1.847,0,0,0,8.003,8.094,15.606,3.590,0.655,130.293,0.095,5.478,0.183,0.351,151,135
16,c_20_FinalTH.tif,0.132,0,0,0,24.853,6.039,1.768,0.813,0.207,175.000,0.531,3.933,0.254,0.825,576,139
17,c_20_FinalTH.tif,0.072,0,0,0,15.058,6.138,1.037,0.407,0.226,139.834,0.845,1.800,0.556,0.851,351,140
18,c_20_FinalTH.tif,0.342,0,0,0,13.285,6.606,2.284,0.889,0.490,153.524,0.824,1.815,0.551,0.917,306,148
19,c_20_FinalTH.tif,0.165,0,0,0,8.374,6.778,1.633,0.660,0.318,82.131,0.776,2.076,0.482,0.897,195,152
20,c_20_FinalTH.tif,0.072,0,0,0,14.488,6.616,0.992,0.411,0.224,173.201,0.925,1.837,0.544,0.941,337,153
21,c_20_FinalTH.tif,0.451,0,0,0,16.266,7.538,4.402,1.949,0.294,103.430,0.292,6.624,0.151,0.675,379,155
22,c_20_FinalTH.tif,0.101,0,0,0,6.785,7.504,1.232,0.501,0.257,111.022,0.838,1.946,0.514,0.896,157,171
23,c_20_FinalTH.tif,0.684,0,0,0,9.949,8.078,5.510,1.845,0.472,9.188,0.283,3.910,0.256,0.587,251,181
24,c_20_FinalTH.tif,0.190,0,0,0,15.203,8.665,1.809,0.771,0.314,43.541,0.730,2.460,0.406,0.894,359,197
25,c_20_FinalTH.tif,0.684,0,0,0,12.675,10.518,6.479,2.567,0.339,91.426,0.205,7.568,0.132,0.631,292,212
26,c_20_FinalTH.tif,0.094,0,0,0,15.036,9.528,1.122,0.362,0.331,0.000,0.939,1.093,0.915,0.867,352,220
27,c_20_FinalTH.tif,0.237,0,0,0,15.045,10.120,2.019,0.820,0.368,166.972,0.731,2.226,0.449,0.888,347,233
28,c_20_FinalTH.tif,0.338,0,0,0,13.684,10.625,3.452,1.570,0.274,32.170,0.357,5.720,0.175,0.801,333,240
29,c_20_FinalTH.tif,1.254,0,0,0,10.949,11.925,10.150,2.425,0.658,46.334,0.153,3.685,0.271,0.417,284,242
30,c_20_FinalTH.tif,1.552,0,0,0,13.215,12.436,12.806,4.521,0.437,53.648,0.119,10.343,0.097,0.538,345,245
31,c_20_FinalTH.tif,0.063,0,0,0,9.921,10.818,1.112,0.497,0.162,72.693,0.644,3.065,0.326,0.843,234,249
32,c_20_FinalTH.tif,0.174,0,0,0,12.154,12.749,1.738,0.700,0.316,67.587,0.722,2.218,0.451,0.873,287,292
33,c_20_FinalTH.tif,0.702,0,0,0,9.576,13.735,5.666,1.490,0.600,103.102,0.275,2.485,0.402,0.538,216,302
34,c_20_FinalTH.tif,0.185,0,0,0,11.006,13.868,2.479,1.091,0.215,73.552,0.377,5.063,0.198,0.753,260,314
35,c_20_FinalTH.tif,0.195,0,0,0,12.836,13.883,2.935,1.351,0.184,63.777,0.285,7.332,0.136,0.742,305,314
36,c_20_FinalTH.tif,0.134,0,0,0,10.395,14.048,1.353,0.505,0.338,49.126,0.920,1.494,0.669,0.919,244,325
37,c_20_FinalTH.tif,0.541,0,0,0,10.732,14.970,4.944,1.342,0.513,168.146,0.278,2.617,0.382,0.491,239,344
38,c_20_FinalTH.tif,0.063,0,0,0,12.261,15.159,1.207,0.537,0.150,65.030,0.546,3.577,0.280,0.753,289,351
39,c_20_FinalTH.tif,0.105,0,0,0,9.264,15.304,1.377,0.585,0.229,71.023,0.695,2.559,0.391,0.847,218,353
40,c_20_FinalTH.tif,0.139,0,0,0,9.605,15.672,2.029,0.930,0.191,64.361,0.425,4.877,0.205,0.770,229,358
41,c_20_FinalTH.tif,0.380,0,0,0,10.363,15.821,3.296,1.108,0.437,61.387,0.439,2.538,0.394,0.707,249,359
