 ,Label,Area,Mean,Min,Max,X,Y,Perim.,Major,Minor,Angle,Circ.,AR,Round,Solidity,XStart,YStart
1,c_10_FinalTH.tif,0.054,0,0,0,29.056,2.389,0.857,0.286,0.241,101.540,0.929,1.186,0.843,0.857,681,53
2,c_10_FinalTH.tif,0.074,0,0,0,28.790,3.112,1.012,0.320,0.296,135.000,0.910,1.081,0.925,0.828,676,69
3,c_10_FinalTH.tif,0.199,0,0,0,27.743,3.983,1.848,0.748,0.339,22.121,0.732,2.207,0.453,0.870,655,88
4,c_10_FinalTH.tif,0.711,0,0,0,25.817,4.717,5.771,2.668,0.339,28.665,0.268,7.861,0.127,0.704,629,94
5,c_10_FinalTH.tif,0.119,0,0,0,28.467,4.292,1.268,0.454,0.335,71.139,0.934,1.354,0.739,0.910,670,95
6,c_10_FinalTH.tif,1.361,0,0,0,25.900,6.262,11.239,2.801,0.618,34.732,0.135,4.530,0.221,0.562,647,121
7,c_10_FinalTH.tif,0.820,0,0,0,23.651,7.320,6.184,2.564,0.407,43.433,0.269,6.301,0.159,0.687,572,150
8,c_10_FinalTH.tif,2.504,0,0,0,16.576,9.241,19.925,5.523,0.577,38.460,0.079,9.567,0.105,0.368,444,157
9,c_10_FinalTH.tif,0.262,0,0,0,22.832,7.209,2.340,1.030,0.324,55.014,0.602,3.174,0.315,0.845,540,159
10,c_10_FinalTH.tif,0.722,0,0,0,21.191,7.687,5.039,2.054,0.447,24.622,0.357,4.591,0.218,0.716,518,166
11,c_10_FinalTH.tif,2.327,0,0,0,24.127,10.817,15.074,5.173,0.573,84.978,0.129,9.033,0.111,0.490,579,182
12,c_10_FinalTH.tif,0.264,0,0,0,22.006,8.062,2.259,0.936,0.359,18.270,0.650,2.605,0.384,0.839,519,184
13,c_10_FinalTH.tif,0.253,0,0,0,23.051,8.566,2.114,0.860,0.375,17.241,0.712,2.292,0.436,0.881,545,196
14,c_10_FinalTH.tif,0.094,0,0,0,16.135,9.077,1.678,0.792,0.151,26.719,0.420,5.233,0.191,0.776,383,209
15,c_10_FinalTH.tif,0.488,0,0,0,12.898,12.910,3.270,1.452,0.428,90.340,0.574,3.388,0.295,0.882,300,288
16,c_10_FinalTH.tif,0.230,0,0,0,14.683,16.324,2.104,0.915,0.320,105.352,0.652,2.863,0.349,0.882,341,374
17,c_10_FinalTH.tif,1.847,0,0,0,19.553,17.973,13.627,4.040,0.582,30.765,0.125,6.939,0.144,0.354,514,374
18,c_10_FinalTH.tif,0.069,0,0,0,12.761,16.865,0.977,0.347,0.253,100.831,0.905,1.372,0.729,0.864,299,392
19,c_10_FinalTH.tif,0.228,0,0,0,15.011,17.154,1.823,0.687,0.423,20.789,0.862,1.624,0.616,0.910,351,398
20,c_10_FinalTH.tif,3.021,0,0,0,12.990,19.034,23.241,2.344,1.641,149.661,0.070,1.428,0.700,0.272,309,403
21,c_10_FinalTH.tif,0.114,0,0,0,9.179,17.434,1.568,0.480,0.302,87.586,0.582,1.586,0.630,0.741,213,405
22,c_10_FinalTH.tif,0.060,0,0,0,14.424,17.787,0.867,0.312,0.244,2.990,0.998,1.281,0.781,0.857,338,415
23,c_10_FinalTH.tif,0.626,0,0,0,5.420,18.494,6.118,1.557,0.512,153.188,0.210,3.042,0.329,0.583,110,419
24,c_10_FinalTH.tif,1.842,0,0,0,16.130,19.418,13.675,2.606,0.900,121.439,0.124,2.897,0.345,0.399,353,419
25,c_10_FinalTH.tif,0.488,0,0,0,7.243,18.212,3.813,1.248,0.498,15.265,0.422,2.505,0.399,0.635,169,420
26,c_10_FinalTH.tif,1.346,0,0,0,6.782,19.238,9.493,2.652,0.646,12.386,0.188,4.103,0.244,0.497,182,436
27,c_10_FinalTH.tif,0.456,0,0,0,8.949,18.972,3.807,1.616,0.359,158.337,0.395,4.498,0.222,0.752,194,436
28,c_10_FinalTH.tif,2.835,0,0,0,10.207,20.232,22.140,3.407,1.059,171.381,0.073,3.216,0.311,0.309,239,453
29,c_10_FinalTH.tif,0.074,0,0,0,6.193,20.124,1.062,0.410,0.230,26.673,0.826,1.779,0.562,0.863,147,469
30,c_10_FinalTH.tif,0.825,0,0,0,10.778,21.189,6.362,2.531,0.415,130.460,0.256,6.097,0.164,0.573,233,474
31,c_10_FinalTH.tif,0.503,0,0,0,5.529,21.021,4.178,1.370,0.467,150.060,0.362,2.932,0.341,0.602,117,480
32,c_10_FinalTH.tif,0.194,0,0,0,16.148,20.710,1.628,0.588,0.419,63.926,0.917,1.401,0.714,0.903,380,480
33,c_10_FinalTH.tif,0.686,0,0,0,14.563,21.508,5.381,2.203,0.396,49.631,0.298,5.556,0.180,0.651,352,482
34,c_10_FinalTH.tif,0.279,0,0,0,7.623,20.785,2.469,1.068,0.332,14.648,0.574,3.218,0.311,0.898,183,484
35,c_10_FinalTH.tif,0.105,0,0,0,18.016,20.904,1.232,0.434,0.308,2.660,0.868,1.410,0.709,0.885,421,488
36,c_10_FinalTH.tif,0.365,0,0,0,15.660,21.437,2.539,0.796,0.585,153.241,0.712,1.362,0.734,0.838,367,495
37,c_10_FinalTH.tif,0.056,0,0,0,18.792,21.856,0.882,0.351,0.204,95.816,0.907,1.720,0.581,0.886,440,510
38,c_10_FinalTH.tif,1.940,0,0,0,12.144,23.663,16.248,2.499,0.988,105.265,0.092,2.529,0.395,0.405,292,513
39,c_10_FinalTH.tif,0.056,0,0,0,10.471,22.053,0.917,0.352,0.203,155.853,0.838,1.738,0.576,0.849,244,515
40,c_10_FinalTH.tif,0.309,0,0,0,18.103,22.809,2.801,0.994,0.396,129.820,0.496,2.509,0.399,0.732,419,525
41,c_10_FinalTH.tif,1.040,0,0,0,13.686,24.115,8.856,2.219,0.597,119.988,0.167,3.719,0.269,0.499,300,533
