 ,Label,Area,Mean,Min,Max,X,Y,Perim.,Major,Minor,Angle,Circ.,AR,Round,Solidity,XStart,YStart
1,c_34_FinalTH.tif,0.975,0.000,0,0,1.531,2.976,8.836,2.711,0.458,107.494,0.157,5.918,0.169,0.401,29,30
2,c_34_FinalTH.tif,0.092,0.000,0,0,1.821,2.286,1.097,0.396,0.297,173.536,0.963,1.336,0.748,0.887,41,50
3,c_34_FinalTH.tif,0.376,0.000,0,0,2.467,2.773,3.361,1.291,0.371,163.598,0.419,3.476,0.288,0.714,51,58
4,c_34_FinalTH.tif,0.152,0.000,0,0,2.371,3.229,1.703,0.683,0.283,2.279,0.658,2.410,0.415,0.812,56,72
5,c_34_FinalTH.tif,0.119,0.000,0,0,3.907,3.445,1.232,0.441,0.345,167.995,0.988,1.278,0.782,0.923,89,77
6,c_34_FinalTH.tif,0.244,0.000,0,0,2.882,3.991,2.620,0.962,0.323,88.730,0.447,2.976,0.336,0.670,66,81
7,c_34_FinalTH.tif,0.103,0.000,0,0,3.415,3.832,1.172,0.429,0.306,92.246,0.943,1.405,0.712,0.912,79,85
8,c_34_FinalTH.tif,0.997,0.000,0,0,4.686,4.662,8.319,1.640,0.774,159.314,0.181,2.119,0.472,0.458,90,98
9,c_34_FinalTH.tif,0.955,0.000,0,0,3.596,5.558,7.288,2.794,0.435,155.289,0.226,6.420,0.156,0.567,57,113
10,c_34_FinalTH.tif,0.089,0.000,0,0,4.313,5.009,1.292,0.528,0.214,166.472,0.667,2.469,0.405,0.838,95,115
11,c_34_FinalTH.tif,0.058,0.000,0,0,3.594,5.062,0.832,0.324,0.228,153.435,1.000,1.422,0.703,0.889,82,116
12,c_34_FinalTH.tif,0.812,0.000,0,0,6.803,6.835,7.676,2.887,0.358,135.378,0.173,8.058,0.124,0.494,134,126
13,c_34_FinalTH.tif,0.224,0.000,0,0,5.581,6.425,1.929,0.849,0.337,130.187,0.757,2.522,0.396,0.902,125,143
14,c_34_FinalTH.tif,0.208,0.000,0,0,7.023,7.776,2.746,1.374,0.193,133.112,0.347,7.131,0.140,0.723,155,171
15,c_34_FinalTH.tif,1.131,8.976,0,255,10.941,12.215,9.605,3.622,0.397,124.323,0.154,9.113,0.110,0.576,232,244
16,c_34_FinalTH.tif,0.116,0.000,0,0,12.314,13.413,1.639,0.759,0.194,133.440,0.542,3.909,0.256,0.800,284,309
17,c_34_FinalTH.tif,0.554,0.000,0,0,13.312,13.808,4.809,1.659,0.425,25.461,0.301,3.903,0.256,0.634,320,315
18,c_34_FinalTH.tif,0.275,0.000,0,0,17.907,14.187,2.245,0.944,0.371,34.624,0.686,2.544,0.393,0.874,426,326
19,c_34_FinalTH.tif,2.594,0.000,0,0,18.914,15.960,19.011,4.190,0.788,145.734,0.090,5.315,0.188,0.415,391,330
20,c_34_FinalTH.tif,0.534,0.000,0,0,15.029,14.530,4.278,1.862,0.365,159.210,0.367,5.102,0.196,0.740,334,333
21,c_34_FinalTH.tif,0.342,0.000,0,0,13.469,14.974,2.709,1.080,0.403,102.296,0.585,2.677,0.373,0.825,314,338
22,c_34_FinalTH.tif,0.170,0.000,0,0,16.448,15.096,1.558,0.615,0.352,151.390,0.880,1.746,0.573,0.913,382,350
23,c_34_FinalTH.tif,0.362,0.000,0,0,14.314,15.727,2.670,1.004,0.459,63.949,0.638,2.187,0.457,0.813,335,360
24,c_34_FinalTH.tif,0.559,0.000,0,0,16.697,16.180,4.765,2.021,0.352,128.643,0.309,5.737,0.174,0.693,376,360
