 ,Label,Area,Perim.,Major,Minor,Angle,Circ.,AR,Round,Solidity,XStart,YStart
1,6X_32_largestArea.tif,1.954,9.136,2.826,0.880,108.490,0.294,3.211,0.311,0.573,754,93
2,6X_32_largestArea.tif,16.055,82.285,4.947,4.132,179.263,0.030,1.197,0.835,0.287,682,124
3,6X_32_largestArea.tif,0.163,1.473,0.538,0.386,175.243,0.943,1.394,0.717,0.914,495,168
4,6X_32_largestArea.tif,0.228,1.838,0.736,0.394,175.909,0.848,1.868,0.535,0.937,601,169
5,6X_32_largestArea.tif,0.177,1.593,0.564,0.400,165.423,0.878,1.410,0.709,0.891,482,181
6,6X_32_largestArea.tif,0.219,2.280,0.759,0.367,113.713,0.529,2.066,0.484,0.718,519,183
7,6X_32_largestArea.tif,0.159,1.473,0.539,0.376,27.894,0.922,1.434,0.697,0.907,474,194
8,6X_32_largestArea.tif,0.953,5.365,2.073,0.586,38.034,0.416,3.539,0.283,0.698,387,201
9,6X_32_largestArea.tif,0.286,2.305,0.967,0.376,54.575,0.676,2.569,0.389,0.883,516,208
10,6X_32_largestArea.tif,0.507,3.066,1.250,0.516,56.926,0.677,2.423,0.413,0.886,486,209
11,6X_32_largestArea.tif,0.087,1.062,0.346,0.320,23.170,0.967,1.082,0.924,0.889,421,210
12,6X_32_largestArea.tif,0.094,1.122,0.378,0.317,7.810,0.939,1.193,0.838,0.874,533,211
13,6X_32_largestArea.tif,0.136,1.353,0.460,0.376,90.853,0.932,1.222,0.818,0.904,548,217
14,6X_32_largestArea.tif,0.289,2.330,1.001,0.368,121.900,0.670,2.720,0.368,0.904,802,222
15,6X_32_largestArea.tif,0.096,1.133,0.400,0.305,44.071,0.939,1.312,0.762,0.862,409,228
16,6X_32_largestArea.tif,0.445,3.792,1.338,0.423,42.137,0.389,3.160,0.316,0.625,524,230
17,6X_32_largestArea.tif,0.257,1.994,0.678,0.482,131.060,0.812,1.407,0.711,0.879,574,231
18,6X_32_largestArea.tif,0.219,2.209,0.974,0.286,23.274,0.564,3.400,0.294,0.829,345,241
19,6X_32_largestArea.tif,0.519,3.137,1.329,0.498,37.985,0.663,2.671,0.374,0.862,561,244
20,6X_32_largestArea.tif,0.121,1.278,0.445,0.347,109.830,0.933,1.284,0.779,0.887,272,247
21,6X_32_largestArea.tif,2.620,19.938,2.989,1.116,151.675,0.083,2.679,0.373,0.427,817,249
22,6X_32_largestArea.tif,1.169,7.599,2.526,0.589,168.357,0.254,4.287,0.233,0.632,368,250
23,6X_32_largestArea.tif,0.190,1.583,0.529,0.457,104.130,0.953,1.157,0.865,0.925,591,257
24,6X_32_largestArea.tif,0.273,2.344,0.927,0.375,15.384,0.625,2.471,0.405,0.891,248,263
25,6X_32_largestArea.tif,1.540,9.788,2.079,0.943,59.337,0.202,2.205,0.453,0.462,434,264
26,6X_32_largestArea.tif,0.346,2.390,0.857,0.513,153.244,0.760,1.669,0.599,0.866,466,267
27,6X_32_largestArea.tif,0.577,4.558,2.003,0.367,23.656,0.349,5.457,0.183,0.777,225,269
28,6X_32_largestArea.tif,0.963,5.510,1.937,0.633,159.916,0.398,3.061,0.327,0.692,362,269
29,6X_32_largestArea.tif,0.195,1.909,0.800,0.311,19.280,0.674,2.571,0.389,0.874,499,272
30,6X_32_largestArea.tif,3.251,17.899,2.641,1.567,21.977,0.128,1.685,0.593,0.621,187,273
31,6X_32_largestArea.tif,0.141,1.388,0.511,0.352,113.422,0.921,1.452,0.689,0.907,291,273
32,6X_32_largestArea.tif,0.150,1.473,0.534,0.358,158.392,0.870,1.491,0.670,0.878,541,274
33,6X_32_largestArea.tif,0.662,3.838,1.683,0.501,32.320,0.565,3.358,0.298,0.857,579,275
34,6X_32_largestArea.tif,0.110,1.207,0.375,0.375,0.000,0.951,1.000,1.000,0.884,351,278
35,6X_32_largestArea.tif,0.253,2.043,0.829,0.389,177.507,0.762,2.129,0.470,0.924,498,289
36,6X_32_largestArea.tif,0.335,2.469,1.049,0.406,2.557,0.690,2.581,0.387,0.911,473,296
37,6X_32_largestArea.tif,0.203,1.738,0.589,0.438,72.530,0.843,1.344,0.744,0.900,223,299
38,6X_32_largestArea.tif,0.378,2.465,0.991,0.486,18.550,0.782,2.041,0.490,0.929,601,305
39,6X_32_largestArea.tif,0.138,1.388,0.504,0.348,158.276,0.897,1.449,0.690,0.874,447,318
40,6X_32_largestArea.tif,0.110,1.207,0.434,0.324,45.000,0.951,1.340,0.746,0.904,120,333
