 ,Label,Area,Perim.,Major,Minor,Angle,Circ.,AR,Round,Solidity,XStart,YStart
1,6X_07_largestArea.tif,2.082,14.889,1.952,1.359,34.164,0.118,1.437,0.696,0.455,620,82
2,6X_07_largestArea.tif,0.100,1.247,0.546,0.232,178.892,0.804,2.354,0.425,0.957,572,89
3,6X_07_largestArea.tif,1.111,5.315,2.203,0.642,148.976,0.494,3.433,0.291,0.797,651,135
4,6X_07_largestArea.tif,0.226,1.738,0.599,0.481,134.054,0.940,1.245,0.803,0.919,562,136
5,6X_07_largestArea.tif,0.183,1.558,0.520,0.448,165.410,0.946,1.161,0.861,0.914,582,142
6,6X_07_largestArea.tif,0.431,2.971,1.196,0.458,62.492,0.613,2.608,0.383,0.852,637,152
7,6X_07_largestArea.tif,0.619,3.927,1.729,0.456,65.944,0.504,3.795,0.263,0.870,591,164
8,6X_07_largestArea.tif,0.235,2.344,0.907,0.330,83.962,0.538,2.750,0.364,0.823,761,168
9,6X_07_largestArea.tif,0.626,4.288,1.141,0.698,4.793,0.428,1.635,0.612,0.723,550,169
10,6X_07_largestArea.tif,0.228,1.738,0.576,0.504,177.667,0.948,1.141,0.876,0.920,673,169
11,6X_07_largestArea.tif,0.109,1.328,0.408,0.339,4.616,0.774,1.204,0.831,0.833,625,179
12,6X_07_largestArea.tif,1.842,12.385,3.118,0.752,3.632,0.151,4.146,0.241,0.427,561,200
13,6X_07_largestArea.tif,0.065,0.917,0.332,0.250,73.392,0.974,1.331,0.752,0.889,484,201
14,6X_07_largestArea.tif,0.074,1.062,0.395,0.239,45.000,0.826,1.651,0.606,0.854,592,201
15,6X_07_largestArea.tif,4.746,26.823,5.669,1.066,49.396,0.083,5.319,0.188,0.349,740,207
16,6X_07_largestArea.tif,1.390,8.531,1.945,0.909,51.846,0.240,2.139,0.467,0.484,693,211
17,6X_07_largestArea.tif,3.895,24.843,3.917,1.266,20.302,0.079,3.094,0.323,0.374,639,212
18,6X_07_largestArea.tif,0.279,2.680,1.086,0.327,31.584,0.487,3.327,0.301,0.782,480,231
19,6X_07_largestArea.tif,0.027,0.591,0.219,0.158,121.853,0.976,1.392,0.718,0.882,498,231
20,6X_07_largestArea.tif,0.677,4.408,1.833,0.470,52.892,0.438,3.898,0.257,0.708,729,236
21,6X_07_largestArea.tif,0.655,3.857,1.440,0.579,19.398,0.553,2.486,0.402,0.856,522,238
22,6X_07_largestArea.tif,2.102,10.511,3.082,0.869,42.115,0.239,3.549,0.282,0.565,447,255
23,6X_07_largestArea.tif,0.400,2.334,0.732,0.695,65.651,0.922,1.053,0.949,0.942,517,257
24,6X_07_largestArea.tif,0.150,1.438,0.494,0.387,104.468,0.913,1.276,0.784,0.917,647,269
25,6X_07_largestArea.tif,0.986,5.170,1.920,0.654,70.557,0.464,2.936,0.341,0.705,604,280
