 ,Label,Area,Perim.,Major,Minor,Angle,Circ.,AR,Round,Solidity,XStart,YStart
1,6X_04_largestArea.tif,0.552,4.334,1.424,0.493,137.667,0.369,2.887,0.346,0.650,646,59
2,6X_04_largestArea.tif,8.949,29.680,4.232,2.693,159.286,0.128,1.572,0.636,0.642,626,68
3,6X_04_largestArea.tif,0.051,0.772,0.285,0.226,45.001,1.000,1.263,0.792,0.903,679,69
4,6X_04_largestArea.tif,0.076,1.062,0.429,0.225,28.030,0.846,1.904,0.525,0.866,653,90
5,6X_04_largestArea.tif,0.726,4.614,1.874,0.493,126.528,0.428,3.802,0.263,0.736,545,119
6,6X_04_largestArea.tif,0.177,1.533,0.536,0.421,127.549,0.948,1.273,0.786,0.912,541,147
7,6X_04_largestArea.tif,1.742,11.218,2.486,0.893,75.341,0.174,2.785,0.359,0.571,577,153
8,6X_04_largestArea.tif,0.479,3.307,1.459,0.418,57.215,0.551,3.488,0.287,0.790,638,173
9,6X_04_largestArea.tif,0.226,1.763,0.606,0.475,32.922,0.914,1.276,0.783,0.919,634,207
10,6X_04_largestArea.tif,0.159,1.788,0.740,0.274,179.220,0.626,2.704,0.370,0.859,665,222
11,6X_04_largestArea.tif,0.143,1.813,0.748,0.243,85.014,0.546,3.078,0.325,0.794,622,223
12,6X_04_largestArea.tif,0.590,4.303,1.679,0.447,15.784,0.400,3.752,0.267,0.733,668,232
13,6X_04_largestArea.tif,0.622,3.977,1.060,0.747,155.823,0.495,1.419,0.705,0.751,618,248
14,6X_04_largestArea.tif,1.077,8.134,1.628,0.842,83.942,0.204,1.933,0.517,0.455,560,258
15,6X_04_largestArea.tif,0.210,1.678,0.579,0.461,9.310,0.936,1.257,0.796,0.913,483,259
16,6X_04_largestArea.tif,0.152,1.413,0.470,0.412,116.944,0.957,1.142,0.876,0.903,685,261
17,6X_04_largestArea.tif,0.094,1.097,0.367,0.326,154.662,0.982,1.125,0.889,0.881,610,269
18,6X_04_largestArea.tif,0.463,2.610,0.958,0.615,171.957,0.855,1.557,0.642,0.933,570,270
19,6X_04_largestArea.tif,0.286,2.089,0.767,0.474,27.473,0.823,1.618,0.618,0.903,661,271
20,6X_04_largestArea.tif,0.197,2.164,0.971,0.259,67.321,0.529,3.756,0.266,0.838,526,279
21,6X_04_largestArea.tif,0.224,1.763,0.609,0.469,22.163,0.907,1.299,0.770,0.908,505,293
22,6X_04_largestArea.tif,1.371,7.620,1.698,1.028,54.629,0.297,1.651,0.606,0.642,458,299
23,6X_04_largestArea.tif,0.134,1.353,0.484,0.352,92.909,0.920,1.372,0.729,0.902,612,300
24,6X_04_largestArea.tif,1.853,9.506,2.278,1.036,57.263,0.258,2.200,0.455,0.702,625,300
25,6X_04_largestArea.tif,0.125,1.292,0.427,0.372,65.414,0.939,1.149,0.870,0.902,515,306
26,6X_04_largestArea.tif,0.418,3.050,1.352,0.394,98.482,0.565,3.434,0.291,0.864,498,308
27,6X_04_largestArea.tif,1.333,8.018,2.351,0.722,103.768,0.261,3.255,0.307,0.497,533,308
28,6X_04_largestArea.tif,0.347,3.041,1.364,0.324,31.901,0.472,4.209,0.238,0.815,597,315
29,6X_04_largestArea.tif,0.089,1.112,0.376,0.300,90.000,0.901,1.250,0.800,0.891,564,325
30,6X_04_largestArea.tif,0.036,0.662,0.268,0.172,148.654,1.000,1.557,0.642,0.833,672,331
31,6X_04_largestArea.tif,0.033,0.662,0.212,0.196,0.000,0.935,1.085,0.922,0.818,474,334
32,6X_04_largestArea.tif,0.147,1.438,0.508,0.368,55.520,0.891,1.381,0.724,0.910,508,339
33,6X_04_largestArea.tif,0.630,4.769,2.124,0.377,31.914,0.348,5.628,0.178,0.660,662,343
34,6X_04_largestArea.tif,0.112,1.207,0.433,0.330,161.871,0.967,1.310,0.764,0.905,442,348
35,6X_04_largestArea.tif,0.217,2.033,0.871,0.317,78.939,0.660,2.743,0.365,0.889,622,351
36,6X_04_largestArea.tif,0.765,4.728,1.111,0.877,27.987,0.430,1.266,0.790,0.777,486,361
37,6X_04_largestArea.tif,0.467,2.981,1.246,0.477,32.488,0.660,2.610,0.383,0.875,657,361
38,6X_04_largestArea.tif,0.105,1.182,0.378,0.354,45.004,0.943,1.068,0.936,0.872,581,367
39,6X_04_largestArea.tif,0.148,1.438,0.495,0.381,146.935,0.902,1.298,0.770,0.896,442,372
40,6X_04_largestArea.tif,0.633,3.892,1.649,0.489,102.230,0.525,3.371,0.297,0.833,668,372
41,6X_04_largestArea.tif,0.329,2.479,1.025,0.409,98.954,0.673,2.505,0.399,0.883,588,375
42,6X_04_largestArea.tif,0.168,1.498,0.542,0.395,153.569,0.943,1.373,0.728,0.921,655,381
43,6X_04_largestArea.tif,0.130,1.738,0.585,0.284,18.900,0.542,2.062,0.485,0.735,432,382
44,6X_04_largestArea.tif,0.233,1.788,0.638,0.466,101.177,0.917,1.370,0.730,0.921,617,382
45,6X_04_largestArea.tif,1.400,9.616,2.260,0.789,92.307,0.190,2.865,0.349,0.544,484,383
46,6X_04_largestArea.tif,0.197,1.618,0.550,0.457,86.391,0.946,1.203,0.831,0.916,630,389
47,6X_04_largestArea.tif,1.339,7.159,2.175,0.784,32.968,0.328,2.775,0.360,0.633,430,395
48,6X_04_largestArea.tif,0.094,1.147,0.399,0.300,84.778,0.898,1.329,0.752,0.881,452,395
49,6X_04_largestArea.tif,0.051,0.822,0.270,0.239,90.000,0.943,1.131,0.884,0.875,459,407
50,6X_04_largestArea.tif,0.867,4.498,1.980,0.557,110.864,0.538,3.552,0.282,0.872,656,418
51,6X_04_largestArea.tif,0.147,1.377,0.466,0.401,90.000,0.971,1.162,0.860,0.920,633,420
52,6X_04_largestArea.tif,0.081,1.062,0.343,0.302,0.000,0.907,1.138,0.879,0.865,419,428
53,6X_04_largestArea.tif,11.581,51.475,7.910,1.864,91.536,0.055,4.243,0.236,0.366,431,430
