 ,Label,Area,Perim.,Major,Minor,Angle,Circ.,AR,Round,Solidity,XStart,YStart
1,6X_58_largestArea.tif,0.235,1.774,0.620,0.483,125.233,0.940,1.282,0.780,0.915,479,23
2,6X_58_largestArea.tif,0.042,0.747,0.259,0.205,141.444,0.938,1.266,0.790,0.821,514,37
3,6X_58_largestArea.tif,0.192,1.753,0.702,0.348,15.722,0.784,2.020,0.495,0.914,530,38
4,6X_58_largestArea.tif,0.280,2.790,1.060,0.337,21.598,0.453,3.146,0.318,0.781,491,41
5,6X_58_largestArea.tif,0.223,2.199,0.864,0.328,167.813,0.578,2.635,0.379,0.786,508,48
6,6X_58_largestArea.tif,0.360,2.911,1.246,0.368,21.617,0.534,3.389,0.295,0.819,458,50
7,6X_58_largestArea.tif,0.657,5.641,1.653,0.506,68.518,0.259,3.267,0.306,0.606,533,57
8,6X_58_largestArea.tif,0.282,2.319,0.806,0.446,175.954,0.659,1.809,0.553,0.810,467,58
9,6X_58_largestArea.tif,0.981,7.429,1.700,0.734,72.542,0.223,2.315,0.432,0.556,511,61
10,6X_58_largestArea.tif,0.043,0.736,0.268,0.206,104.305,1.000,1.299,0.770,0.889,451,67
11,6X_58_largestArea.tif,0.483,4.703,1.660,0.371,6.401,0.274,4.481,0.223,0.596,476,77
12,6X_58_largestArea.tif,0.953,5.506,1.781,0.682,20.604,0.395,2.612,0.383,0.754,468,88
13,6X_58_largestArea.tif,1.404,9.742,3.418,0.523,77.296,0.186,6.536,0.153,0.535,428,99
14,6X_58_largestArea.tif,1.563,9.954,2.253,0.883,27.963,0.198,2.551,0.392,0.586,523,100
15,6X_58_largestArea.tif,2.643,17.951,3.214,1.047,52.455,0.103,3.070,0.326,0.305,450,114
16,6X_58_largestArea.tif,0.107,1.593,0.722,0.188,60.822,0.528,3.835,0.261,0.797,432,123
17,6X_58_largestArea.tif,0.534,3.722,1.219,0.557,158.123,0.484,2.187,0.457,0.746,291,124
18,6X_58_largestArea.tif,0.103,1.413,0.619,0.212,64.858,0.649,2.918,0.343,0.851,402,141
19,6X_58_largestArea.tif,0.501,4.580,2.105,0.303,142.804,0.300,6.944,0.144,0.644,335,143
20,6X_58_largestArea.tif,0.550,6.014,2.755,0.254,47.036,0.191,10.836,0.092,0.620,392,165
21,6X_58_largestArea.tif,1.087,6.265,2.225,0.622,101.545,0.348,3.577,0.280,0.682,452,170
22,6X_58_largestArea.tif,0.478,3.025,1.263,0.481,90.040,0.656,2.625,0.381,0.903,373,204
23,6X_58_largestArea.tif,1.370,10.390,4.364,0.400,102.460,0.159,10.920,0.092,0.583,403,238
24,6X_58_largestArea.tif,3.009,18.362,2.451,1.563,177.193,0.112,1.568,0.638,0.340,219,244
25,6X_58_largestArea.tif,0.704,5.529,1.607,0.558,161.517,0.289,2.881,0.347,0.521,334,249
26,6X_58_largestArea.tif,0.246,1.848,0.617,0.508,119.029,0.905,1.214,0.824,0.913,380,273
27,6X_58_largestArea.tif,0.776,6.760,3.229,0.306,52.061,0.213,10.554,0.095,0.691,205,277
28,6X_58_largestArea.tif,0.277,2.645,0.977,0.361,44.276,0.497,2.706,0.370,0.697,469,280
29,6X_58_largestArea.tif,0.235,1.823,0.664,0.451,26.453,0.889,1.474,0.678,0.915,346,282
30,6X_58_largestArea.tif,1.232,6.222,2.008,0.781,173.081,0.400,2.571,0.389,0.635,320,287
31,6X_58_largestArea.tif,0.121,1.317,0.467,0.331,114.407,0.878,1.411,0.709,0.905,372,297
32,6X_58_largestArea.tif,0.982,6.937,2.932,0.427,64.372,0.257,6.871,0.146,0.676,183,328
33,6X_58_largestArea.tif,0.490,3.832,1.456,0.429,172.047,0.420,3.395,0.295,0.672,351,330
34,6X_58_largestArea.tif,0.194,1.643,0.595,0.415,14.744,0.901,1.435,0.697,0.911,437,336
35,6X_58_largestArea.tif,0.250,1.859,0.645,0.493,85.323,0.908,1.311,0.763,0.911,395,339
36,6X_58_largestArea.tif,0.204,1.678,0.625,0.416,142.387,0.912,1.502,0.666,0.915,398,363
37,6X_58_largestArea.tif,0.170,1.473,0.486,0.445,45.000,0.985,1.091,0.916,0.917,474,364
38,6X_58_largestArea.tif,0.282,2.880,1.185,0.303,177.360,0.428,3.910,0.256,0.734,408,378
39,6X_58_largestArea.tif,0.621,3.900,1.781,0.444,3.880,0.513,4.013,0.249,0.881,425,391
40,6X_58_largestArea.tif,0.052,0.822,0.319,0.209,74.265,0.977,1.526,0.655,0.921,315,408
41,6X_58_largestArea.tif,0.224,1.979,0.806,0.354,57.069,0.720,2.275,0.439,0.895,350,409
42,6X_58_largestArea.tif,0.488,3.942,1.135,0.548,104.056,0.395,2.072,0.483,0.667,328,411
43,6X_58_largestArea.tif,1.312,6.989,2.872,0.582,113.668,0.337,4.937,0.203,0.715,164,421
44,6X_58_largestArea.tif,1.308,11.143,2.444,0.681,79.924,0.132,3.586,0.279,0.573,309,429
45,6X_58_largestArea.tif,0.130,1.838,0.777,0.214,74.496,0.485,3.637,0.275,0.770,341,433
46,6X_58_largestArea.tif,0.143,1.878,0.820,0.222,83.559,0.509,3.696,0.271,0.849,327,447
