 ,Area,Mean,Min,Max,Perim.,Major,Minor,Angle,Circ.,AR,Round,Solidity,XStart,YStart
1,1.044,255.000,255,255,5.000,1.368,0.972,112.654,0.525,1.407,0.711,0.738,361,27
2,0.896,255.000,255,255,4.614,1.900,0.600,49.376,0.529,3.166,0.316,0.788,445,62
3,1.138,255.000,255,255,6.031,1.394,1.039,94.143,0.393,1.342,0.745,0.715,464,62
4,1.798,255.000,255,255,7.429,2.624,0.873,44.121,0.409,3.007,0.333,0.684,529,70
5,1.634,255.000,255,255,6.848,1.898,1.096,28.969,0.438,1.731,0.578,0.718,390,73
6,0.691,255.000,255,255,3.442,1.409,0.624,45.011,0.733,2.258,0.443,0.914,398,110
7,4.804,254.808,0,255,26.863,2.914,2.099,126.704,0.084,1.388,0.720,0.381,417,120
8,1.831,255.000,255,255,9.574,3.160,0.738,59.376,0.251,4.283,0.233,0.625,371,121
9,1.006,255.000,255,255,5.456,2.147,0.596,33.511,0.425,3.600,0.278,0.750,475,125
10,0.308,255.000,255,255,2.705,1.035,0.378,142.136,0.528,2.734,0.366,0.780,311,184
11,0.554,255.000,255,255,2.921,1.102,0.639,138.753,0.815,1.724,0.580,0.915,498,184
12,0.221,255.000,255,255,1.813,0.651,0.432,78.722,0.844,1.509,0.663,0.917,488,202
13,1.326,255.000,255,255,5.825,2.436,0.693,17.193,0.491,3.515,0.285,0.851,337,204
14,0.215,255.000,255,255,1.693,0.578,0.474,76.690,0.944,1.218,0.821,0.941,297,205
15,0.221,255.000,255,255,1.869,0.748,0.376,37.666,0.794,1.990,0.503,0.878,511,212
16,0.420,255.000,255,255,2.610,1.016,0.526,71.847,0.774,1.933,0.517,0.897,256,215
17,2.647,246.459,0,255,12.072,2.625,1.284,11.291,0.228,2.044,0.489,0.457,463,223
18,0.552,255.000,255,255,3.016,1.222,0.575,47.967,0.762,2.124,0.471,0.915,336,235
19,0.431,255.000,255,255,2.585,0.927,0.591,54.568,0.810,1.567,0.638,0.928,458,248
20,0.259,255.000,255,255,2.925,1.067,0.309,166.722,0.380,3.453,0.290,0.698,255,250
21,0.318,255.000,255,255,2.089,0.687,0.590,114.114,0.917,1.164,0.859,0.919,304,258
22,0.224,255.000,255,255,2.425,0.684,0.418,71.890,0.479,1.637,0.611,0.768,216,276
23,0.774,255.000,255,255,4.444,1.180,0.835,25.106,0.493,1.413,0.708,0.774,353,280
24,2.234,255.000,255,255,11.115,2.751,1.034,170.825,0.227,2.661,0.376,0.556,227,285
25,1.485,255.000,255,255,7.138,1.989,0.951,58.781,0.366,2.091,0.478,0.728,431,303
26,0.232,255.000,255,255,1.863,0.733,0.402,169.221,0.838,1.824,0.548,0.928,323,310
27,0.286,255.000,255,255,1.948,0.621,0.586,79.368,0.947,1.061,0.942,0.952,511,321
28,2.086,255.000,255,255,9.582,3.350,0.793,174.798,0.285,4.225,0.237,0.639,340,336
29,0.528,255.000,255,255,2.740,0.952,0.707,141.508,0.884,1.347,0.742,0.933,248,337
30,3.094,255.000,255,255,12.723,2.775,1.420,120.448,0.240,1.954,0.512,0.621,437,345
31,1.525,255.000,255,255,9.308,1.593,1.219,42.754,0.221,1.307,0.765,0.567,301,352
32,0.644,255.000,255,255,3.612,1.236,0.663,160.795,0.620,1.863,0.537,0.844,551,357
33,1.263,255.000,255,255,6.215,1.845,0.872,113.366,0.411,2.117,0.472,0.683,237,387
34,0.224,255.000,255,255,1.788,0.596,0.479,177.410,0.882,1.245,0.803,0.915,355,396
35,0.295,255.000,255,255,2.089,0.767,0.490,36.982,0.849,1.566,0.638,0.913,300,397
36,0.270,255.000,255,255,1.884,0.672,0.511,118.999,0.955,1.317,0.760,0.931,365,413
37,0.713,255.000,255,255,3.697,1.093,0.830,62.243,0.655,1.317,0.759,0.851,309,417
38,0.215,255.000,255,255,1.703,0.583,0.470,72.466,0.933,1.242,0.805,0.915,472,421
39,5.999,255.000,255,255,29.985,5.298,1.442,19.642,0.084,3.675,0.272,0.361,406,425
40,0.250,255.000,255,255,2.104,0.719,0.442,18.820,0.709,1.625,0.615,0.879,385,431
41,4.751,255.000,255,255,21.971,4.997,1.211,49.171,0.124,4.128,0.242,0.423,226,432
42,0.785,255.000,255,255,4.228,1.433,0.698,17.360,0.552,2.054,0.487,0.770,496,433
43,0.887,255.000,255,255,5.259,1.581,0.714,61.037,0.403,2.214,0.452,0.639,264,434
44,0.545,255.000,255,255,4.688,1.132,0.612,31.230,0.311,1.849,0.541,0.662,317,442
45,1.446,255.000,255,255,6.346,2.450,0.751,107.027,0.451,3.260,0.307,0.797,468,459
46,0.250,255.000,255,255,1.919,0.745,0.427,127.261,0.852,1.747,0.572,0.914,414,492
47,3.119,255.000,255,255,16.370,3.593,1.105,38.439,0.146,3.251,0.308,0.484,381,497
48,0.991,255.000,255,255,4.323,1.265,0.998,96.106,0.667,1.268,0.789,0.833,66,500
49,0.250,255.000,255,255,1.884,0.619,0.514,75.242,0.884,1.204,0.831,0.899,498,501
50,0.456,255.000,255,255,2.560,0.930,0.624,43.913,0.874,1.491,0.671,0.925,521,509
51,0.223,255.000,255,255,2.019,0.648,0.437,136.982,0.686,1.481,0.675,0.783,91,561
52,0.472,255.000,255,255,2.599,0.875,0.687,83.771,0.878,1.274,0.785,0.939,338,581
53,1.594,255.000,255,255,6.943,2.236,0.908,47.697,0.415,2.463,0.406,0.727,552,598
