 ,Area,Mean,Min,Max,Perim.,Major,Minor,Angle,Circ.,AR,Round,Solidity,XStart,YStart
1,0.890,255,255,255,3.742,1.432,0.791,143.763,0.799,1.809,0.553,0.922,561,14
2,0.490,255,255,255,2.670,0.927,0.674,61.762,0.864,1.375,0.727,0.930,457,87
3,1.438,255,255,255,6.136,1.965,0.932,150.255,0.480,2.108,0.474,0.731,491,88
4,2.542,255,255,255,11.510,2.847,1.137,165.872,0.241,2.504,0.399,0.603,486,111
5,0.633,255,255,255,2.935,1.033,0.780,60.688,0.923,1.324,0.755,0.949,673,113
6,1.279,255,255,255,5.450,2.257,0.722,16.182,0.541,3.126,0.320,0.865,435,120
7,0.526,255,255,255,2.695,0.897,0.748,15.890,0.911,1.199,0.834,0.937,597,125
8,1.485,255,255,255,7.398,2.150,0.880,162.682,0.341,2.444,0.409,0.633,639,125
9,1.274,255,255,255,5.280,1.976,0.821,138.758,0.574,2.409,0.415,0.802,790,125
10,1.797,255,255,255,7.263,2.172,1.053,6.127,0.428,2.061,0.485,0.706,608,144
11,2.287,255,255,255,10.574,2.733,1.065,159.957,0.257,2.565,0.390,0.580,700,158
12,0.313,255,255,255,2.174,0.727,0.548,75.581,0.832,1.325,0.755,0.911,774,172
13,3.112,255,255,255,11.414,4.606,0.860,49.202,0.300,5.355,0.187,0.693,257,193
14,0.794,255,255,255,4.338,1.500,0.674,61.375,0.530,2.225,0.449,0.783,763,194
15,0.289,255,255,255,2.369,0.977,0.377,162.465,0.648,2.588,0.386,0.844,626,195
16,0.340,255,255,255,2.224,0.717,0.604,117.861,0.864,1.188,0.842,0.928,721,206
17,3.269,255,255,255,17.868,2.514,1.656,115.783,0.129,1.518,0.659,0.457,785,209
18,0.422,255,255,255,3.211,1.234,0.435,155.611,0.514,2.839,0.352,0.788,753,236
19,1.102,255,255,255,5.821,1.879,0.747,106.346,0.409,2.515,0.398,0.667,846,250
20,0.335,255,255,255,2.139,0.689,0.618,120.133,0.919,1.114,0.898,0.934,817,251
21,0.472,255,255,255,3.006,0.803,0.748,33.419,0.657,1.074,0.931,0.892,137,279
22,3.521,255,255,255,16.528,3.106,1.443,69.303,0.162,2.152,0.465,0.454,841,288
23,0.356,255,255,255,2.259,0.814,0.558,69.366,0.878,1.459,0.685,0.929,787,289
24,1.276,255,255,255,6.568,1.810,0.897,19.494,0.372,2.017,0.496,0.698,531,297
25,3.045,255,255,255,13.039,3.027,1.281,74.138,0.225,2.363,0.423,0.503,582,299
26,0.228,255,255,255,2.209,0.639,0.454,62.900,0.587,1.408,0.710,0.771,365,305
27,2.327,255,255,255,9.541,3.299,0.898,58.023,0.321,3.673,0.272,0.682,193,317
28,1.775,255,255,255,8.335,2.166,1.043,87.081,0.321,2.077,0.482,0.641,854,318
29,0.203,255,255,255,2.149,0.733,0.352,21.526,0.551,2.083,0.480,0.789,938,337
30,0.554,255,255,255,2.755,0.927,0.761,75.428,0.917,1.218,0.821,0.940,894,362
31,0.223,255,255,255,1.799,0.582,0.486,12.386,0.864,1.197,0.835,0.908,597,370
32,1.268,255,255,255,4.975,1.672,0.966,140.948,0.644,1.732,0.577,0.838,611,381
33,1.623,255,255,255,6.802,2.212,0.934,77.329,0.441,2.367,0.422,0.716,181,388
34,0.912,255,255,255,4.504,1.768,0.657,22.644,0.565,2.692,0.372,0.822,903,390
35,0.707,255,255,255,3.226,1.180,0.763,76.283,0.854,1.547,0.647,0.941,162,391
36,0.224,255,255,255,1.788,0.553,0.517,167.454,0.882,1.071,0.934,0.902,551,391
37,0.456,255,255,255,2.500,0.851,0.682,101.111,0.917,1.248,0.801,0.940,800,402
38,0.856,255,255,255,3.717,1.492,0.730,44.407,0.778,2.042,0.490,0.932,845,420
39,0.724,255,255,255,3.516,1.210,0.761,66.381,0.736,1.589,0.629,0.899,936,430
40,0.505,255,255,255,2.635,0.880,0.730,62.426,0.914,1.205,0.830,0.943,781,442
41,1.359,255,255,255,5.786,1.891,0.915,32.867,0.510,2.068,0.484,0.772,871,442
42,0.474,255,255,255,2.570,0.806,0.749,157.827,0.902,1.075,0.930,0.926,143,452
43,0.414,255,255,255,2.500,0.799,0.660,15.240,0.833,1.211,0.826,0.911,809,466
44,0.309,255,255,255,2.224,0.773,0.510,40.001,0.786,1.516,0.660,0.900,777,471
45,1.167,255,255,255,6.406,2.446,0.607,116.904,0.357,4.027,0.248,0.697,170,480
46,1.666,255,255,255,7.172,2.607,0.814,178.590,0.407,3.204,0.312,0.729,110,481
47,1.355,255,255,255,5.045,2.056,0.839,35.736,0.669,2.449,0.408,0.916,357,481
48,0.221,255,255,255,1.753,0.644,0.437,86.147,0.903,1.474,0.678,0.938,752,484
49,0.270,255,255,255,1.933,0.636,0.539,67.758,0.906,1.180,0.848,0.920,939,489
50,0.818,255,255,255,3.992,1.673,0.622,79.441,0.645,2.689,0.372,0.910,774,490
51,0.749,255,255,255,3.392,1.174,0.812,41.872,0.818,1.445,0.692,0.915,986,490
