Slice,Count,Total Area,Average Size,%Area,Mean,Perim.,Major,Minor,Angle,Circ.,Solidity
r_n_14.tif,36,46.288,1.286,9.425,253.765,6.359,1.947,0.780,88.612,0.509,0.773
