Slice,Count,Total Area,Average Size,%Area,Mean,Perim.,Major,Minor,Angle,Circ.,Solidity
r_n_13.tif,118,161.501,1.369,9.165,254.166,6.363,1.813,0.819,85.697,0.562,0.778
