 ,# Branches,# Junctions,# End-point voxels,# Junction voxels,# Slab voxels,Average Branch Length,# Triple points,# Quadruple points,Maximum Branch Length
1,1,0,2,0,39,1.842,0,0,1.842
2,1,0,2,0,71,3.697,0,0,3.697
3,7,4,2,8,102,0.815,4,0,2.773
4,4,2,2,2,120,1.482,2,0,2.043
5,1,0,2,0,157,7.690,0,0,7.690
6,1,0,2,0,14,0.709,0,0,0.709
7,3,1,3,3,82,1.404,1,0,3.691
8,1,0,2,0,108,5.359,0,0,5.359
9,9,5,3,15,234,1.384,5,0,3.368
10,1,0,2,0,59,2.675,0,0,2.675
11,1,0,2,0,29,1.611,0,0,1.611
12,1,0,2,0,22,1.207,0,0,1.207
13,1,0,2,0,42,2.111,0,0,2.111
14,1,0,2,0,15,0.804,0,0,0.804
15,3,1,3,1,53,0.958,1,0,1.112
16,1,0,2,0,65,3.019,0,0,3.019
17,1,0,2,0,5,0.326,0,0,0.326
18,7,3,5,3,196,1.468,3,0,4.332
19,1,0,2,0,28,1.568,0,0,1.568
20,1,0,2,0,17,0.995,0,0,0.995
21,1,0,2,0,9,0.531,0,0,0.531
22,1,0,2,0,4,0.248,0,0,0.248
23,1,0,2,0,2,0.180,0,0,0.180
24,1,0,2,0,0,0.043,0,0,0.043
25,3,1,3,1,35,0.633,1,0,0.726
26,1,0,2,0,104,4.995,0,0,4.995
27,10,5,5,11,297,1.569,5,0,6.515
28,14,7,7,15,399,1.467,7,0,2.834
29,1,0,2,0,0,0.060,0,0,0.060
30,1,0,2,0,18,0.896,0,0,0.896
31,1,0,2,0,15,0.716,0,0,0.716
32,3,1,3,1,74,1.268,1,0,2.146
33,1,0,2,0,23,1.127,0,0,1.127
34,1,0,2,0,26,1.289,0,0,1.289
35,8,4,4,6,150,0.941,4,0,2.441
36,1,0,2,0,27,1.261,0,0,1.261
37,1,0,2,0,15,0.733,0,0,0.733
38,1,0,2,0,27,1.314,0,0,1.314
39,1,0,2,0,40,2.061,0,0,2.061
40,14,7,7,15,356,1.296,7,0,2.395
41,4,2,2,2,98,1.265,2,0,3.205
42,1,0,2,0,63,3.321,0,0,3.321
43,11,5,7,15,205,1.026,5,0,2.635
44,7,4,2,6,86,0.698,4,0,1.020
45,8,4,4,6,158,1.069,4,0,2.627
46,1,0,2,0,26,1.307,0,0,1.307
47,1,0,2,0,19,0.921,0,0,0.921
48,6,3,3,7,199,1.699,3,0,3.496
49,7,3,5,5,239,1.791,3,0,4.215
50,1,0,2,0,23,1.162,0,0,1.162
51,1,0,2,0,43,2.189,0,0,2.189
52,3,1,3,3,37,0.678,1,0,1.495
53,3,1,3,1,94,1.630,1,0,4.275
54,1,0,2,0,26,1.289,0,0,1.289
55,1,0,2,0,20,1.017,0,0,1.017
56,1,0,2,0,60,2.982,0,0,2.982
57,7,3,5,5,76,0.605,3,0,1.052
58,1,0,2,0,35,1.831,0,0,1.831
59,1,0,2,0,12,0.729,0,0,0.729
60,1,0,2,0,52,2.624,0,0,2.624
61,1,0,2,0,23,1.091,0,0,1.091
62,1,0,2,0,1,0.103,0,0,0.103
63,8,4,4,8,77,0.546,4,0,1.144
64,1,0,2,0,38,1.906,0,0,1.906
65,1,0,2,0,167,8.291,0,0,8.291
66,1,0,2,0,14,0.814,0,0,0.814
67,1,0,2,0,89,4.357,0,0,4.357
68,1,0,2,0,25,1.423,0,0,1.423
69,1,0,2,0,28,1.374,0,0,1.374
70,1,0,2,0,42,2.129,0,0,2.129
71,4,2,2,2,206,2.541,2,0,7.684
72,1,0,2,0,13,0.701,0,0,0.701
73,1,0,2,0,3,0.205,0,0,0.205
74,1,0,2,0,30,1.548,0,0,1.548
75,8,4,4,4,211,1.303,4,0,4.425
76,1,0,2,0,128,6.262,0,0,6.262
77,1,0,2,0,8,0.400,0,0,0.400
78,1,0,2,0,24,1.328,0,0,1.328
79,1,0,2,0,18,0.896,0,0,0.896
80,1,0,2,0,27,1.314,0,0,1.314
81,3,1,3,1,16,0.305,1,0,0.486
82,1,0,2,0,14,0.779,0,0,0.779
83,1,0,2,0,10,0.521,0,0,0.521
84,5,2,4,2,87,0.902,2,0,1.728
85,7,4,2,8,114,0.863,4,0,1.467
86,1,0,2,0,6,0.351,0,0,0.351
87,1,0,2,0,32,1.633,0,0,1.633
88,1,0,2,0,37,1.951,0,0,1.951
89,3,1,3,1,84,1.457,1,0,1.966
90,1,0,2,0,35,1.655,0,0,1.655
91,5,2,4,4,64,0.699,2,0,1.179
92,1,0,2,0,14,0.779,0,0,0.779
93,1,0,2,0,16,0.846,0,0,0.846
94,3,1,3,1,74,1.221,1,0,1.477
95,1,0,2,0,14,0.761,0,0,0.761
96,1,0,2,0,60,3.053,0,0,3.053
